Building Type,Square Footage,Number of Occupants,Appliances Used,Average Temperature,Day of Week,Energy Consumption,Extra_Feature_1,Extra_Feature_2,Extra_Feature_3,Extra_Feature_4,Extra_Feature_5,Extra_Feature_6,Extra_Feature_7,Extra_Feature_8,Extra_Feature_9,Extra_Feature_10,Extra_Feature_11,Extra_Feature_12,Extra_Feature_13,Extra_Feature_14,Extra_Feature_15,Extra_Feature_16,Extra_Feature_17,Extra_Feature_18,Extra_Feature_19,Extra_Feature_20,Extra_Feature_21,Extra_Feature_22,Extra_Feature_23,Extra_Feature_24,Extra_Feature_25,Extra_Feature_26,Extra_Feature_27,Extra_Feature_28,Extra_Feature_29,Extra_Feature_30,Extra_Feature_31,Extra_Feature_32,Extra_Feature_33,Extra_Feature_34,Extra_Feature_35,Extra_Feature_36,Extra_Feature_37,Extra_Feature_38,Extra_Feature_39,Extra_Feature_40,Extra_Feature_41,Extra_Feature_42,Extra_Feature_43
46697.0,70.0,7.0,25.71,5096.3,47804.0,99.0,38.0,31.79,5481.27,23696.0,85.0,29.0,11.31,4058.25,46219.0,49.0,41.0,29.52,5473.33,42273.0,99.0,36.0,21.27,6217.3,48017.0,1.0,8.0,32.46,4958.57,16396.0,79.0,49.0,10.39,5037.86,39841.0,47.0,7.0,25.25,5025.81,21109.0,78.0,36.0,10.33,4003.79,4518.0,85.0,27.0,15.09,3540.45
25838.0,75.0,27.0,24.06,4011.58,36423.0,89.0,29.0,18.3,4749.64,27223.0,86.0,44.0,30.86,5446.83,31963.0,69.0,5.0,10.24,4886.94,41860.0,28.0,34.0,23.64,4934.8,47100.0,5.0,1.0,10.13,4374.33,5148.0,72.0,18.0,26.98,3202.5,23519.0,55.0,45.0,14.99,5101.01,1620.0,72.0,23.0,20.14,2660.28,2579.0,32.0,49.0,12.3,2867.44
42374.0,36.0,28.0,29.67,5390.35,42740.0,60.0,22.0,15.42,4649.88,43908.0,1.0,28.0,19.15,5219.66,40787.0,35.0,4.0,13.99,3949.4,39530.0,59.0,25.0,23.69,4498.07,10895.0,18.0,26.0,34.47,2622.38,33562.0,61.0,41.0,34.63,4934.94,26321.0,89.0,43.0,13.9,4496.55,41901.0,23.0,26.0,33.56,4677.23,13213.0,79.0,30.0,26.73,3916.99
22230.0,16.0,25.0,29.13,3125.85,29102.0,31.0,41.0,32.35,3973.35,29692.0,13.0,45.0,26.11,3884.07,48979.0,61.0,1.0,24.54,4506.27,36955.0,71.0,27.0,28.08,4957.36,13724.0,13.0,4.0,20.76,2342.38,39209.0,67.0,24.0,21.48,5003.05,34677.0,55.0,29.0,18.34,5272.15,29509.0,64.0,47.0,14.73,4481.81,47233.0,66.0,8.0,10.16,4680.87
38500.0,42.0,49.0,25.31,4698.47,19756.0,61.0,47.0,33.38,4370.89,31159.0,35.0,42.0,17.84,4208.74,17675.0,48.0,36.0,19.41,4036.68,20123.0,13.0,19.0,24.92,3441.55,25361.0,77.0,26.0,24.09,3937.59,49256.0,82.0,35.0,30.7,5329.29,35339.0,85.0,27.0,32.39,4494.99,12153.0,75.0,23.0,16.83,3733.52,39698.0,85.0,36.0,17.99,6014.94
18833.0,30.0,25.0,22.66,4178.36,21081.0,5.0,25.0,26.29,2972.61,15061.0,43.0,21.0,26.86,4018.77,41631.0,13.0,6.0,29.32,4684.93,19529.0,85.0,19.0,28.85,4612.22,33539.0,21.0,15.0,28.71,3593.42,28196.0,74.0,19.0,24.55,3907.03,3420.0,61.0,49.0,12.65,3697.77,2982.0,15.0,13.0,11.71,2500.56,18881.0,54.0,6.0,19.05,3558.78
32623.0,65.0,29.0,27.67,4772.8,47214.0,48.0,20.0,22.94,5126.0,27237.0,39.0,41.0,15.33,4495.21,27288.0,32.0,42.0,11.26,4518.12,30257.0,72.0,10.0,33.34,3816.15,49653.0,89.0,37.0,26.33,5980.98,26349.0,88.0,46.0,10.79,5563.48,37629.0,17.0,14.0,21.58,3723.56,41696.0,98.0,43.0,33.1,5809.3,14098.0,16.0,45.0,19.1,4169.39
37435.0,26.0,35.0,21.64,4773.54,8470.0,50.0,46.0,26.35,3761.75,25019.0,19.0,35.0,28.29,3549.48,16501.0,63.0,45.0,10.2,4854.04,13909.0,62.0,21.0,18.76,3141.67,802.0,17.0,40.0,20.5,2457.6,18523.0,79.0,45.0,22.39,5054.19,10003.0,3.0,47.0,10.74,3916.46,32684.0,99.0,38.0,34.99,5709.26,46039.0,41.0,36.0,31.89,5822.52
22063.0,92.0,8.0,33.62,4015.07,20008.0,99.0,41.0,11.55,4752.66,20433.0,78.0,30.0,29.41,4254.59,40474.0,82.0,6.0,21.1,5358.22,42787.0,40.0,48.0,23.38,5382.43,35696.0,70.0,47.0,10.4,4922.82,20837.0,1.0,13.0,26.45,3729.59,43259.0,33.0,41.0,30.12,4712.33,14112.0,3.0,17.0,21.0,2470.59,26022.0,24.0,21.0,29.31,4314.56
26119.0,34.0,27.0,29.2,4039.93,40248.0,68.0,20.0,30.71,4488.84,24395.0,60.0,5.0,15.03,3844.62,13880.0,28.0,19.0,24.15,3733.24,39163.0,12.0,44.0,10.73,4454.51,4472.0,15.0,34.0,21.32,2996.99,20316.0,69.0,29.0,11.85,4776.54,38067.0,14.0,23.0,26.61,3870.32,7138.0,60.0,27.0,34.94,3372.2,25417.0,49.0,49.0,22.92,4676.25
7040.0,4.0,20.0,22.82,2727.89,7679.0,58.0,32.0,28.94,4009.27,5257.0,74.0,12.0,12.58,3679.96,6868.0,36.0,6.0,14.81,3249.36,18940.0,44.0,33.0,23.53,3979.37,22427.0,8.0,13.0,26.21,3880.32,36744.0,71.0,40.0,30.41,5195.15,35411.0,67.0,23.0,30.46,4798.25,43701.0,7.0,12.0,18.49,3952.58,44827.0,94.0,34.0,27.86,5272.05
18405.0,38.0,24.0,19.24,3234.06,15523.0,52.0,1.0,27.67,3177.82,46000.0,39.0,41.0,33.57,5342.17,3520.0,59.0,13.0,21.37,3419.14,29926.0,32.0,43.0,27.22,4090.2,15359.0,36.0,13.0,19.89,2788.49,39782.0,84.0,26.0,16.19,5268.16,6871.0,26.0,19.0,33.73,2364.9,29234.0,39.0,17.0,34.43,3519.56,28435.0,9.0,22.0,21.98,4391.84
38373.0,1.0,27.0,20.26,4417.34,16208.0,73.0,40.0,15.37,4763.57,13781.0,99.0,29.0,12.46,4696.73,14635.0,19.0,27.0,12.28,3900.33,26463.0,57.0,21.0,31.59,4655.22,37938.0,98.0,17.0,11.14,5711.22,35546.0,52.0,4.0,26.35,4245.53,11289.0,11.0,26.0,18.42,3602.33,48788.0,53.0,11.0,31.31,5032.83,5945.0,16.0,23.0,34.38,2295.33
38109.0,62.0,39.0,15.16,4729.67,17225.0,6.0,9.0,30.23,2500.08,49270.0,28.0,38.0,23.08,5438.11,43020.0,32.0,34.0,11.75,4642.27,49638.0,29.0,15.0,20.88,4517.48,27130.0,7.0,34.0,14.73,4032.83,11583.0,48.0,17.0,23.29,3332.69,46663.0,15.0,28.0,11.5,4535.64,1779.0,84.0,14.0,31.84,3599.73,18588.0,7.0,17.0,19.39,3792.47
22680.0,62.0,21.0,16.37,4092.14,37698.0,4.0,21.0,11.07,4339.55,37648.0,60.0,18.0,21.25,4736.14,27990.0,85.0,31.0,23.93,5249.84,49768.0,51.0,22.0,34.91,5763.85,22227.0,56.0,49.0,12.86,4087.05,15898.0,83.0,20.0,29.5,3377.38,8406.0,25.0,36.0,19.48,2842.91,23779.0,92.0,6.0,18.96,4684.16,2550.0,97.0,45.0,34.58,4374.59
47719.0,92.0,7.0,32.82,5781.83,36112.0,17.0,42.0,28.54,4722.9,20456.0,50.0,6.0,33.53,3975.14,46265.0,68.0,38.0,18.13,6212.59,46526.0,14.0,20.0,27.93,4276.66,2262.0,36.0,49.0,16.09,2872.63,10681.0,71.0,47.0,19.75,4635.28,49438.0,93.0,17.0,13.31,5225.35,1935.0,96.0,28.0,30.73,3463.09,12036.0,61.0,47.0,26.75,4018.05
12612.0,65.0,5.0,28.73,2786.93,28288.0,52.0,19.0,31.72,3655.82,12055.0,52.0,28.0,19.62,3634.65,38758.0,7.0,41.0,10.05,5327.65,32380.0,1.0,21.0,19.77,4500.16,26392.0,13.0,9.0,12.69,3066.15,47956.0,8.0,22.0,34.4,5245.78,45580.0,26.0,1.0,29.63,4460.84,6276.0,75.0,36.0,33.11,3118.23,36340.0,33.0,20.0,16.2,4516.02
49270.0,19.0,39.0,11.26,5877.19,31790.0,46.0,31.0,27.09,4534.07,33820.0,56.0,8.0,21.32,4854.4,3073.0,33.0,17.0,17.03,2288.52,38743.0,65.0,23.0,10.2,4546.15,14494.0,2.0,9.0,32.68,2311.29,12418.0,73.0,13.0,17.02,3525.79,10024.0,54.0,40.0,10.49,3838.73,24070.0,2.0,49.0,24.59,3580.56,47690.0,39.0,11.0,33.49,4377.04
17014.0,91.0,8.0,26.94,4336.02,26515.0,45.0,25.0,33.47,4658.38,14359.0,69.0,40.0,19.94,4658.27,9320.0,40.0,44.0,21.16,3140.2,26517.0,64.0,29.0,15.46,4468.57,34223.0,98.0,6.0,29.74,5212.46,39025.0,86.0,10.0,22.42,4949.14,5203.0,86.0,14.0,20.59,2797.21,29986.0,93.0,9.0,19.04,4514.09,25650.0,21.0,28.0,25.14,3976.81
26623.0,37.0,11.0,23.25,3304.91,47117.0,83.0,45.0,11.05,6530.6,21616.0,26.0,48.0,32.4,4688.81,32360.0,40.0,13.0,29.55,3630.24,11925.0,76.0,9.0,23.05,2921.01,34162.0,48.0,26.0,33.54,4090.41,2469.0,92.0,41.0,13.26,3797.14,7222.0,44.0,39.0,34.91,2906.57,30720.0,3.0,15.0,10.22,3314.91,28673.0,31.0,15.0,11.19,3487.69
16809.0,49.0,26.0,16.35,3818.71,33281.0,6.0,26.0,17.8,4205.07,25438.0,21.0,16.0,23.73,4233.24,48138.0,85.0,22.0,19.9,5147.4,36446.0,92.0,43.0,16.56,6069.51,48408.0,2.0,15.0,27.49,4102.94,28970.0,23.0,49.0,21.63,5050.37,45133.0,39.0,39.0,13.3,4910.15,31311.0,60.0,27.0,17.31,5168.99,45528.0,32.0,32.0,28.7,4592.9
30475.0,92.0,3.0,13.61,4935.7,32919.0,92.0,8.0,27.03,4640.78,32205.0,21.0,17.0,15.18,4634.34,41100.0,8.0,49.0,20.38,5063.09,25503.0,95.0,9.0,17.83,4366.0,36685.0,63.0,12.0,22.54,4091.56,8313.0,4.0,43.0,23.99,2745.7,12675.0,2.0,47.0,11.93,4034.11,16871.0,93.0,38.0,33.96,4413.74,2639.0,21.0,25.0,22.54,2779.25
47795.0,9.0,15.0,34.61,5156.72,10150.0,31.0,15.0,33.79,2998.57,3541.0,80.0,7.0,29.86,3467.74,27160.0,10.0,19.0,21.96,3778.19,26655.0,70.0,48.0,17.14,5407.04,41624.0,87.0,20.0,32.78,5237.3,23616.0,86.0,33.0,18.76,5107.0,48864.0,68.0,11.0,29.85,5693.96,11883.0,54.0,48.0,14.77,3570.31,24527.0,30.0,11.0,18.62,3653.25
37811.0,25.0,22.0,19.14,4534.85,20041.0,80.0,49.0,22.83,4217.88,9610.0,66.0,1.0,20.77,2556.63,42346.0,20.0,37.0,33.31,5390.76,15548.0,98.0,45.0,18.19,4616.46,11882.0,17.0,2.0,31.5,3146.62,38658.0,55.0,45.0,23.86,4813.61,3219.0,27.0,13.0,17.65,2602.69,37266.0,88.0,31.0,21.87,5753.93,37301.0,38.0,35.0,20.22,5393.95
23893.0,18.0,37.0,31.43,3507.49,49981.0,2.0,18.0,27.43,5241.89,14075.0,72.0,27.0,15.1,3388.25,43323.0,15.0,4.0,33.67,4727.81,27116.0,51.0,16.0,22.81,3571.76,45584.0,52.0,11.0,20.78,5415.31,16350.0,14.0,38.0,18.39,3675.54,32383.0,88.0,47.0,28.41,4847.12,10677.0,97.0,12.0,14.15,4173.1,6204.0,63.0,35.0,17.94,3100.51
46667.0,39.0,1.0,30.88,4638.97,24363.0,10.0,35.0,25.87,3938.82,35201.0,67.0,9.0,21.08,4504.67,23034.0,29.0,14.0,33.52,4104.1,781.0,4.0,34.0,22.51,2696.49,31023.0,97.0,23.0,20.52,4378.55,32466.0,29.0,26.0,15.49,4905.84,18809.0,12.0,27.0,29.52,3002.83,18264.0,49.0,34.0,22.35,3471.43,25360.0,34.0,26.0,14.98,4103.09
15163.0,11.0,40.0,11.06,3612.86,33481.0,90.0,26.0,23.91,4524.49,44741.0,78.0,12.0,32.66,5143.73,2698.0,22.0,37.0,19.58,3496.99,45069.0,37.0,17.0,20.4,4361.43,37179.0,82.0,22.0,14.12,5048.34,46663.0,55.0,1.0,22.99,5338.19,42344.0,5.0,30.0,32.29,4155.74,33687.0,90.0,14.0,13.13,4798.68,30948.0,96.0,37.0,20.06,5147.11
27338.0,37.0,49.0,33.14,4601.21,44986.0,5.0,41.0,29.42,5472.2,34875.0,63.0,24.0,33.71,4235.19,3749.0,11.0,4.0,21.49,2769.99,1119.0,11.0,29.0,19.96,3196.17,13176.0,2.0,47.0,11.58,3060.91,45423.0,22.0,2.0,16.32,4449.57,7505.0,70.0,41.0,19.04,3350.06,46903.0,30.0,3.0,27.65,4116.88,32784.0,10.0,11.0,19.06,4363.9
4925.0,30.0,36.0,18.33,2724.62,49151.0,45.0,45.0,15.8,6228.54,10826.0,21.0,28.0,17.38,3724.42,40559.0,32.0,38.0,30.26,4956.67,44564.0,58.0,21.0,26.4,5646.19,37614.0,11.0,12.0,14.63,3657.53,9446.0,43.0,47.0,20.27,3290.94,10722.0,79.0,40.0,25.83,3496.97,30045.0,42.0,5.0,31.62,3364.13,41735.0,5.0,39.0,15.27,5340.39
20346.0,3.0,1.0,28.49,2924.87,6395.0,10.0,32.0,22.76,2495.93,30587.0,70.0,36.0,15.27,4873.0,20522.0,88.0,42.0,31.58,5088.21,40387.0,31.0,37.0,20.24,5518.13,15751.0,9.0,13.0,29.07,3542.19,18158.0,46.0,3.0,21.1,3372.41,20194.0,60.0,45.0,22.82,4895.61,8304.0,98.0,46.0,18.82,3771.12,3724.0,16.0,10.0,26.17,1915.37
10382.0,63.0,31.0,13.89,3699.65,29930.0,63.0,6.0,24.99,3621.53,42399.0,58.0,35.0,13.49,5332.5,33630.0,96.0,32.0,32.11,4620.93,26931.0,31.0,11.0,25.59,3798.62,4314.0,43.0,17.0,31.12,2330.09,27185.0,92.0,8.0,13.46,3921.95,23999.0,7.0,37.0,13.91,3490.41,16835.0,19.0,7.0,33.47,2554.39,17587.0,72.0,4.0,14.08,3658.93
12439.0,20.0,33.0,13.16,2966.16,28132.0,49.0,9.0,20.74,3522.9,46889.0,54.0,28.0,17.07,5359.1,49401.0,60.0,13.0,18.44,4787.86,26059.0,16.0,19.0,28.69,3249.48,5306.0,73.0,42.0,31.2,3229.31,15652.0,17.0,3.0,20.72,3408.98,37880.0,72.0,28.0,16.73,4640.37,25553.0,96.0,25.0,30.45,4635.4,45741.0,21.0,33.0,28.63,5063.9
35701.0,19.0,17.0,29.9,3665.55,26789.0,57.0,4.0,16.0,3459.45,34749.0,42.0,46.0,33.41,4410.42,8570.0,9.0,45.0,26.94,3833.81,31773.0,60.0,19.0,26.02,4988.57,32654.0,74.0,48.0,29.06,4687.39,48417.0,86.0,23.0,18.9,6146.35,44960.0,10.0,35.0,29.67,4449.66,14047.0,50.0,46.0,29.34,3525.66,26712.0,60.0,42.0,20.2,4224.59
11872.0,66.0,37.0,28.67,3900.25,11622.0,93.0,4.0,25.21,3965.05,9577.0,90.0,49.0,17.05,3773.61,838.0,34.0,45.0,23.29,3715.45,10016.0,85.0,8.0,24.61,3437.74,13487.0,39.0,32.0,30.67,3101.02,15399.0,24.0,2.0,24.28,2478.55,16978.0,48.0,14.0,12.46,3546.62,11746.0,1.0,18.0,24.76,2883.5,32913.0,21.0,8.0,13.77,3496.82
49582.0,63.0,37.0,32.14,6188.4,48802.0,85.0,9.0,14.35,5948.34,42152.0,47.0,21.0,27.7,4859.08,31980.0,2.0,33.0,30.43,4126.84,22304.0,74.0,29.0,11.39,4878.26,49958.0,33.0,8.0,28.35,4346.16,5353.0,20.0,18.0,32.04,2667.44,44913.0,55.0,48.0,25.1,6130.17,27157.0,67.0,38.0,21.08,4682.44,15860.0,95.0,32.0,16.24,4351.81
9823.0,32.0,5.0,17.67,3322.79,47324.0,30.0,32.0,25.49,4678.75,48785.0,84.0,6.0,20.48,4796.83,16063.0,8.0,24.0,30.91,3208.59,10593.0,32.0,19.0,23.55,3161.9,37511.0,47.0,45.0,25.14,5669.86,32696.0,19.0,37.0,24.33,4443.15,25564.0,87.0,34.0,15.2,4802.21,36624.0,74.0,30.0,30.45,4518.97,38284.0,36.0,8.0,12.75,4370.44
28904.0,3.0,3.0,32.11,3424.66,9700.0,20.0,35.0,27.42,3297.91,26899.0,36.0,45.0,25.43,4977.79,1422.0,44.0,24.0,16.79,3457.17,39065.0,94.0,38.0,16.96,5568.44,2328.0,69.0,16.0,12.36,3114.61,27484.0,47.0,48.0,28.79,4160.27,20415.0,35.0,5.0,31.08,2815.34,33620.0,98.0,5.0,12.47,4748.66,18102.0,21.0,35.0,31.59,4207.14
9708.0,70.0,24.0,31.32,4008.78,16532.0,8.0,18.0,32.12,2605.98,34516.0,75.0,15.0,23.3,5209.3,36237.0,45.0,23.0,29.86,4622.54,31061.0,94.0,17.0,11.66,4274.73,20991.0,83.0,29.0,31.85,4300.28,21306.0,21.0,35.0,27.24,3889.08,3889.0,21.0,40.0,27.75,3115.68,11802.0,15.0,34.0,10.25,2868.84,7509.0,30.0,18.0,10.51,2532.88
39350.0,77.0,11.0,12.22,4946.38,44142.0,62.0,38.0,30.82,4983.0,29759.0,94.0,14.0,28.28,4616.56,21927.0,95.0,10.0,33.51,4628.8,47564.0,23.0,44.0,25.48,4860.8,7145.0,67.0,37.0,21.23,4211.11,17153.0,9.0,1.0,34.06,2347.37,12245.0,85.0,4.0,22.85,3428.02,42398.0,44.0,22.0,30.32,5348.31,8936.0,38.0,24.0,23.33,3240.14
21788.0,21.0,9.0,21.56,3371.6,20494.0,18.0,9.0,15.93,3305.06,20478.0,80.0,41.0,20.69,5040.46,2470.0,65.0,46.0,20.94,3138.81,1045.0,60.0,46.0,24.71,2948.69,29029.0,82.0,30.0,21.74,5262.76,5099.0,39.0,6.0,16.24,2683.73,36908.0,60.0,9.0,28.82,4531.32,30281.0,46.0,12.0,20.46,4611.73,48775.0,54.0,27.0,17.78,4979.87
48337.0,69.0,44.0,15.67,6458.51,34893.0,86.0,28.0,16.18,5633.76,5280.0,49.0,26.0,30.56,3121.19,15828.0,52.0,11.0,29.55,2883.63,26212.0,35.0,1.0,23.3,3064.11,14419.0,68.0,44.0,23.95,3661.21,12194.0,7.0,22.0,14.67,3546.34,39562.0,88.0,20.0,32.18,5147.21,8348.0,67.0,37.0,16.48,3244.98,15813.0,57.0,11.0,31.4,3423.63
7063.0,76.0,10.0,29.84,2713.95,44372.0,66.0,45.0,16.72,5744.99,19255.0,37.0,17.0,14.3,4101.24,13265.0,14.0,41.0,32.82,3009.14,13375.0,26.0,18.0,11.92,3279.17,37377.0,26.0,32.0,16.24,4687.67,38638.0,92.0,14.0,21.01,5526.83,34950.0,60.0,18.0,28.24,4116.32,29741.0,99.0,44.0,13.08,5841.65,17467.0,42.0,36.0,28.84,3419.13
