Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition,Extra_Feature_1,Extra_Feature_2,Extra_Feature_3,Extra_Feature_4,Extra_Feature_5,Extra_Feature_6,Extra_Feature_7,Extra_Feature_8,Extra_Feature_9,Extra_Feature_10,Extra_Feature_11,Extra_Feature_12,Extra_Feature_13,Extra_Feature_14,Extra_Feature_15,Extra_Feature_16,Extra_Feature_17,Extra_Feature_18,Extra_Feature_19,Extra_Feature_20,Extra_Feature_21,Extra_Feature_22,Extra_Feature_23,Extra_Feature_24
161.0,56.0,3.0,16945.0,37.0,9.0,9.0,2.0,4.0,1.0,1.0,4.0,9.0,59.0,19.0,1.0,2.0,2.0,25.0,1.0,162.0,52.0,5.0,13762.0,54.0,1.0,7.0,8.0,4.0,5.0,1.0,78.0,5.0,58.0,16.0,1.0,4.0,1.0,26.0,1.0,163.0,43.0,5.0,17312.0,74.0,19.0,10.0,9.0,1.0,5.0
2.0,49.0,8.0,58.0,6.0,4.0,1.0,3.0,19.0,2.0,164.0,34.0,2.0,10382.0,87.0,5.0,12.0,3.0,4.0,3.0,1.0,3.0,1.0,41.0,2.0,2.0,1.0,2.0,30.0,2.0,165.0,51.0,2.0,11982.0,46.0,19.0,9.0,3.0,4.0,5.0,4.0,50.0,5.0,54.0,18.0,2.0,1.0,2.0,36.0,3.0
166.0,51.0,3.0,10707.0,29.0,1.0,7.0,8.0,3.0,4.0,4.0,51.0,1.0,35.0,18.0,1.0,1.0,2.0,48.0,4.0,167.0,43.0,1.0,7633.0,27.0,15.0,2.0,1.0,4.0,5.0,3.0,38.0,6.0,57.0,8.0,1.0,4.0,3.0,48.0,2.0,168.0,31.0,5.0,12269.0,19.0,16.0,6.0,4.0,3.0,4.0
1.0,7.0,7.0,42.0,9.0,1.0,4.0,1.0,16.0,2.0,169.0,58.0,3.0,16778.0,89.0,23.0,10.0,3.0,2.0,5.0,4.0,44.0,5.0,55.0,13.0,4.0,2.0,1.0,7.0,2.0,170.0,21.0,4.0,10008.0,88.0,7.0,12.0,8.0,3.0,5.0,4.0,87.0,1.0,46.0,17.0,3.0,2.0,3.0,18.0,4.0
171.0,22.0,4.0,18523.0,66.0,26.0,11.0,4.0,3.0,5.0,4.0,27.0,6.0,30.0,14.0,1.0,2.0,2.0,21.0,3.0,172.0,56.0,3.0,6618.0,91.0,12.0,4.0,8.0,2.0,2.0,2.0,26.0,5.0,37.0,0.0,2.0,3.0,3.0,31.0,1.0,173.0,36.0,5.0,3272.0,55.0,8.0,3.0,8.0,2.0,2.0
1.0,64.0,6.0,51.0,5.0,3.0,2.0,3.0,1.0,4.0,174.0,21.0,3.0,16007.0,67.0,5.0,2.0,1.0,1.0,5.0,2.0,33.0,7.0,37.0,14.0,2.0,4.0,2.0,3.0,2.0,175.0,21.0,5.0,5547.0,64.0,10.0,6.0,8.0,1.0,4.0,2.0,80.0,7.0,53.0,5.0,3.0,3.0,3.0,31.0,2.0
176.0,47.0,2.0,6164.0,29.0,28.0,8.0,2.0,1.0,3.0,4.0,61.0,2.0,40.0,17.0,4.0,4.0,4.0,25.0,3.0,177.0,42.0,3.0,17414.0,21.0,21.0,6.0,3.0,1.0,1.0,4.0,61.0,3.0,43.0,0.0,3.0,3.0,1.0,8.0,3.0,178.0,56.0,5.0,17327.0,54.0,5.0,9.0,0.0,3.0,2.0
3.0,37.0,6.0,53.0,2.0,2.0,2.0,4.0,1.0,3.0,179.0,51.0,3.0,18576.0,42.0,17.0,14.0,0.0,3.0,5.0,1.0,25.0,3.0,39.0,16.0,3.0,2.0,4.0,7.0,1.0,180.0,52.0,3.0,3946.0,46.0,26.0,5.0,0.0,1.0,1.0,1.0,23.0,2.0,44.0,15.0,4.0,2.0,4.0,7.0,4.0
181.0,20.0,5.0,17693.0,29.0,5.0,2.0,8.0,4.0,2.0,4.0,38.0,4.0,36.0,7.0,2.0,3.0,3.0,8.0,4.0,182.0,38.0,5.0,19890.0,99.0,22.0,8.0,7.0,1.0,3.0,4.0,20.0,5.0,36.0,16.0,1.0,4.0,2.0,19.0,3.0,183.0,21.0,1.0,18540.0,84.0,15.0,9.0,4.0,4.0,4.0
1.0,93.0,9.0,39.0,7.0,3.0,1.0,3.0,17.0,1.0,184.0,45.0,3.0,9719.0,79.0,13.0,14.0,4.0,2.0,5.0,3.0,46.0,3.0,33.0,16.0,2.0,4.0,1.0,11.0,4.0,185.0,51.0,4.0,11435.0,18.0,28.0,10.0,8.0,3.0,3.0,4.0,47.0,3.0,54.0,8.0,3.0,2.0,3.0,47.0,2.0
186.0,25.0,3.0,14350.0,25.0,1.0,4.0,2.0,3.0,2.0,3.0,12.0,6.0,57.0,11.0,4.0,3.0,3.0,41.0,2.0,187.0,51.0,3.0,6590.0,40.0,11.0,6.0,2.0,4.0,5.0,2.0,2.0,5.0,47.0,18.0,2.0,3.0,3.0,49.0,2.0,188.0,23.0,5.0,13064.0,75.0,23.0,11.0,6.0,1.0,1.0
4.0,31.0,6.0,56.0,3.0,1.0,2.0,3.0,11.0,4.0,189.0,30.0,3.0,3390.0,51.0,1.0,10.0,8.0,3.0,4.0,2.0,34.0,7.0,54.0,10.0,1.0,3.0,4.0,38.0,3.0,190.0,36.0,3.0,15668.0,37.0,11.0,8.0,5.0,4.0,2.0,4.0,18.0,3.0,39.0,3.0,3.0,2.0,2.0,41.0,2.0
191.0,57.0,4.0,14569.0,99.0,18.0,9.0,1.0,2.0,4.0,2.0,13.0,5.0,48.0,13.0,4.0,4.0,1.0,2.0,3.0,192.0,43.0,5.0,16029.0,54.0,18.0,12.0,0.0,2.0,5.0,4.0,47.0,8.0,43.0,13.0,4.0,3.0,1.0,4.0,1.0,193.0,24.0,3.0,16107.0,91.0,21.0,5.0,1.0,3.0,3.0
3.0,85.0,4.0,42.0,5.0,3.0,1.0,1.0,28.0,2.0,194.0,53.0,2.0,5560.0,37.0,26.0,12.0,0.0,1.0,4.0,3.0,80.0,2.0,44.0,16.0,2.0,3.0,3.0,33.0,1.0,195.0,25.0,1.0,8867.0,30.0,16.0,6.0,9.0,4.0,1.0,3.0,67.0,4.0,45.0,1.0,2.0,2.0,1.0,11.0,3.0
196.0,41.0,4.0,18284.0,75.0,13.0,11.0,9.0,3.0,2.0,2.0,44.0,2.0,31.0,7.0,3.0,1.0,4.0,3.0,4.0,197.0,30.0,3.0,4211.0,82.0,7.0,4.0,8.0,2.0,1.0,3.0,18.0,3.0,58.0,3.0,2.0,2.0,2.0,40.0,3.0,198.0,35.0,2.0,12121.0,94.0,1.0,5.0,9.0,1.0,4.0
2.0,63.0,4.0,33.0,9.0,2.0,3.0,3.0,5.0,2.0,199.0,52.0,3.0,4539.0,45.0,26.0,7.0,7.0,4.0,3.0,4.0,65.0,4.0,50.0,6.0,2.0,1.0,3.0,21.0,2.0,200.0,28.0,3.0,11693.0,67.0,16.0,9.0,6.0,3.0,3.0,2.0,78.0,9.0,47.0,3.0,3.0,1.0,4.0,22.0,3.0
201.0,25.0,5.0,11921.0,39.0,1.0,10.0,2.0,4.0,1.0,4.0,65.0,6.0,58.0,15.0,1.0,3.0,1.0,37.0,2.0,202.0,35.0,5.0,13310.0,58.0,17.0,11.0,7.0,1.0,5.0,1.0,74.0,9.0,46.0,13.0,4.0,1.0,3.0,11.0,2.0,203.0,48.0,5.0,15744.0,26.0,6.0,13.0,1.0,1.0,5.0
1.0,44.0,4.0,39.0,15.0,1.0,4.0,3.0,44.0,1.0,204.0,22.0,2.0,7386.0,23.0,2.0,6.0,1.0,2.0,3.0,1.0,86.0,9.0,56.0,8.0,2.0,1.0,4.0,22.0,4.0,205.0,39.0,3.0,15242.0,26.0,17.0,14.0,9.0,1.0,1.0,2.0,73.0,9.0,50.0,3.0,3.0,1.0,4.0,41.0,3.0
206.0,55.0,1.0,17257.0,83.0,6.0,6.0,2.0,3.0,1.0,1.0,66.0,6.0,38.0,5.0,4.0,4.0,1.0,13.0,1.0,207.0,38.0,4.0,11947.0,68.0,14.0,8.0,6.0,4.0,1.0,1.0,68.0,5.0,44.0,0.0,2.0,2.0,2.0,3.0,2.0,208.0,45.0,5.0,16946.0,68.0,18.0,11.0,0.0,1.0,4.0
1.0,2.0,3.0,57.0,6.0,4.0,2.0,2.0,13.0,1.0,209.0,22.0,5.0,8930.0,42.0,6.0,4.0,7.0,1.0,5.0,4.0,37.0,5.0,41.0,0.0,4.0,4.0,1.0,28.0,4.0,210.0,38.0,3.0,8402.0,70.0,10.0,3.0,6.0,3.0,5.0,3.0,76.0,3.0,50.0,18.0,1.0,1.0,2.0,11.0,3.0
211.0,39.0,3.0,19017.0,83.0,24.0,14.0,3.0,4.0,4.0,2.0,41.0,5.0,57.0,7.0,2.0,3.0,4.0,11.0,4.0,212.0,51.0,2.0,3507.0,91.0,18.0,7.0,4.0,4.0,2.0,1.0,82.0,5.0,56.0,2.0,4.0,4.0,4.0,21.0,4.0,213.0,26.0,2.0,4436.0,72.0,27.0,5.0,9.0,2.0,4.0
4.0,39.0,2.0,55.0,0.0,1.0,3.0,4.0,21.0,1.0,214.0,52.0,5.0,14618.0,92.0,9.0,2.0,0.0,2.0,1.0,3.0,49.0,9.0,38.0,0.0,3.0,2.0,2.0,7.0,1.0,215.0,59.0,3.0,11750.0,89.0,8.0,2.0,3.0,4.0,4.0,3.0,34.0,7.0,43.0,6.0,4.0,4.0,2.0,17.0,4.0
216.0,58.0,1.0,19122.0,56.0,28.0,11.0,0.0,3.0,1.0,3.0,23.0,6.0,42.0,12.0,2.0,3.0,3.0,48.0,2.0,217.0,37.0,4.0,10354.0,52.0,10.0,6.0,0.0,3.0,3.0,4.0,87.0,5.0,57.0,0.0,3.0,1.0,3.0,14.0,3.0,218.0,59.0,3.0,14294.0,82.0,17.0,8.0,9.0,2.0,1.0
1.0,16.0,4.0,55.0,15.0,4.0,4.0,3.0,33.0,2.0,219.0,20.0,3.0,16840.0,67.0,23.0,1.0,0.0,1.0,5.0,3.0,39.0,8.0,35.0,13.0,4.0,3.0,2.0,11.0,2.0,220.0,30.0,2.0,7399.0,47.0,29.0,11.0,6.0,3.0,4.0,4.0,73.0,2.0,48.0,3.0,2.0,4.0,3.0,13.0,3.0
221.0,47.0,4.0,8037.0,85.0,26.0,6.0,6.0,1.0,1.0,4.0,65.0,8.0,33.0,11.0,4.0,4.0,4.0,1.0,1.0,222.0,44.0,5.0,18848.0,70.0,6.0,12.0,3.0,3.0,2.0,2.0,43.0,1.0,49.0,11.0,2.0,2.0,2.0,34.0,2.0,223.0,42.0,3.0,6715.0,86.0,14.0,2.0,1.0,4.0,3.0
4.0,22.0,1.0,46.0,16.0,2.0,2.0,1.0,9.0,1.0,224.0,50.0,5.0,17877.0,65.0,22.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,48.0,14.0,2.0,1.0,2.0,13.0,3.0,225.0,49.0,3.0,10837.0,88.0,22.0,7.0,7.0,1.0,2.0,3.0,65.0,5.0,32.0,9.0,2.0,2.0,3.0,37.0,2.0
226.0,54.0,5.0,4301.0,57.0,6.0,10.0,7.0,1.0,2.0,4.0,20.0,6.0,58.0,2.0,4.0,2.0,2.0,30.0,1.0,227.0,26.0,4.0,10370.0,29.0,26.0,1.0,5.0,4.0,3.0,3.0,34.0,4.0,43.0,19.0,3.0,2.0,3.0,41.0,1.0,228.0,35.0,2.0,9411.0,52.0,7.0,6.0,9.0,3.0,3.0
4.0,28.0,7.0,46.0,19.0,3.0,3.0,3.0,45.0,2.0,229.0,45.0,4.0,9365.0,29.0,12.0,14.0,8.0,1.0,3.0,3.0,6.0,7.0,42.0,11.0,1.0,4.0,1.0,37.0,3.0,230.0,21.0,1.0,18449.0,19.0,3.0,7.0,8.0,3.0,3.0,2.0,92.0,2.0,38.0,0.0,2.0,2.0,1.0,47.0,4.0
231.0,20.0,2.0,3692.0,97.0,14.0,14.0,3.0,4.0,2.0,1.0,52.0,2.0,56.0,0.0,4.0,3.0,4.0,7.0,1.0,232.0,31.0,4.0,4478.0,68.0,22.0,8.0,0.0,2.0,5.0,2.0,36.0,2.0,30.0,9.0,4.0,4.0,3.0,14.0,3.0,233.0,24.0,1.0,9396.0,65.0,19.0,7.0,0.0,1.0,5.0
2.0,22.0,2.0,54.0,17.0,1.0,2.0,2.0,48.0,2.0,234.0,56.0,3.0,11448.0,24.0,23.0,6.0,9.0,3.0,3.0,1.0,96.0,9.0,46.0,14.0,3.0,2.0,1.0,6.0,1.0,235.0,51.0,3.0,13622.0,26.0,16.0,9.0,4.0,1.0,4.0,3.0,7.0,5.0,45.0,1.0,4.0,4.0,1.0,34.0,1.0
236.0,28.0,5.0,19825.0,18.0,7.0,13.0,1.0,3.0,1.0,1.0,75.0,8.0,47.0,16.0,1.0,3.0,3.0,16.0,1.0,237.0,54.0,2.0,13073.0,32.0,8.0,3.0,5.0,3.0,4.0,4.0,47.0,5.0,31.0,7.0,3.0,3.0,2.0,37.0,3.0,238.0,38.0,3.0,5646.0,94.0,18.0,11.0,6.0,3.0,4.0
1.0,9.0,5.0,43.0,8.0,4.0,1.0,1.0,36.0,1.0,239.0,35.0,2.0,8209.0,50.0,25.0,6.0,0.0,4.0,4.0,2.0,78.0,1.0,51.0,19.0,2.0,4.0,1.0,46.0,1.0,240.0,22.0,3.0,9533.0,39.0,13.0,4.0,5.0,2.0,5.0,1.0,23.0,6.0,52.0,10.0,1.0,1.0,2.0,6.0,2.0
241.0,39.0,5.0,10211.0,90.0,21.0,2.0,7.0,1.0,1.0,3.0,89.0,4.0,56.0,5.0,4.0,3.0,1.0,8.0,1.0,242.0,43.0,4.0,12927.0,50.0,9.0,1.0,4.0,2.0,4.0,2.0,46.0,3.0,46.0,13.0,1.0,2.0,2.0,24.0,3.0,243.0,52.0,5.0,14927.0,81.0,10.0,12.0,6.0,3.0,3.0
4.0,52.0,6.0,32.0,0.0,1.0,1.0,3.0,3.0,2.0,244.0,43.0,1.0,12316.0,23.0,21.0,12.0,9.0,3.0,5.0,3.0,38.0,2.0,31.0,6.0,1.0,3.0,1.0,4.0,4.0,245.0,30.0,3.0,15177.0,75.0,23.0,14.0,5.0,2.0,3.0,2.0,66.0,8.0,37.0,8.0,2.0,3.0,3.0,32.0,2.0
246.0,27.0,1.0,13846.0,67.0,27.0,1.0,3.0,2.0,3.0,4.0,65.0,1.0,54.0,10.0,3.0,2.0,2.0,1.0,1.0,247.0,55.0,1.0,10933.0,32.0,9.0,11.0,6.0,1.0,4.0,3.0,5.0,9.0,58.0,15.0,3.0,4.0,3.0,34.0,4.0,248.0,57.0,2.0,8476.0,57.0,15.0,10.0,9.0,3.0,3.0
4.0,20.0,8.0,31.0,18.0,4.0,3.0,3.0,45.0,2.0,249.0,59.0,3.0,16853.0,49.0,20.0,3.0,8.0,2.0,1.0,1.0,72.0,1.0,31.0,1.0,2.0,1.0,3.0,9.0,1.0,250.0,39.0,1.0,10928.0,77.0,2.0,4.0,9.0,4.0,3.0,1.0,73.0,9.0,55.0,14.0,3.0,2.0,4.0,12.0,2.0
251.0,54.0,4.0,5080.0,92.0,25.0,2.0,9.0,3.0,4.0,4.0,35.0,2.0,38.0,2.0,4.0,4.0,2.0,10.0,3.0,252.0,44.0,1.0,9089.0,18.0,13.0,13.0,6.0,3.0,3.0,1.0,2.0,3.0,59.0,3.0,4.0,4.0,2.0,10.0,1.0,253.0,54.0,4.0,10797.0,55.0,2.0,12.0,4.0,1.0,5.0
