customer_id,,F,M,O,Extra_Feature_1,Extra_Feature_2,Extra_Feature_3,Extra_Feature_4,Extra_Feature_5,Extra_Feature_6,Extra_Feature_7,Extra_Feature_8,Extra_Feature_9,Extra_Feature_10,Extra_Feature_11,Extra_Feature_12,Extra_Feature_13,Extra_Feature_14,Extra_Feature_15,Extra_Feature_16,Extra_Feature_17,Extra_Feature_18,Extra_Feature_19,Extra_Feature_20,Extra_Feature_21,Extra_Feature_22,Extra_Feature_23,Extra_Feature_24,Extra_Feature_25,Extra_Feature_26,Extra_Feature_27,Extra_Feature_28,Extra_Feature_29,Extra_Feature_30,Extra_Feature_31,Extra_Feature_32,Extra_Feature_33,Extra_Feature_34,Extra_Feature_35,Extra_Feature_36,Extra_Feature_37,Extra_Feature_38,Extra_Feature_39,Extra_Feature_40,Extra_Feature_41,Extra_Feature_42,Extra_Feature_43,Extra_Feature_44,Extra_Feature_45
20180302.0,20180420.0,20170829.0,20151127.0,20180405.0,20171008.0,20170804.0,20161117.0,20180625.0,20130918.0,20140608.0,20160616.0,20170216.0,20170220.0,20161229.0,20170915.0,20180109.0,20171009.0,20180122.0,20180520.0,20160629.0,20150531.0,20180528.0,20180203.0,20161223.0,20171116.0,20170807.0,20160318.0,20180119.0,20171027.0,20160507.0,20150903.0,20161001.0,20180707.0,20170122.0,20160128.0,20141101.0,20150807.0,20160921.0,20170125.0,20161028.0,20180623.0,20140529.0,20171101.0,20170727.0,20171022.0,20160315.0,20170801.0,20180512.0,20180125.0
20160815.0,20151216.0,20170625.0,20160427.0,20160403.0,20171117.0,20171126.0,20171213.0,20140907.0,20170422.0,20180607.0,20161008.0,20160620.0,20171213.0,20171209.0,20180118.0,20160618.0,20180104.0,20170705.0,20130906.0,20180303.0,20180119.0,20180225.0,20170822.0,20171024.0,20170226.0,20170811.0,20170121.0,20140416.0,20170929.0,20140814.0,20171025.0,20180208.0,20140924.0,20151203.0,20170321.0,20180702.0,20160610.0,20171031.0,20180129.0,20160607.0,20160510.0,20170126.0,20160527.0,20160829.0,20180527.0,20171024.0,20150414.0,20150524.0,20160321.0
20180206.0,20160627.0,20161116.0,20171125.0,20171021.0,20170821.0,20170914.0,20151224.0,20160709.0,20160514.0,20170817.0,20160504.0,20160110.0,20170909.0,20171204.0,20171015.0,20180227.0,20170825.0,20170417.0,20180123.0,20160321.0,20180529.0,20151122.0,20170816.0,20171215.0,20180312.0,20180517.0,20160723.0,20151012.0,20160514.0,20170829.0,20171001.0,20170924.0,20170831.0,20180404.0,20140926.0,20170102.0,20140602.0,20170109.0,20171023.0,20180715.0,20160718.0,20170927.0,20170802.0,20180628.0,20151018.0,20151117.0,20180123.0,20180523.0,20140811.0
20171104.0,20180420.0,20171105.0,20170805.0,20170502.0,20171028.0,20140312.0,20170517.0,20180418.0,20180321.0,20180313.0,20171219.0,20161107.0,20171220.0,20180328.0,20160131.0,20140218.0,20170206.0,20161007.0,20171027.0,20171107.0,20171228.0,20161126.0,20170910.0,20170503.0,20170611.0,20160802.0,20180427.0,20170909.0,20161224.0,20170522.0,20170919.0,20180529.0,20150817.0,20180204.0,20160606.0,20180224.0,20140424.0,20170211.0,20180515.0,20180430.0,20170907.0,20131014.0,20160704.0,20160308.0,20160731.0,20150828.0,20170901.0,20180205.0,20141127.0
20171018.0,20170731.0,20161002.0,20180315.0,20180102.0,20180719.0,20180630.0,20130920.0,20160831.0,20160924.0,20170615.0,20171228.0,20180320.0,20180318.0,20170801.0,20170201.0,20180322.0,20170531.0,20170128.0,20180420.0,20170916.0,20161211.0,20151012.0,20170506.0,20151009.0,20150816.0,20160325.0,20160409.0,20160416.0,20160327.0,20180614.0,20170918.0,20160729.0,20171216.0,20160918.0,20180220.0,20160802.0,20170309.0,20180412.0,20160211.0,20170727.0,20180220.0,20170323.0,20180319.0,20180427.0,20180529.0,20171130.0,20180421.0,20171111.0,20161103.0
20180626.0,2.565638242424101e+31,20140204.0,20161208.0,20170114.0,20150816.0,20170827.0,20151129.0,20150920.0,20170507.0,20150823.0,20160614.0,20170720.0,20180508.0,20171220.0,20170608.0,20170822.0,20161014.0,20170928.0,20160129.0,20160109.0,20151124.0,20170809.0,20180711.0,20180112.0,20160814.0,20170415.0,20160415.0,20131001.0,20170402.0,20140913.0,20170619.0,20180113.0,20170226.0,20171218.0,20171009.0,20151011.0,20170529.0,20171031.0,20160318.0,20180423.0,20180325.0,20170425.0,20170302.0,20180122.0,20160326.0,20150908.0,20180709.0,20171214.0,20170807.0
20170728.0,20180227.0,20140617.0,20171212.0,20180613.0,20171224.0,20150514.0,20170119.0,20170811.0,20171006.0,20171204.0,20170916.0,20140531.0,20170828.0,20170807.0,20180308.0,20170624.0,20170413.0,20180726.0,20160117.0,20171206.0,20160321.0,20140520.0,20180214.0,20140715.0,20160301.0,20171014.0,20151024.0,20180705.0,20160615.0,20150418.0,20170214.0,20141029.0,20170803.0,20160714.0,20161105.0,20171005.0,20171018.0,20170624.0,20180713.0,20161225.0,20171019.0,20171209.0,20180713.0,20170220.0,20160112.0,20170923.0,20170802.0,20180426.0,20160824.0
20160731.0,20180525.0,20171108.0,20170810.0,20171107.0,20180511.0,20171025.0,20170629.0,20160220.0,20160123.0,20171211.0,20160209.0,20180202.0,20161214.0,20171007.0,20160719.0,20180207.0,20150412.0,20170904.0,20180722.0,20170208.0,20180612.0,20160427.0,20150813.0,20171126.0,20170901.0,20180117.0,20160316.0,20151004.0,20161106.0,20160716.0,20180706.0,20180131.0,20161214.0,20151008.0,20170805.0,20171008.0,20171130.0,20161226.0,20151008.0,20170828.0,20180123.0,20171012.0,20161214.0,20180129.0,20170130.0,20150718.0,20170131.0,20160610.0,20170920.0
20160727.0,20151121.0,20160112.0,20140329.0,20180606.0,20151222.0,20150714.0,20171004.0,20160310.0,20180502.0,20170721.0,20130808.0,20170301.0,20140128.0,20170907.0,20171231.0,20180117.0,20150924.0,20160430.0,20171207.0,20151021.0,20180404.0,20171218.0,20170611.0,20160102.0,20161228.0,20171010.0,20150722.0,20180628.0,20170928.0,20180602.0,20151027.0,20170322.0,20170513.0,20171127.0,20170601.0,20170601.0,20171025.0,20160620.0,20180201.0,20171203.0,20180721.0,20170525.0,20180411.0,20180218.0,20180301.0,20140225.0,20161207.0,20170830.0,20160324.0
20180301.0,20170905.0,20180719.0,20180203.0,20160801.0,20151206.0,20180714.0,20160102.0,20151217.0,20160528.0,20150909.0,20160924.0,20180508.0,20151016.0,20170730.0,20160302.0,20160524.0,20150201.0,20160611.0,20170914.0,20180411.0,20160103.0,20171113.0,20170825.0,20180708.0,20140816.0,20170730.0,20180505.0,20180122.0,20180421.0,20170710.0,20150130.0,20150831.0,20180114.0,20160225.0,20170524.0,20170809.0,20130813.0,20180629.0,20180216.0,20171120.0,20160420.0,20160207.0,20160401.0,20170917.0,20160527.0,20170801.0,20180120.0,20171124.0,20161017.0
20170415.0,20180710.0,20150903.0,20160420.0,20180609.0,20160921.0,20160208.0,20170303.0,20170513.0,20170318.0,20160802.0,20160512.0,20141027.0,20171020.0,20140217.0,20150825.0,20180127.0,20170805.0,20161030.0,20180212.0,20180206.0,20170323.0,20180511.0,20180406.0,20160518.0,20171105.0,20180516.0,20160119.0,20161126.0,20170822.0,20180212.0,20171208.0,20180101.0,20180127.0,20151021.0,20171104.0,20170823.0,20161122.0,20160810.0,20140419.0,20161216.0,20160127.0,20160625.0,20160407.0,20141123.0,20180109.0,20170927.0,20150915.0,20171014.0,20160913.0
20170124.0,20160730.0,20150920.0,20151002.0,20171217.0,20170107.0,20160415.0,20160805.0,20170830.0,20180712.0,20180207.0,20180405.0,20140226.0,20161129.0,20180403.0,20171116.0,20170822.0,20180312.0,20160124.0,20150506.0,20170831.0,20170614.0,20170321.0,20180601.0,20161206.0,20171102.0,20180128.0,20160709.0,20180223.0,20170411.0,20170822.0,20180401.0,20160908.0,20151022.0,20170923.0,20160103.0,20160211.0,20180710.0,20180308.0,20171215.0,20140415.0,20180201.0,20130921.0,20171106.0,20160605.0,20170815.0,20171118.0,20171020.0,20171008.0,20170917.0
20180221.0,20171211.0,20160604.0,20171002.0,20170119.0,20171124.0,20160207.0,20180529.0,20170801.0,20180723.0,20161031.0,20170303.0,20180321.0,20180526.0,20170215.0,20160312.0,20171013.0,20180312.0,20180519.0,20160803.0,20170919.0,20160914.0,20151225.0,20160803.0,20170820.0,20170316.0,20170601.0,20180310.0,20170329.0,20161115.0,20170907.0,20150521.0,20170809.0,20180322.0,20160528.0,20180707.0,20171011.0,20170916.0,20161111.0,20170819.0,20150930.0,20151230.0,20170921.0,20151108.0,20180119.0,20140427.0,20160129.0,20180224.0,20171215.0,20170416.0
20171002.0,20151124.0,20171208.0,20131020.0,20180129.0,20140418.0,20171003.0,20180606.0,20180302.0,20180217.0,20170618.0,20180226.0,20150223.0,20160214.0,20170922.0,20160227.0,20171207.0,20140119.0,20170727.0,20180324.0,20160524.0,20161020.0,20180518.0,20160904.0,20180721.0,20160519.0,20171219.0,20171025.0,20180623.0,20160727.0,20170513.0,20180413.0,20170911.0,20170218.0,20180712.0,20180212.0,20180118.0,20171015.0,20161018.0,20150904.0,20160913.0,20180130.0,20160203.0,20161210.0,20170220.0,20160228.0,20170331.0,20180108.0,20160817.0,20180717.0
20180703.0,20171104.0,20180704.0,20151224.0,20150917.0,20150502.0,20180214.0,20160306.0,20161002.0,20180220.0,20170914.0,20170826.0,20161017.0,20170915.0,20170725.0,20170628.0,20171213.0,20170915.0,20180316.0,20171016.0,20160318.0,20170907.0,20171211.0,20161222.0,20151208.0,20180716.0,20170823.0,20170303.0,20180212.0,20171214.0,20161126.0,20170812.0,20171215.0,20180122.0,20160531.0,20151018.0,20170914.0,20171222.0,20180713.0,20131025.0,20170728.0,20171121.0,20131017.0,20180428.0,20140902.0,20161020.0,20130808.0,20180219.0,20160309.0,20150903.0
20160315.0,20171020.0,20150822.0,20161114.0,20170617.0,20160503.0,20180525.0,20150829.0,20131124.0,20170531.0,20180521.0,20160902.0,20160407.0,20170328.0,20151217.0,20170903.0,20180125.0,20160605.0,20171105.0,20170719.0,20150226.0,20160215.0,20170827.0,20170728.0,20160219.0,20180327.0,20180208.0,20170411.0,20160713.0,20180711.0,20170809.0,20171109.0,20170117.0,20161127.0,20180709.0,20150208.0,20151212.0,20180515.0,20170922.0,20180318.0,20180404.0,20171219.0,20170828.0,20171212.0,20150813.0,20180112.0,20151007.0,20160903.0,20171204.0,20160629.0
20171212.0,20180410.0,20171016.0,20160804.0,20150906.0,20171219.0,20180512.0,20161022.0,20141009.0,20180217.0,20171002.0,20171212.0,20160512.0,20170912.0,20161014.0,20160226.0,20171102.0,20160718.0,20180510.0,20180512.0,20161020.0,20151126.0,20170427.0,20141122.0,20180310.0,20140207.0,20170428.0,20180301.0,20140703.0,20150910.0,20161022.0,20170929.0,20140922.0,20150803.0,20171227.0,20170712.0,20170914.0,20171105.0,20160204.0,20171107.0,20140525.0,20160517.0,20180108.0,20150721.0,20150811.0,20151227.0,20150131.0,20151205.0,20180110.0,20160510.0
20171026.0,20150813.0,20160710.0,20180323.0,20180527.0,20180105.0,20171012.0,20171130.0,20170804.0,20180704.0,20170625.0,20180423.0,20131215.0,20171214.0,20170326.0,20180606.0,20180107.0,20131024.0,20180213.0,20170220.0,20170806.0,20171003.0,20180722.0,20161013.0,20170923.0,20170226.0,20150510.0,20160511.0,20160928.0,20170718.0,20180214.0,20160503.0,20170731.0,20170616.0,20180523.0,20160926.0,20151218.0,20161017.0,20160209.0,20170803.0,20180114.0,20171204.0,20170606.0,20130920.0,20171221.0,20180718.0,20160709.0,20170510.0,20171213.0,20180328.0
20160811.0,20140904.0,20180423.0,20171020.0,20141210.0,20171217.0,20170907.0,20160222.0,20161108.0,20180308.0,20171111.0,20160707.0,20170328.0,20151213.0,20180302.0,20170707.0,20170819.0,20171204.0,20161226.0,20180627.0,20171218.0,20171120.0,20150728.0,20170216.0,20160912.0,20171011.0,20150530.0,20170802.0,20180512.0,20160723.0,20180725.0,20160906.0,20140629.0,20170919.0,20170102.0,20170929.0,20180706.0,20160528.0,20170807.0,20170226.0,20180722.0,20170223.0,20180115.0,20171029.0,20160101.0,20180317.0,20171209.0,20160608.0,20160108.0,20180618.0
20160608.0,20130925.0,20170911.0,20161215.0,20150324.0,20160421.0,20180207.0,20180701.0,20180614.0,20141108.0,20180630.0,20180129.0,20160622.0,20170819.0,20151118.0,20160103.0,20180414.0,20180206.0,20180417.0,20150923.0,20171227.0,20170910.0,20180604.0,20171012.0,20151216.0,20160422.0,20170824.0,20180321.0,20170910.0,20160221.0,20160607.0,20180701.0,20160709.0,20171116.0,20171207.0,20170205.0,20160829.0,20180405.0,20180605.0,20170906.0,20170528.0,20171102.0,20170802.0,20150322.0,20170528.0,20160419.0,20180721.0,20170725.0,20170213.0,20180722.0
20180616.0,20160804.0,20160721.0,20170718.0,20151218.0,20160728.0,20180411.0,20180125.0,20170928.0,20160613.0,20170807.0,20171228.0,20160124.0,20170122.0,20161020.0,20170611.0,20171209.0,20171107.0,20160113.0,20170903.0,20171027.0,20130810.0,20170906.0,20170305.0,20171227.0,20171219.0,20150809.0,20180401.0,20160305.0,20160110.0,20171205.0,20170407.0,20171122.0,20160816.0,20180111.0,20151022.0,20161226.0,20151213.0,20180203.0,20140905.0,20171021.0,20170810.0,20160102.0,20161122.0,20160328.0,20160729.0,20171017.0,20180412.0,20171223.0,20160120.0
20161231.0,20171108.0,20180131.0,20180502.0,20170731.0,20160123.0,20160815.0,20160427.0,20171019.0,20180524.0,20180503.0,20180316.0,20171108.0,20180325.0,20160803.0,20170805.0,20171213.0,20151218.0,20180110.0,20180220.0,20170921.0,20171116.0,20161218.0,20150829.0,20180407.0,20170821.0,20170718.0,20151122.0,20161206.0,20160711.0,20151121.0,20170905.0,20180711.0,20131124.0,20170728.0,20180423.0,20160720.0,20180425.0,20171013.0,20171108.0,20170531.0,20170922.0,20130804.0,20170713.0,20180714.0,20180625.0,20160314.0,20150926.0,20180411.0,20180225.0
20160928.0,20151114.0,20160324.0,20170130.0,20180607.0,20140925.0,20151220.0,20171229.0,20160117.0,20171226.0,20170820.0,20170322.0,20140912.0,20180126.0,20180131.0,20160410.0,20170122.0,20170915.0,20171004.0,20180409.0,20170412.0,20180220.0,20160320.0,20170424.0,20171120.0,20160211.0,20170819.0,20171224.0,20160311.0,20180622.0,20180605.0,20171001.0,20161214.0,20180205.0,20171120.0,20160307.0,20180715.0,20180517.0,20170807.0,20180702.0,20160706.0,20150622.0,20170728.0,20171110.0,20170805.0,20180313.0,20170818.0,20151230.0,20170827.0,20180221.0
20131119.0,20160702.0,20171114.0,20170803.0,20171017.0,20171208.0,20171105.0,20160601.0,20160224.0,20170615.0,20180115.0,20180424.0,20170108.0,20150917.0,20160606.0,20150923.0,20170208.0,20170131.0,20160101.0,20171119.0,20160108.0,20170420.0,20160502.0,20170911.0,20170130.0,20170408.0,20170423.0,20180220.0,20180106.0,20161019.0,20171112.0,20170409.0,20170224.0,20180420.0,20150804.0,20180109.0,20171229.0,20170421.0,20171218.0,20170416.0,20170727.0,20171212.0,20160414.0,20180104.0,20170913.0,20180118.0,20180420.0,20150822.0,20170708.0,20171121.0
20150415.0,20160820.0,20150921.0,20160610.0,20160806.0,20170731.0,20160911.0,20151208.0,20170610.0,20180315.0,20180519.0,20150521.0,20171109.0,20160806.0,20161022.0,20141105.0,20180213.0,20170821.0,20180527.0,20170125.0,20170911.0,20170820.0,20180220.0,20170924.0,20160729.0,20160722.0,20160206.0,20171003.0,20150809.0,20170331.0,20170626.0,20171122.0,20160729.0,20161024.0,20151209.0,20150226.0,20170829.0,20180630.0,20140816.0,20180210.0,20171019.0,20170530.0,20160322.0,20180620.0,20160216.0,20160603.0,20161212.0,20151109.0,20170427.0,20170818.0
20180124.0,20180120.0,20160907.0,20160208.0,20160507.0,20140310.0,20150722.0,20170731.0,20171128.0,20160928.0,20171226.0,20160828.0,20171225.0,20170929.0,20171225.0,20180503.0,20161203.0,20161129.0,20171012.0,20160413.0,20160521.0,20170201.0,20171217.0,20151229.0,20160527.0,20170928.0,20151130.0,20170807.0,20180413.0,20170827.0,20160427.0,20170922.0,20151220.0,20170920.0,20180225.0,20151027.0,20150301.0,20171104.0,20170405.0,20160408.0,20170408.0,20170222.0,20151129.0,20151225.0,20170101.0,20171201.0,20160918.0,20171108.0,20161011.0,20171113.0
20160410.0,20171212.0,20170731.0,20150929.0,20170618.0,20170607.0,20180416.0,20150804.0,20180711.0,20180302.0,20170511.0,20171007.0,20140820.0,20161009.0,20140603.0,20171124.0,20180717.0,20170827.0,20171123.0,20140705.0,20180718.0,20150821.0,20180418.0,20170809.0,20180330.0,20171028.0,20180506.0,20161229.0,20180211.0,20171006.0,20161209.0,20150616.0,20180302.0,20170808.0,20160611.0,20180310.0,20160116.0,20160523.0,20180708.0,20180724.0,20180210.0,20160821.0,20160809.0,20150810.0,20160719.0,20171021.0,20180702.0,20170814.0,20180102.0,20171111.0
20170808.0,20180128.0,20170629.0,20170625.0,20150117.0,20161104.0,20180506.0,20160807.0,20170516.0,20160616.0,20180324.0,20180421.0,20150522.0,20170120.0,20151215.0,20160128.0,20160519.0,20160131.0,20180131.0,20170731.0,20160529.0,20170719.0,20140911.0,20161024.0,20170415.0,20171030.0,20180301.0,20170211.0,20140514.0,20180211.0,20171007.0,20170918.0,20180409.0,20160327.0,20170219.0,20180520.0,20160207.0,20170928.0,20170921.0,20151026.0,20161009.0,20160526.0,20160919.0,20151204.0,20180323.0,20170906.0,20171019.0,20171020.0,20150812.0,20160503.0
20160224.0,20171114.0,20150829.0,20170413.0,20161024.0,20150902.0,20170929.0,20160130.0,20160926.0,20170225.0,20180706.0,20151014.0,20170603.0,20150324.0,20180610.0,20161118.0,20180305.0,20160323.0,20161024.0,20170424.0,20180529.0,20160331.0,20180429.0,20170821.0,20180210.0,20171125.0,20180712.0,20170714.0,20170817.0,20151123.0,20170305.0,20160220.0,20170228.0,20171220.0,20170602.0,20161207.0,20160112.0,20180208.0,20140816.0,20161202.0,20170515.0,20170914.0,20170928.0,20160314.0,20180319.0,20180529.0,20160328.0,20160522.0,20151210.0,20131217.0
20161013.0,20180606.0,20180412.0,20170805.0,20170820.0,20180506.0,20180603.0,20170112.0,20171218.0,20170913.0,20170104.0,20170125.0,20140531.0,20171008.0,20170828.0,20180530.0,20161113.0,20170628.0,20171203.0,20170219.0,20180329.0,20180623.0,20170414.0,20171001.0,20170319.0,20170813.0,20170913.0,20160226.0,20171214.0,20161015.0,20180425.0,20180330.0,20160719.0,20180412.0,20171225.0,20161209.0,20170819.0,20170919.0,20180101.0,20170606.0,20180311.0,20180626.0,20140429.0,20160926.0,20140603.0,20160214.0,20180325.0,20150325.0,20180308.0,20180310.0
20170823.0,20180718.0,20140222.0,20131210.0,20151219.0,20171228.0,20180326.0,20171203.0,20160218.0,20180326.0,20170819.0,20160301.0,20170825.0,20160715.0,20170928.0,20160113.0,20180328.0,20180301.0,20180227.0,20171130.0,20171126.0,20170125.0,20171027.0,20170407.0,20170819.0,20170430.0,20160928.0,20180515.0,20180227.0,20170608.0,20160920.0,20180220.0,20140311.0,20180513.0,20161203.0,20180423.0,20150829.0,20171009.0,20140823.0,20180622.0,20170911.0,20180208.0,20170730.0,20180308.0,20151003.0,20170808.0,20170325.0,20171112.0,20180427.0,20170913.0
20180505.0,20170106.0,20170819.0,20160404.0,20171028.0,20180220.0,20171022.0,20160608.0,20171115.0,20150922.0,20171103.0,20180228.0,20180506.0,20170821.0,20170330.0,20180219.0,20171208.0,20160628.0,20170905.0,20180530.0,20170314.0,20160115.0,20170923.0,20140402.0,20150520.0,20160710.0,20180127.0,20160706.0,20161118.0,20180209.0,20160801.0,20180324.0,20160110.0,20150505.0,20160901.0,20161117.0,20161122.0,20180522.0,20171202.0,20160831.0,20170826.0,20150814.0,20150307.0,20151217.0,20170819.0,20160510.0,20171111.0,20180712.0,20170522.0,20160306.0
20171204.0,20171221.0,20170904.0,20170804.0,20150831.0,20180220.0,20180211.0,20160820.0,20160131.0,20160722.0,20180106.0,20180425.0,20171230.0,20160716.0,20180426.0,20170903.0,20160519.0,20170604.0,20180308.0,20141015.0,20141209.0,20150824.0,20170928.0,20180423.0,20161116.0,20180618.0,20160219.0,20170121.0,20180703.0,20180624.0,20151116.0,20140526.0,20170920.0,20160808.0,20171211.0,20131031.0,20160730.0,20151104.0,20131212.0,20180519.0,20160724.0,20151227.0,20160128.0,20180111.0,20170501.0,20170921.0,20161212.0,20161124.0,20151221.0,20170703.0
20140731.0,20180529.0,20180405.0,20180720.0,20180402.0,20170904.0,20180711.0,20180507.0,20151220.0,20161110.0,20170820.0,20180303.0,20150930.0,20180108.0,20180217.0,20180308.0,20180121.0,20170820.0,20171030.0,20171025.0,20170802.0,20170504.0,20170915.0,20171210.0,20171020.0,20140831.0,20170209.0,20151023.0,20171210.0,20180705.0,20180219.0,20170728.0,20160502.0,20150729.0,20161022.0,20161231.0,20171218.0,20160327.0,20160515.0,20170702.0,20170209.0,20180720.0,20180407.0,20170923.0,20150615.0,20151123.0,20171227.0,20171107.0,20160912.0,20170118.0
20170322.0,20170105.0,20170828.0,20180317.0,20180721.0,20171127.0,20180516.0,20160430.0,20160816.0,20180226.0,20180407.0,20170420.0,20180131.0,20150921.0,20170226.0,20141112.0,20180109.0,20150915.0,20180723.0,20180405.0,20180503.0,20180211.0,20171202.0,20180216.0,20180420.0,20171026.0,20170924.0,20141122.0,20180707.0,20160807.0,20141012.0,20180610.0,20180615.0,20170113.0,20180417.0,20170323.0,20180310.0,20141120.0,20180627.0,20160704.0,20171126.0,20170813.0,20160616.0,20170412.0,20171021.0,20180112.0,20160118.0,20170101.0,20180108.0,20170722.0
20170813.0,20180306.0,20160215.0,20160721.0,20150923.0,20160518.0,20160817.0,20180125.0,20160618.0,20150130.0,20161123.0,20180606.0,20160117.0,20160420.0,20171016.0,20170605.0,20180502.0,20131112.0,20170818.0,20161104.0,20171127.0,20180604.0,20171210.0,20171211.0,20160402.0,20171106.0,20170609.0,20170417.0,20131230.0,20171102.0,20180330.0,20170708.0,20170610.0,20180413.0,20180307.0,20171120.0,20180121.0,20161119.0,20171019.0,20180612.0,20171128.0,20180525.0,20171126.0,20151002.0,20171027.0,20180226.0,20180625.0,20160319.0,20171109.0,20160214.0
20170908.0,20151016.0,20180129.0,20160516.0,20180630.0,20150821.0,20180117.0,20171104.0,20160521.0,20170621.0,20150822.0,20170903.0,20180726.0,20180624.0,20180625.0,20180119.0,20180207.0,20151002.0,20160213.0,20160713.0,20170829.0,20180417.0,20150903.0,20170730.0,20171228.0,20160613.0,20171008.0,20171025.0,20180521.0,20171218.0,20180628.0,20170213.0,20180306.0,20160904.0,20180522.0,20170920.0,20170728.0,20170211.0,20180127.0,20160318.0,20151129.0,20180313.0,20160125.0,20180522.0,20180326.0,20161108.0,20180713.0,20140625.0,20160423.0,20160402.0
20171230.0,20180401.0,20170917.0,20171009.0,20170503.0,20161005.0,20161217.0,20180401.0,20171125.0,20180127.0,20170929.0,20171203.0,20180714.0,20171118.0,20141026.0,20180611.0,20160109.0,20170307.0,20180527.0,20180211.0,20180116.0,20171208.0,20180119.0,20160801.0,20150930.0,20170905.0,20180118.0,20170212.0,20160530.0,20180213.0,20170926.0,20151127.0,20160228.0,20160514.0,20160824.0,20170322.0,20171130.0,20180117.0,20180526.0,20151218.0,20170228.0,20180103.0,20171229.0,20160712.0,20180725.0,20171205.0,20180515.0,20170925.0,20170820.0,20151209.0
20160612.0,20171113.0,20160104.0,20171129.0,20150928.0,20180121.0,20180325.0,20171117.0,20170824.0,20160224.0,20180605.0,20180102.0,20170127.0,20170413.0,20180623.0,20170206.0,20171119.0,20180321.0,20150701.0,20150926.0,20150620.0,20170406.0,20161031.0,20160422.0,20180110.0,20170203.0,20171005.0,20171015.0,20161126.0,20160901.0,20180321.0,20160210.0,20160926.0,20170929.0,20180109.0,20170809.0,20150925.0,20180726.0,20171007.0,20160817.0,20150929.0,20170501.0,20160214.0,20161104.0,20160712.0,20171217.0,20170623.0,20160509.0,20160628.0,20160405.0
20170904.0,20171116.0,20171221.0,20180530.0,20180527.0,20180511.0,20170604.0,20180519.0,20161123.0,20180108.0,20170326.0,20170721.0,20131225.0,20180418.0,20180114.0,20170329.0,20160401.0,20180120.0,20161006.0,20170413.0,20170321.0,20171119.0,20170901.0,20171221.0,20151011.0,20171114.0,20171112.0,20170405.0,20170819.0,20170425.0,20171011.0,20160919.0,20131001.0,20180201.0,20150308.0,20180329.0,20151115.0,20171216.0,20160904.0,20180721.0,20160526.0,20170222.0,20140609.0,20171010.0,20180119.0,20150911.0,20180220.0,20140522.0,20170927.0,20180410.0
20171010.0,20180513.0,20160813.0,20170816.0,20161024.0,20160627.0,20141004.0,20170819.0,20170619.0,20160109.0,20171021.0,20161231.0,20141201.0,20180404.0,20170703.0,20170201.0,20180222.0,20150906.0,20160810.0,20170703.0,20160503.0,20160920.0,20170207.0,20171028.0,20171219.0,20160618.0,20180606.0,20180620.0,20170316.0,20151225.0,20170807.0,20171204.0,20180423.0,20171119.0,20160515.0,20161219.0,20171221.0,20171011.0,20171212.0,20170917.0,20180228.0,20180216.0,20171205.0,20170110.0,20171029.0,20160810.0,20150925.0,20180619.0,20180703.0,20151111.0
20170926.0,20180302.0,20171011.0,20150310.0,20160715.0,20140715.0,20150421.0,20171123.0,20160125.0,20170808.0,20150811.0,20180426.0,20180218.0,20151016.0,20180210.0,20170729.0,20160731.0,20180520.0,20180501.0,20180128.0,20150901.0,20171221.0,20180508.0,20171127.0,20171031.0,20180419.0,20150921.0,20180101.0,20150812.0,20170921.0,20171220.0,20170311.0,20151113.0,20170319.0,20171123.0,20141017.0,20171016.0,20150801.0,20170818.0,20171002.0,20171015.0,20180309.0,20180228.0,20171114.0,20151229.0,20180310.0,20170830.0,20150903.0,20131107.0,20170607.0
20180114.0,20170824.0,20160408.0,20160229.0,20170805.0,20171003.0,20171101.0,20180429.0,20180217.0,20170121.0,20170921.0,20171113.0,20171113.0,20180113.0,20160308.0,20161202.0,20171109.0,20150823.0,20170830.0,20170917.0,20180512.0,20180518.0,20150905.0,20140310.0,20171111.0,20171226.0,20160327.0,20171019.0,20170924.0,20170909.0,20171023.0,20170930.0,20161209.0,20171119.0,20160301.0,20170321.0,20160224.0,20160718.0,20180608.0,20151010.0,20151123.0,20170526.0,20170905.0,20130824.0,20151221.0,20180525.0,20171007.0,20170929.0,20160414.0,20180221.0
20160301.0,20151207.0,20170110.0,20170912.0,20170911.0,20180613.0,20180629.0,20180225.0,20180302.0,20170826.0,20160906.0,20170924.0,20160210.0,20131213.0,20180516.0,20171012.0,20151015.0,20161112.0,20180213.0,20170731.0,20161102.0,20160614.0,20160415.0,20160502.0,20180718.0,20180704.0,20180410.0,20180325.0,20161012.0,20180318.0,20151220.0,20171115.0,20131008.0,20180107.0,20171111.0,20170425.0,20180715.0,20170827.0,20170621.0,20140829.0,20171225.0,20161018.0,20160310.0,20150821.0,20180713.0,20171122.0,20151127.0,20170922.0,20161014.0,20160712.0
20140607.0,20171124.0,20141212.0,20160824.0,20151121.0,20170728.0,20171230.0,20150421.0,20171220.0,20180410.0,20171004.0,20150701.0,20161114.0,20171023.0,20171224.0,20160303.0,20180219.0,20180121.0,20180307.0,20170608.0,20140415.0,20171027.0,20151221.0,20170619.0,20160906.0,20141126.0,20180505.0,20140810.0,20151202.0,20180310.0,20160517.0,20171014.0,20180110.0,20171009.0,20170708.0,20160416.0,20180109.0,20170627.0,20170814.0,20160921.0,20170607.0,20170729.0,20160501.0,20131008.0,20161027.0,20170422.0,20170928.0,20160821.0,20160619.0,20170706.0
