Post ID,Post Content,Sentiment Label,Post Date and Time,Post Type,de,en,es,fr,zh,Extra_Feature_1,Extra_Feature_2,Extra_Feature_3,Extra_Feature_4,Extra_Feature_5,Extra_Feature_6,Extra_Feature_7,Extra_Feature_8,Extra_Feature_9,Extra_Feature_10,Extra_Feature_11,Extra_Feature_12,Extra_Feature_13,Extra_Feature_14,Extra_Feature_15,Extra_Feature_16,Extra_Feature_17,Extra_Feature_18,Extra_Feature_19,Extra_Feature_20,Extra_Feature_21,Extra_Feature_22,Extra_Feature_23,Extra_Feature_24,Extra_Feature_25,Extra_Feature_26,Extra_Feature_27,Extra_Feature_28,Extra_Feature_29,Extra_Feature_30,Extra_Feature_31,Extra_Feature_32,Extra_Feature_33,Extra_Feature_34,Extra_Feature_35,Extra_Feature_36,Extra_Feature_37,Extra_Feature_38,Extra_Feature_39,Extra_Feature_40
794.0,772.0,841.0,611.0,241.0,157.0,878.0,696.0,683.0,154.0,507.0,669.0,296.0,246.0,741.0,764.0,786.0,54.0,95.0,790.0,511.0,65.0,448.0,467.0,56.0,254.0,78.0,594.0,76.0,308.0,326.0,648.0,347.0,82.0,88.0,465.0,215.0,418.0,429.0,306.0,796.0,540.0,454.0,518.0,456.0,376.0,195.0,730.0,926.0,669.0
784.0,735.0,692.0,191.0,652.0,205.0,865.0,874.0,64.0,326.0,969.0,267.0,220.0,900.0,567.0,115.0,561.0,977.0,540.0,214.0,393.0,247.0,932.0,735.0,622.0,222.0,961.0,416.0,530.0,731.0,907.0,734.0,828.0,58.0,477.0,397.0,893.0,212.0,9.0,705.0,420.0,369.0,937.0,744.0,154.0,105.0,992.0,717.0,307.0,998.0
157.0,146.0,49.0,16.0,963.0,810.0,15.0,557.0,19.0,689.0,502.0,99.0,87.0,772.0,975.0,597.0,628.0,803.0,862.0,738.0,662.0,392.0,934.0,330.0,321.0,386.0,730.0,379.0,226.0,248.0,717.0,627.0,326.0,433.0,129.0,492.0,713.0,485.0,851.0,611.0,985.0,574.0,821.0,707.0,738.0,309.0,920.0,487.0,935.0,204.0
176.0,890.0,74.0,956.0,203.0,80.0,297.0,809.0,273.0,559.0,600.0,667.0,243.0,451.0,951.0,478.0,204.0,991.0,850.0,407.0,814.0,589.0,990.0,890.0,912.0,226.0,608.0,736.0,144.0,315.0,305.0,255.0,40.0,777.0,400.0,564.0,477.0,142.0,750.0,380.0,527.0,989.0,86.0,676.0,694.0,484.0,700.0,924.0,392.0,355.0
740.0,823.0,57.0,560.0,782.0,19.0,328.0,787.0,374.0,697.0,676.0,630.0,150.0,356.0,956.0,838.0,673.0,606.0,486.0,181.0,982.0,256.0,351.0,389.0,505.0,726.0,147.0,939.0,536.0,917.0,328.0,120.0,517.0,379.0,828.0,316.0,372.0,709.0,895.0,516.0,426.0,479.0,26.0,470.0,490.0,789.0,424.0,734.0,909.0,971.0
200.0,970.0,602.0,367.0,657.0,373.0,205.0,858.0,470.0,391.0,361.0,456.0,965.0,991.0,447.0,783.0,814.0,804.0,772.0,43.0,376.0,854.0,701.0,511.0,514.0,415.0,42.0,558.0,132.0,494.0,657.0,186.0,317.0,353.0,298.0,483.0,461.0,34.0,208.0,809.0,100.0,712.0,514.0,74.0,279.0,830.0,395.0,402.0,368.0,689.0
385.0,880.0,563.0,673.0,607.0,368.0,696.0,415.0,455.0,271.0,419.0,121.0,522.0,83.0,371.0,133.0,468.0,589.0,823.0,33.0,124.0,962.0,241.0,423.0,512.0,131.0,848.0,843.0,198.0,132.0,845.0,83.0,188.0,608.0,575.0,140.0,407.0,506.0,320.0,417.0,542.0,823.0,297.0,147.0,859.0,800.0,447.0,811.0,597.0,522.0
179.0,426.0,157.0,87.0,137.0,222.0,722.0,570.0,223.0,787.0,440.0,259.0,39.0,93.0,439.0,285.0,918.0,530.0,953.0,959.0,940.0,362.0,139.0,370.0,3.0,752.0,521.0,548.0,527.0,788.0,500.0,577.0,143.0,61.0,985.0,474.0,5.0,837.0,856.0,385.0,406.0,956.0,92.0,415.0,273.0,253.0,172.0,127.0,286.0,211.0
868.0,953.0,546.0,102.0,32.0,1000.0,500.0,962.0,964.0,765.0,729.0,619.0,928.0,597.0,757.0,920.0,452.0,611.0,642.0,259.0,190.0,816.0,487.0,587.0,468.0,738.0,494.0,865.0,658.0,327.0,878.0,871.0,239.0,527.0,757.0,468.0,343.0,302.0,425.0,750.0,616.0,563.0,459.0,998.0,353.0,471.0,559.0,67.0,261.0,989.0
770.0,204.0,759.0,987.0,789.0,963.0,972.0,152.0,903.0,637.0,357.0,440.0,201.0,738.0,866.0,12.0,646.0,545.0,706.0,579.0,509.0,687.0,227.0,320.0,587.0,722.0,477.0,9.0,196.0,298.0,128.0,698.0,345.0,313.0,262.0,75.0,720.0,231.0,339.0,427.0,80.0,456.0,136.0,930.0,332.0,987.0,807.0,712.0,758.0,75.0
490.0,546.0,369.0,80.0,835.0,970.0,192.0,653.0,163.0,985.0,481.0,591.0,540.0,60.0,780.0,186.0,137.0,708.0,403.0,674.0,525.0,370.0,293.0,666.0,100.0,102.0,109.0,726.0,549.0,549.0,95.0,969.0,720.0,813.0,314.0,712.0,916.0,608.0,168.0,383.0,111.0,140.0,292.0,16.0,324.0,364.0,641.0,625.0,980.0,765.0
184.0,814.0,514.0,927.0,656.0,794.0,779.0,766.0,884.0,670.0,297.0,934.0,410.0,302.0,418.0,650.0,786.0,5.0,121.0,246.0,415.0,292.0,601.0,321.0,140.0,509.0,997.0,443.0,482.0,576.0,763.0,774.0,490.0,942.0,16.0,76.0,580.0,204.0,44.0,237.0,169.0,836.0,779.0,629.0,709.0,448.0,94.0,114.0,279.0,361.0
80.0,356.0,509.0,360.0,45.0,327.0,959.0,5.0,757.0,243.0,818.0,734.0,770.0,264.0,995.0,654.0,384.0,744.0,385.0,262.0,258.0,945.0,519.0,488.0,120.0,943.0,867.0,423.0,936.0,957.0,647.0,474.0,944.0,163.0,794.0,521.0,109.0,835.0,542.0,149.0,540.0,781.0,246.0,321.0,988.0,998.0,345.0,281.0,211.0,926.0
586.0,289.0,295.0,6.0,12.0,765.0,31.0,804.0,524.0,708.0,744.0,190.0,781.0,671.0,365.0,254.0,480.0,294.0,504.0,191.0,735.0,68.0,354.0,252.0,626.0,248.0,63.0,310.0,163.0,140.0,223.0,248.0,52.0,538.0,601.0,449.0,740.0,212.0,824.0,112.0,713.0,888.0,782.0,848.0,216.0,802.0,84.0,326.0,248.0,778.0
593.0,305.0,63.0,59.0,643.0,587.0,565.0,188.0,797.0,718.0,669.0,616.0,956.0,952.0,410.0,124.0,75.0,675.0,79.0,527.0,968.0,556.0,553.0,629.0,687.0,89.0,415.0,291.0,348.0,581.0,78.0,382.0,350.0,361.0,693.0,433.0,684.0,511.0,166.0,719.0,774.0,544.0,409.0,790.0,899.0,141.0,946.0,531.0,708.0,692.0
386.0,627.0,576.0,664.0,332.0,880.0,32.0,341.0,87.0,846.0,665.0,300.0,375.0,882.0,431.0,106.0,736.0,108.0,235.0,820.0,771.0,195.0,97.0,966.0,621.0,382.0,915.0,853.0,556.0,326.0,931.0,936.0,576.0,113.0,311.0,172.0,747.0,897.0,42.0,515.0,45.0,990.0,266.0,696.0,440.0,739.0,179.0,725.0,840.0,894.0
836.0,434.0,654.0,863.0,820.0,480.0,347.0,490.0,696.0,45.0,307.0,35.0,955.0,570.0,368.0,862.0,483.0,26.0,959.0,127.0,348.0,531.0,903.0,951.0,695.0,147.0,612.0,335.0,369.0,741.0,80.0,584.0,105.0,323.0,456.0,460.0,644.0,273.0,295.0,422.0,577.0,967.0,48.0,383.0,376.0,84.0,282.0,905.0,320.0,954.0
867.0,440.0,210.0,168.0,575.0,868.0,781.0,516.0,445.0,567.0,27.0,44.0,409.0,302.0,388.0,175.0,706.0,61.0,274.0,798.0,41.0,247.0,407.0,814.0,20.0,815.0,110.0,738.0,854.0,597.0,161.0,661.0,699.0,161.0,970.0,577.0,517.0,658.0,136.0,692.0,700.0,51.0,1000.0,687.0,862.0,241.0,66.0,194.0,893.0,997.0
838.0,138.0,285.0,142.0,423.0,204.0,758.0,688.0,660.0,335.0,483.0,841.0,130.0,249.0,773.0,812.0,151.0,847.0,571.0,352.0,14.0,510.0,64.0,104.0,388.0,80.0,689.0,143.0,89.0,575.0,701.0,340.0,46.0,185.0,638.0,436.0,9.0,869.0,550.0,563.0,209.0,406.0,109.0,161.0,405.0,382.0,352.0,511.0,923.0,292.0
457.0,395.0,513.0,676.0,396.0,810.0,586.0,956.0,235.0,656.0,689.0,900.0,803.0,685.0,500.0,947.0,671.0,514.0,184.0,166.0,630.0,558.0,242.0,263.0,995.0,528.0,793.0,938.0,156.0,457.0,6.0,418.0,589.0,274.0,389.0,510.0,288.0,789.0,571.0,326.0,466.0,787.0,296.0,592.0,548.0,851.0,315.0,281.0,916.0,220.0
820.0,514.0,979.0,474.0,886.0,157.0,624.0,559.0,91.0,539.0,855.0,420.0,166.0,661.0,100.0,495.0,120.0,156.0,580.0,16.0,124.0,802.0,698.0,101.0,365.0,157.0,302.0,309.0,976.0,608.0,178.0,612.0,640.0,426.0,459.0,596.0,910.0,876.0,407.0,302.0,666.0,618.0,779.0,933.0,660.0,484.0,752.0,468.0,787.0,957.0
460.0,910.0,640.0,422.0,279.0,306.0,244.0,733.0,411.0,473.0,281.0,896.0,665.0,31.0,282.0,331.0,882.0,267.0,37.0,423.0,537.0,158.0,728.0,223.0,246.0,859.0,206.0,481.0,509.0,566.0,52.0,663.0,895.0,525.0,245.0,464.0,910.0,674.0,922.0,568.0,718.0,363.0,843.0,946.0,333.0,354.0,321.0,519.0,337.0,889.0
572.0,135.0,871.0,757.0,918.0,302.0,606.0,46.0,108.0,441.0,657.0,668.0,800.0,428.0,196.0,547.0,740.0,408.0,244.0,304.0,25.0,99.0,293.0,170.0,445.0,76.0,189.0,801.0,298.0,620.0,197.0,845.0,339.0,861.0,897.0,816.0,471.0,851.0,938.0,566.0,790.0,834.0,295.0,656.0,912.0,756.0,914.0,812.0,724.0,711.0
836.0,461.0,256.0,753.0,634.0,751.0,869.0,656.0,170.0,990.0,354.0,56.0,619.0,306.0,384.0,745.0,171.0,131.0,462.0,113.0,444.0,208.0,581.0,986.0,339.0,116.0,861.0,105.0,617.0,279.0,499.0,936.0,648.0,375.0,48.0,338.0,890.0,578.0,459.0,398.0,612.0,51.0,97.0,721.0,226.0,738.0,680.0,971.0,37.0,362.0
726.0,585.0,49.0,577.0,389.0,857.0,199.0,823.0,652.0,773.0,147.0,43.0,82.0,241.0,744.0,344.0,460.0,678.0,340.0,908.0,230.0,17.0,391.0,206.0,623.0,112.0,49.0,531.0,85.0,514.0,789.0,274.0,815.0,660.0,433.0,942.0,305.0,826.0,831.0,536.0,547.0,475.0,402.0,669.0,517.0,307.0,927.0,246.0,118.0,980.0
617.0,34.0,855.0,822.0,922.0,250.0,326.0,310.0,311.0,382.0,155.0,107.0,382.0,27.0,334.0,472.0,340.0,848.0,920.0,822.0,38.0,888.0,386.0,257.0,707.0,945.0,475.0,173.0,173.0,933.0,404.0,570.0,572.0,979.0,721.0,563.0,53.0,527.0,335.0,393.0,835.0,710.0,963.0,580.0,695.0,791.0,115.0,845.0,828.0,69.0
434.0,267.0,950.0,75.0,152.0,958.0,595.0,253.0,315.0,794.0,33.0,859.0,294.0,216.0,390.0,93.0,929.0,572.0,191.0,27.0,69.0,28.0,978.0,30.0,610.0,583.0,300.0,502.0,125.0,379.0,712.0,867.0,230.0,682.0,197.0,398.0,180.0,656.0,75.0,237.0,230.0,478.0,459.0,23.0,575.0,709.0,843.0,315.0,585.0,143.0
389.0,402.0,420.0,774.0,905.0,690.0,263.0,195.0,373.0,632.0,573.0,452.0,339.0,121.0,407.0,979.0,955.0,239.0,429.0,386.0,149.0,594.0,988.0,194.0,270.0,966.0,147.0,329.0,342.0,495.0,894.0,39.0,501.0,379.0,984.0,406.0,666.0,505.0,37.0,980.0,720.0,489.0,793.0,512.0,17.0,916.0,825.0,550.0,48.0,138.0
662.0,207.0,781.0,868.0,149.0,459.0,304.0,64.0,490.0,967.0,119.0,239.0,658.0,555.0,252.0,976.0,324.0,635.0,193.0,850.0,61.0,87.0,971.0,619.0,103.0,245.0,979.0,536.0,893.0,878.0,799.0,276.0,141.0,829.0,441.0,704.0,946.0,354.0,847.0,740.0,507.0,488.0,817.0,742.0,920.0,376.0,737.0,893.0,842.0,564.0
183.0,275.0,997.0,287.0,502.0,138.0,190.0,247.0,81.0,152.0,991.0,229.0,625.0,833.0,609.0,388.0,942.0,938.0,335.0,138.0,29.0,54.0,293.0,838.0,748.0,834.0,695.0,990.0,586.0,782.0,322.0,238.0,229.0,292.0,836.0,466.0,360.0,649.0,987.0,631.0,236.0,270.0,298.0,467.0,362.0,43.0,69.0,997.0,426.0,705.0
22.0,832.0,494.0,759.0,442.0,268.0,77.0,720.0,529.0,704.0,697.0,662.0,465.0,631.0,849.0,770.0,309.0,903.0,717.0,405.0,791.0,353.0,611.0,306.0,650.0,884.0,671.0,500.0,454.0,63.0,749.0,231.0,736.0,291.0,552.0,491.0,881.0,389.0,849.0,639.0,763.0,81.0,183.0,246.0,720.0,142.0,654.0,884.0,450.0,737.0
629.0,489.0,871.0,502.0,562.0,548.0,450.0,805.0,46.0,531.0,219.0,775.0,619.0,709.0,242.0,541.0,866.0,730.0,177.0,51.0,377.0,451.0,959.0,685.0,633.0,890.0,629.0,281.0,95.0,577.0,564.0,706.0,975.0,785.0,566.0,894.0,825.0,11.0,957.0,555.0,588.0,767.0,556.0,127.0,228.0,677.0,368.0,662.0,948.0,356.0
732.0,428.0,116.0,746.0,567.0,965.0,714.0,672.0,617.0,599.0,457.0,469.0,508.0,809.0,339.0,485.0,939.0,75.0,683.0,149.0,382.0,545.0,98.0,128.0,806.0,383.0,626.0,787.0,140.0,277.0,290.0,688.0,870.0,546.0,737.0,551.0,557.0,591.0,17.0,941.0,797.0,533.0,794.0,533.0,531.0,808.0,738.0,826.0,809.0,248.0
422.0,447.0,156.0,964.0,822.0,697.0,490.0,437.0,335.0,136.0,315.0,425.0,388.0,828.0,235.0,575.0,455.0,590.0,165.0,146.0,549.0,639.0,1.0,47.0,536.0,979.0,525.0,70.0,53.0,44.0,951.0,253.0,179.0,784.0,394.0,389.0,166.0,460.0,695.0,629.0,654.0,307.0,525.0,137.0,109.0,814.0,165.0,556.0,174.0,494.0
886.0,711.0,605.0,939.0,792.0,584.0,46.0,184.0,271.0,532.0,208.0,62.0,23.0,977.0,742.0,777.0,655.0,430.0,992.0,68.0,450.0,369.0,59.0,428.0,957.0,32.0,37.0,790.0,343.0,353.0,190.0,179.0,6.0,288.0,246.0,601.0,411.0,16.0,213.0,507.0,569.0,971.0,563.0,3.0,337.0,338.0,324.0,135.0,294.0,644.0
145.0,932.0,693.0,884.0,928.0,963.0,252.0,395.0,793.0,966.0,625.0,869.0,565.0,739.0,287.0,632.0,550.0,477.0,734.0,924.0,987.0,934.0,457.0,653.0,772.0,448.0,926.0,544.0,984.0,461.0,649.0,224.0,26.0,352.0,936.0,983.0,873.0,338.0,406.0,728.0,182.0,810.0,157.0,694.0,143.0,260.0,741.0,910.0,996.0,93.0
