Economy ISO3,Economy Name,Indicator ID,Fixed broadband - All subscriptions,Fixed broadband - All subscriptions per 100 inhabitants,Fixed broadband - Cable subscriptions,Fixed broadband - Cable subscriptions per 100 inhabitants,Fixed broadband - DSL subscriptions,Fixed broadband - DSL subscriptions per 100 inhabitants,Fixed broadband - Fibre/LAN subscriptions,Fixed broadband - Fibre/LAN subscriptions per 100 inhabitants,Fixed broadband - Other subscriptions,Fixed broadband - Other subscriptions per 100 inhabitants,Fixed broadband - Satellite subscriptions,Fixed broadband - Satellite subscriptions per 100 inhabitants,Fixed broadband - Terrestrial Fixed Wireless subscriptions,Fixed broadband - Terrestrial Fixed Wireless subscriptions per 100 inhabitants,Mobile broadband - All subscriptions,Mobile broadband - All subscriptions per 100 inhabitants,Mobile broadband - Data and Voice subscriptions,Mobile broadband - Data and Voice subscriptions per 100 inhabitants,Mobile broadband - Data only subscriptions,Mobile broadband - Data only subscriptions per 100 inhabitants,Mobile broadband - M2M subscriptions,Mobile broadband - M2M subscriptions per 100 inhabitants,"Mobile data usage per mobile broadband subscription, GB per month"
DNK,Denmark,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BBW-SUBS-FIXW,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BBW-SUBS-SAT,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
DNK,Denmark,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BB-M2M,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BB-P100-M2M,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BB-P100-OTH,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BB-SUBS-CAB,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BB-SUBS-OTH,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BBW-P100-FIXW,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BBW-P100-SAT,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BBW-SUBS-FIXW,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BBW-SUBS-SAT,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BB-M2M,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BB-P100-M2M,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BB-P100-OTH,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BB-SUBS-CAB,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BB-SUBS-OTH,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BBW-P100-FIXW,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BBW-SUBS-FIXW,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
EST,Estonia,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BB-M2M,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BB-P100-M2M,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BB-P100-OTH,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BB-SUBS-CAB,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BB-SUBS-OTH,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BBW-P100-FIXW,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BBW-SUBS-FIXW,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
FIN,Finland,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,OECD.BROADBAND.BB-M2M,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,OECD.BROADBAND.BB-P100-M2M,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,OECD.BROADBAND.BB-SUBS-CAB,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,OECD.BROADBAND.BBW-P100-FIXW,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,OECD.BROADBAND.BBW-SUBS-FIXW,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
FRA,France,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,OECD.BROADBAND.BB-M2M,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,OECD.BROADBAND.BB-P100-M2M,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,OECD.BROADBAND.BB-SUBS-CAB,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,OECD.BROADBAND.BBW-P100-SAT,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,OECD.BROADBAND.BBW-SUBS-SAT,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BB-M2M,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BB-P100-M2M,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BB-P100-OTH,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BB-SUBS-OTH,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BBW-P100-FIXW,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BBW-P100-SAT,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BBW-SUBS-FIXW,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BBW-SUBS-SAT,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
GRC,Greece,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BB-M2M,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BB-P100-M2M,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BB-P100-OTH,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BB-SUBS-CAB,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BB-SUBS-OTH,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BBW-P100-FIXW,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BBW-P100-SAT,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BBW-SUBS-FIXW,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BBW-SUBS-SAT,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
HUN,Hungary,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BB-M2M,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BB-P100-M2M,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BB-SUBS-CAB,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BBW-P100-FIXW,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BBW-P100-SAT,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BBW-SUBS-FIXW,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BBW-SUBS-SAT,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
IRL,Ireland,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BB-M2M,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BB-P100-M2M,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BB-SUBS-CAB,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BBW-P100-FIXW,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BBW-P100-SAT,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BBW-SUBS-FIXW,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BBW-SUBS-SAT,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
ISL,Iceland,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
ISR,Israel,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
ISR,Israel,OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
ISR,Israel,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
ISR,Israel,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
ISR,Israel,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
ISR,Israel,OECD.BROADBAND.BB-SUBS-CAB,,,,,,,,,,,,,,,,,,,,,,,
ISR,Israel,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
ISR,Israel,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
ISR,Israel,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
ISR,Israel,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
ISR,Israel,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
ISR,Israel,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
ISR,Israel,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BB-M2M,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BB-P100-M2M,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BB-P100-OTH,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BB-SUBS-OTH,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BBW-P100-FIXW,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BBW-P100-SAT,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BBW-SUBS-FIXW,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BBW-SUBS-SAT,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
ITA,Italy,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,OECD.BROADBAND.BB-M2M,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,OECD.BROADBAND.BB-P100-DSL,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,OECD.BROADBAND.BB-P100-FIB,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,OECD.BROADBAND.BB-P100-M2M,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,OECD.BROADBAND.BB-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,OECD.BROADBAND.BB-SUBS-CAB,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,OECD.BROADBAND.BB-SUBS-DSL,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,OECD.BROADBAND.BB-SUBS-FIB,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,OECD.BROADBAND.BB-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,OECD.BROADBAND.BBW-P100-DEDI,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,OECD.BROADBAND.BBW-P100-FIXW,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,OECD.BROADBAND.BBW-P100-STAN,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,OECD.BROADBAND.BBW-P100-TOT,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,OECD.BROADBAND.BBW-SUBS-DEDI,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,OECD.BROADBAND.BBW-SUBS-FIXW,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,OECD.BROADBAND.BBW-SUBS-STAN,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,OECD.BROADBAND.BBW-SUBS-TOT,,,,,,,,,,,,,,,,,,,,,,,
KOR,"Korea, Rep.",OECD.BROADBAND.BB-DATA-GB,,,,,,,,,,,,,,,,,,,,,,,
KOR,"Korea, Rep.",OECD.BROADBAND.BB-M2M,,,,,,,,,,,,,,,,,,,,,,,
KOR,"Korea, Rep.",OECD.BROADBAND.BB-P100-CAB,,,,,,,,,,,,,,,,,,,,,,,
