Order_ID,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time_min,Extra_Feature_1,Extra_Feature_2,Extra_Feature_3,Extra_Feature_4,Extra_Feature_5,Extra_Feature_6,Extra_Feature_7,Extra_Feature_8,Extra_Feature_9,Extra_Feature_10,Extra_Feature_11,Extra_Feature_12,Extra_Feature_13,Extra_Feature_14,Extra_Feature_15,Extra_Feature_16,Extra_Feature_17,Extra_Feature_18,Extra_Feature_19,Extra_Feature_20,Extra_Feature_21,Extra_Feature_22,Extra_Feature_23,Extra_Feature_24,Extra_Feature_25,Extra_Feature_26,Extra_Feature_27,Extra_Feature_28,Extra_Feature_29,Extra_Feature_30,Extra_Feature_31,Extra_Feature_32,Extra_Feature_33,Extra_Feature_34,Extra_Feature_35,Extra_Feature_36,Extra_Feature_37,Extra_Feature_38,Extra_Feature_39,Extra_Feature_40,Extra_Feature_41
97.0,970.0,9.78,18.0,3.0,58.0,831.0,4.88,26.0,7.0,48.0,580.0,5.54,28.0,9.0,51.0,969.0,11.54,10.0,0.0,56.0,163.0,12.85,5.0,54.0,909.0,5.56,19.0,5.0,31.0,153.0,3.33,24.0,2.0,44.0,802.0,3.47,24.0,9.0,53.0,994.0,12.01,26.0,6.0,57.0,756.0,15.98,21.0,6.0,90.0
112.0,3.64,16.0,3.0,26.0,227.0,19.47,16.0,8.0,83.0,689.0,15.51,10.0,8.0,81.0,104.0,10.42,28.0,3.0,72.0,422.0,15.9,19.0,5.0,78.0,420.0,15.17,25.0,4.0,77.0,751.0,2.78,21.0,4.0,37.0,587.0,1.98,22.0,0.0,39.0,781.0,14.03,17.0,2.0,65.0,673.0,2.06,22.0,4.0,40.0
120.0,11.02,22.0,2.0,70.0,54.0,17.95,16.0,96.0,152.0,5.17,29.0,0.0,56.0,404.0,16.62,26.0,8.0,94.0,946.0,0.71,25.0,8.0,31.0,208.0,13.44,9.0,5.0,55.0,659.0,13.1,28.0,2.0,72.0,844.0,19.24,9.0,7.0,75.0,763.0,5.35,24.0,6.0,43.0,9.0,12.22,15.0,0.0,56.0,808.0
18.55,11.0,9.0,69.0,37.0,6.44,18.0,2.0,43.0,453.0,8.77,14.0,7.0,49.0,652.0,10.97,27.0,3.0,51.0,254.0,6.68,10.0,5.0,44.0,304.0,12.93,25.0,0.0,61.0,747.0,7.99,18.0,4.0,42.0,572.0,15.78,12.0,1.0,68.0,624.0,9.95,21.0,5.0,72.0,733.0,13.47,7.0,6.0,46.0,892.0
17.19,11.0,8.0,76.0,263.0,3.23,17.0,9.0,33.0,611.0,1.27,25.0,9.0,46.0,298.0,4.71,20.0,6.0,31.0,415.0,12.82,28.0,9.0,72.0,151.0,18.21,6.0,3.0,74.0,789.0,9.51,26.0,9.0,63.0,641.0,0.89,9.0,0.0,20.0,890.0,5.24,26.0,8.0,51.0,551.0,10.64,11.0,9.0,36.0,887.0
13.23,20.0,8.0,70.0,489.0,19.03,8.0,8.0,65.0,148.0,10.3,29.0,0.0,73.0,147.0,12.39,14.0,8.0,56.0,721.0,18.8,23.0,7.0,95.0,932.0,16.78,22.0,1.0,70.0,740.0,7.85,7.0,9.0,34.0,660.0,11.63,29.0,7.0,57.0,349.0,7.8,17.0,6.0,44.0,464.0,11.88,5.0,1.0,63.0,326.0
14.89,22.0,9.0,88.0,187.0,16.44,12.0,86.0,124.0,2.65,14.0,4.0,35.0,854.0,18.01,14.0,2.0,71.0,609.0,10.32,24.0,5.0,49.0,144.0,6.37,29.0,4.0,56.0,959.0,3.74,19.0,6.0,36.0,198.0,17.99,5.0,1.0,73.0,610.0,13.96,5.0,1.0,42.0,280.0,16.02,20.0,7.0,61.0,294.0,7.52
17.0,9.0,44.0,401.0,2.51,16.0,2.0,28.0,123.0,6.7,23.0,3.0,59.0,184.0,17.61,5.0,8.0,61.0,203.0,3.65,29.0,9.0,46.0,439.0,14.27,24.0,3.0,77.0,247.0,8.85,11.0,9.0,45.0,416.0,9.24,8.0,2.0,49.0,933.0,19.7,16.0,6.0,66.0,766.0,11.61,19.0,1.0,67.0,907.0,16.44
8.0,0.0,80.0,836.0,8.67,12.0,7.0,104.0,888.0,5.14,23.0,7.0,43.0,130.0,10.46,25.0,3.0,68.0,638.0,5.23,23.0,2.0,47.0,403.0,10.35,7.0,9.0,48.0,785.0,4.04,14.0,6.0,39.0,771.0,2.66,16.0,8.0,21.0,736.0,17.61,9.0,5.0,74.0,914.0,8.48,11.0,5.0,39.0,220.0,17.06
9.0,9.0,66.0,642.0,6.78,18.0,6.0,42.0,916.0,9.0,29.0,3.0,78.0,753.0,12.74,12.0,0.0,63.0,807.0,18.72,17.0,0.0,89.0,920.0,3.23,7.0,7.0,14.0,625.0,12.56,22.0,8.0,49.0,875.0,1.0,28.0,0.0,51.0,761.0,3.46,24.0,6.0,37.0,387.0,6.0,20.0,8.0,53.0,973.0,14.79
12.0,9.0,64.0,510.0,14.65,19.0,3.0,95.0,268.0,14.2,17.0,1.0,73.0,820.0,7.04,11.0,8.0,38.0,442.0,19.74,16.0,1.0,98.0,497.0,11.88,20.0,8.0,69.0,113.0,18.63,26.0,8.0,75.0,692.0,8.8,6.0,2.0,38.0,233.0,11.75,9.0,2.0,55.0,870.0,18.95,27.0,0.0,92.0,608.0,7.6
16.0,4.0,48.0,672.0,17.99,11.0,2.0,84.0,374.0,13.82,21.0,9.0,72.0,982.0,15.53,26.0,7.0,68.0,843.0,3.97,19.0,8.0,40.0,234.0,10.1,17.0,6.0,55.0,786.0,18.21,5.0,1.0,70.0,677.0,2.68,16.0,8.0,25.0,318.0,3.88,9.0,6.0,33.0,649.0,15.89,15.0,9.0,91.0,411.0,6.73
21.0,1.0,54.0,899.0,0.75,10.0,5.0,16.0,710.0,13.79,11.0,0.0,69.0,359.0,18.83,5.0,8.0,69.0,259.0,11.62,9.0,8.0,33.0,745.0,5.03,17.0,38.0,628.0,15.08,26.0,1.0,94.0,633.0,10.48,10.0,7.0,45.0,283.0,7.82,16.0,8.0,45.0,377.0,16.98,11.0,6.0,78.0,385.0,14.83,19.0
4.0,126.0,225.0,5.67,11.0,9.0,27.0,954.0,18.33,5.0,5.0,67.0,815.0,17.46,6.0,62.0,473.0,1.34,9.0,5.0,30.0,348.0,1.38,13.0,9.0,17.0,506.0,3.67,9.0,0.0,26.0,640.0,7.86,22.0,2.0,55.0,988.0,8.98,22.0,8.0,105.0,929.0,12.85,6.0,7.0,61.0,906.0,17.91,6.0,7.0
68.0,620.0,15.09,20.0,7.0,68.0,856.0,4.22,16.0,7.0,35.0,804.0,12.33,7.0,2.0,101.0,646.0,17.87,29.0,4.0,87.0,847.0,2.16,10.0,1.0,23.0,557.0,3.11,21.0,1.0,43.0,958.0,1.42,24.0,2.0,40.0,578.0,18.57,16.0,7.0,89.0,796.0,17.51,15.0,3.0,60.0,86.0,6.84,25.0,1.0
51.0,243.0,18.34,22.0,91.0,699.0,3.51,22.0,2.0,44.0,160.0,14.7,6.0,2.0,58.0,525.0,16.85,17.0,4.0,71.0,36.0,16.26,27.0,5.0,66.0,541.0,19.1,25.0,6.0,90.0,171.0,13.71,22.0,9.0,64.0,655.0,8.92,10.0,1.0,51.0,891.0,14.58,23.0,0.0,70.0,858.0,9.71,27.0,5.0,61.0
848.0,19.94,26.0,6.0,83.0,945.0,4.53,18.0,4.0,49.0,734.0,10.7,8.0,4.0,57.0,96.0,10.13,22.0,0.0,65.0,564.0,0.78,11.0,0.0,18.0,241.0,18.84,25.0,8.0,88.0,743.0,15.08,29.0,7.0,84.0,575.0,17.32,10.0,3.0,77.0,691.0,6.81,23.0,2.0,47.0,461.0,2.79,23.0,7.0,38.0
554.0,11.44,14.0,4.0,74.0,889.0,2.44,13.0,9.0,39.0,207.0,2.48,20.0,8.0,30.0,393.0,7.75,21.0,1.0,55.0,795.0,0.85,9.0,8.0,17.0,398.0,8.87,19.0,3.0,55.0,767.0,15.37,15.0,5.0,66.0,849.0,10.29,25.0,4.0,67.0,218.0,15.06,22.0,4.0,65.0,5.0,3.54,23.0,7.0,37.0
769.0,7.17,7.0,9.0,29.0,643.0,4.62,8.0,3.0,33.0,930.0,5.53,10.0,8.0,27.0,613.0,12.74,17.0,9.0,63.0,739.0,9.06,26.0,3.0,61.0,547.0,2.71,6.0,0.0,28.0,726.0,16.92,23.0,5.0,78.0,684.0,13.54,11.0,1.0,54.0,99.0,1.0,25.0,4.0,44.0,805.0,8.77,12.0,2.0,42.0
728.0,16.01,28.0,0.0,84.0,574.0,12.63,8.0,8.0,49.0,407.0,8.09,22.0,2.0,56.0,503.0,6.54,10.0,7.0,39.0,48.0,10.64,14.0,5.0,45.0,33.0,1.77,14.0,9.0,22.0,780.0,13.0,25.0,7.0,77.0,840.0,12.83,5.0,8.0,50.0,201.0,13.02,6.0,9.0,65.0,135.0,18.89,22.0,1.0,74.0
28.0,10.53,25.0,8.0,72.0,881.0,5.01,10.0,5.0,31.0,231.0,16.0,13.0,3.0,65.0,490.0,17.86,16.0,8.0,83.0,773.0,2.99,9.0,5.0,90.0,379.0,16.38,6.0,2.0,51.0,289.0,6.09,7.0,4.0,27.0,419.0,13.61,26.0,0.0,66.0,675.0,8.5,14.0,7.0,56.0,392.0,8.55,28.0,8.0,46.0
593.0,4.05,21.0,5.0,39.0,499.0,19.5,18.0,2.0,73.0,139.0,7.59,16.0,3.0,37.0,63.0,16.66,29.0,7.0,95.0,472.0,19.41,21.0,3.0,100.0,648.0,13.74,6.0,1.0,56.0,129.0,0.64,10.0,3.0,24.0,977.0,12.1,11.0,0.0,53.0,521.0,12.09,13.0,1.0,60.0,839.0,11.82,24.0,7.0,77.0
963.0,5.28,27.0,6.0,53.0,65.0,5.98,22.0,9.0,35.0,813.0,2.93,24.0,8.0,94.0,15.0,4.05,19.0,2.0,50.0,157.0,13.61,12.0,2.0,43.0,41.0,2.88,16.0,4.0,41.0,493.0,5.91,29.0,4.0,57.0,380.0,6.0,21.0,2.0,47.0,188.0,11.33,29.0,7.0,77.0,764.0,15.01,15.0,6.0,64.0
217.0,6.85,16.0,5.0,48.0,792.0,11.93,7.0,1.0,75.0,53.0,18.82,5.0,3.0,77.0,879.0,1.03,19.0,4.0,29.0,338.0,14.22,25.0,8.0,84.0,749.0,18.18,17.0,3.0,85.0,720.0,14.75,10.0,7.0,62.0,725.0,11.7,17.0,5.0,60.0,296.0,10.68,14.0,1.0,42.0,702.0,1.51,26.0,1.0,44.0
252.0,8.01,8.0,6.0,48.0,727.0,3.23,25.0,7.0,42.0,462.0,13.16,25.0,8.0,68.0,456.0,10.11,11.0,4.0,44.0,997.0,18.39,24.0,6.0,74.0,816.0,10.62,22.0,5.0,54.0,863.0,10.73,7.0,5.0,57.0,270.0,6.23,20.0,1.0,51.0,202.0,2.14,25.0,1.0,36.0,162.0,12.83,19.0,2.0,76.0
556.0,8.37,13.0,7.0,42.0,730.0,3.69,8.0,8.0,27.0,402.0,18.1,8.0,5.0,77.0,703.0,7.06,26.0,5.0,51.0,477.0,1.94,10.0,1.0,25.0,822.0,0.59,21.0,0.0,27.0,772.0,17.01,28.0,6.0,97.0,106.0,5.36,11.0,4.0,30.0,566.0,12.0,25.0,0.0,75.0,390.0,16.23,6.0,0.0,54.0
2.0,19.04,12.0,6.0,60.0,938.0,18.33,19.0,0.0,98.0,983.0,2.58,25.0,7.0,37.0,562.0,4.65,21.0,1.0,46.0,81.0,17.33,12.0,3.0,79.0,206.0,0.68,29.0,8.0,50.0,35.0,19.33,7.0,8.0,73.0,776.0,3.42,11.0,9.0,24.0,509.0,19.02,22.0,1.0,106.0,428.0,17.81,21.0,4.0,122.0
455.0,2.67,17.0,6.0,28.0,367.0,19.24,26.0,1.0,114.0,92.0,14.41,16.0,6.0,85.0,340.0,2.41,15.0,9.0,25.0,898.0,17.98,5.0,8.0,45.0,565.0,7.34,22.0,5.0,93.0,346.0,12.51,18.0,5.0,62.0,777.0,4.97,17.0,9.0,34.0,242.0,19.1,18.0,1.0,101.0,14.0,4.64,15.0,9.0,24.0
316.0,14.07,10.0,5.0,63.0,601.0,3.79,13.0,2.0,34.0,388.0,3.96,23.0,44.0,274.0,18.31,25.0,3.0,79.0,167.0,6.76,7.0,6.0,42.0,841.0,0.76,26.0,9.0,28.0,993.0,5.81,14.0,8.0,41.0,647.0,12.08,16.0,4.0,60.0,819.0,1.57,16.0,1.0,30.0,485.0,11.89,28.0,0.0,79.0,981.0
7.02,23.0,2.0,53.0,505.0,13.85,29.0,5.0,71.0,832.0,9.32,24.0,2.0,71.0,244.0,7.72,19.0,4.0,64.0,567.0,8.15,26.0,2.0,50.0,876.0,3.54,17.0,4.0,41.0,563.0,3.16,9.0,27.0,687.0,11.65,10.0,3.0,53.0,190.0,5.22,14.0,3.0,43.0,783.0,5.41,17.0,6.0,38.0,700.0,9.88
7.0,0.0,43.0,476.0,19.86,12.0,8.0,71.0,682.0,5.53,23.0,4.0,59.0,511.0,12.46,10.0,1.0,62.0,59.0,1.38,6.0,3.0,17.0,475.0,10.79,24.0,1.0,65.0,561.0,14.23,23.0,7.0,70.0,857.0,1.21,22.0,1.0,39.0,748.0,11.1,18.0,7.0,56.0,253.0,17.1,25.0,5.0,65.0,22.0,3.22
19.0,9.0,32.0,314.0,19.27,29.0,9.0,85.0,460.0,2.82,10.0,1.0,29.0,161.0,7.67,22.0,8.0,59.0,277.0,16.07,16.0,5.0,64.0,956.0,7.97,9.0,8.0,35.0,192.0,18.0,22.0,98.0,386.0,16.17,12.0,2.0,78.0,806.0,14.86,15.0,4.0,91.0,414.0,11.68,25.0,7.0,70.0,492.0,12.59,10.0
2.0,39.0,344.0,8.96,6.0,5.0,51.0,770.0,16.51,7.0,1.0,79.0,309.0,16.01,12.0,4.0,72.0,662.0,19.74,11.0,7.0,81.0,131.0,8.64,29.0,4.0,62.0,664.0,5.13,16.0,1.0,38.0,872.0,5.78,11.0,5.0,38.0,100.0,2.6,16.0,1.0,29.0,373.0,2.34,8.0,2.0,28.0,88.0,12.93,20.0
8.0,58.0,459.0,1.6,14.0,8.0,24.0,331.0,7.44,27.0,53.0,215.0,14.39,6.0,50.0,467.0,6.07,18.0,4.0,35.0,122.0,17.97,28.0,7.0,92.0,615.0,17.53,14.0,6.0,79.0,21.0,12.43,13.0,6.0,70.0,701.0,10.89,7.0,0.0,58.0,72.0,4.37,6.0,7.0,25.0,107.0,8.5,13.0,3.0,54.0
271.0,16.28,8.0,9.0,71.0,861.0,15.62,26.0,2.0,81.0,436.0,14.17,8.0,0.0,55.0,103.0,6.63,24.0,3.0,58.0,522.0,7.93,12.0,1.0,43.0,738.0,16.42,20.0,2.0,84.0,741.0,9.52,28.0,1.0,59.0,661.0,7.44,5.0,1.0,37.0,412.0,19.03,16.0,5.0,68.0,679.0,19.4,8.0,9.0,57.0
627.0,9.52,12.0,1.0,49.0,514.0,17.39,5.0,6.0,46.0,860.0,1.78,20.0,6.0,35.0,137.0,10.62,29.0,1.0,73.0,812.0,16.86,13.0,4.0,88.0,77.0,15.54,29.0,1.0,76.0,637.0,10.89,12.0,5.0,53.0,974.0,4.69,12.0,7.0,36.0,939.0,2.8,10.0,33.0,900.0,2.17,15.0,3.0,35.0,281.0
