index,1. The Sound of Music,2. Doctor Zhivago,3. Thunderball,4. For a Few Dollars More,5. War and Peace,6. Chimes at Midnight,7. Pierrot le fou,8. Alphaville,9. Red Beard,10. Major Dundee,11. I Knew Her Well,12. Six in Paris,13. Shakespeare-Wallah,14. Who's Crazy?,15. The Greatest Story Ever Told,16. The Great Race,17. Village of the Giants,18. The Flight of the Phoenix,19. The Sons of Katie Elder,20. Battle of the Bulge,21. Frosty,22. Cat Ballou,23. Sands of the Kalahari,24. Repulsion,25. Do Not Disturb,26. What's New Pussycat,27. In Harm's Way,28. Dear Brigitte,29. The Spy Who Came in from the Cold,"30. Faster, Pussycat! Kill! Kill!",31. The Collector,32. That Darn Cat!,33. Dr. Who and the Daleks,34. Help!,35. Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 Hours 11 Minutes,36. The Cincinnati Kid,37. The Ipcress File,38. She,39. Invasion of Astro-Monster,40. The Hill,41. Shenandoah,42. Planet of the Vampires,43. How to Murder Your Wife,44. Von Ryan's Express,45. Ship of Fools,46. A Patch of Blue,47. Juliet of the Spirits,48. The Hallelujah Trail,49. The Heroes of Telemark
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0
1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,1965.0,8.1,7.9,6.9
8.2,8.3,7.6,7.4,7.0,8.3,6.7,7.6,6.7,6.8,5.8,6.6,7.2,3.7,7.5,7.1,6.8,6.3,6.7,6.7,7.6,5.8,6.1,7.3,6.3,7.5,6.6,7.5,6.7,5.6,7.1,7.0,7.2,7.2,5.8,6.2,7.8,7.3,6.2,6.5,7.1,7.1,8.0,7.4,6.5,6.5,7.0,6.2,6.6,6.6
3.0,5.0,7.6,7.3,7.2,6.8,6.3,7.8,6.6,7.2,5.6,7.3,7.3,5.9,7.0,7.5,5.2,6.9,6.4,5.2,6.1,6.1,5.6,7.8,4.7,6.3,7.3,7.5,6.6,6.6,6.3,5.8,6.6,7.6,7.1,6.3,7.9,5.8,6.1,6.1,6.3,6.5,8.2,6.4,7.8,4.5,6.6,6.2,6.3,6.5
6.3,6.2,6.5,6.3,5.3,6.4,4.4,5.7,6.4,6.2,6.7,7.1,6.6,7.0,8.4,7.0,6.3,5.6,7.0,8.2,6.5,5.3,8.3,7.1,7.8,4.9,5.9,6.7,5.6,7.4,6.3,5.8,7.2,6.7,5.3,4.8,6.5,1.3,6.2,6.5,5.1,6.1,6.2,5.9,4.8,7.6,5.6,5.3,4.9,7.9
5.4,6.3,5.9,5.5,5.8,7.3,4.9,3.9,8.3,6.9,6.0,6.9,5.8,1.8,8.3,7.1,7.3,7.2,6.4,6.7,5.0,5.8,6.6,5.2,6.7,7.2,8.0,6.7,4.6,5.8,6.6,7.4,5.9,7.5,6.3,5.6,6.4,7.7,4.6,5.9,3.1,5.7,6.4,7.2,5.1,5.3,6.9,7.1,5.5,4.2
6.4,6.4,3.8,4.9,3.8,6.3,6.2,5.2,5.0,5.7,5.1,5.7,5.6,6.7,7.4,5.8,4.4,6.8,6.7,6.6,7.0,7.0,5.5,7.3,5.5,7.4,5.6,5.3,5.9,6.7,6.6,7.5,7.1,6.6,6.1,5.7,5.2,7.2,3.4,5.1,4.8,6.9,5.2,8.0,5.6,5.9,6.4,7.6,3.4,5.9
5.8,6.7,5.5,5.3,6.2,8.0,6.7,7.2,7.3,5.1,7.3,5.1,8.1,8.2,7.0,5.4,7.1,5.2,6.4,6.0,6.3,5.1,8.1,8.2,5.7,6.5,6.5,5.5,7.4,6.5,4.4,4.8,7.0,6.6,6.9,6.2,6.6,5.5,6.3,7.4,7.3,7.3,7.8,5.7,4.9,5.5,6.3,4.9,7.5,6.8
7.6,5.9,6.7,4.2,3.9,4.3,5.3,5.5,6.6,6.2,7.3,6.1,5.9,6.6,4.8,4.9,7.0,5.9,6.4,7.0,6.1,6.7,7.8,6.3,7.0,6.7,5.7,6.8,5.3,6.4,6.8,4.7,5.9,6.4,6.7,5.7,5.0,7.5,6.0,6.1,7.5,5.6,7.7,5.9,6.3,5.1,5.9,6.3,7.8,7.1
4.8,4.8,5.7,4.9,6.2,7.7,6.5,6.2,5.5,7.1,5.0,6.3,4.0,5.8,8.0,7.5,6.6,5.8,4.7,8.2,5.2,7.7,5.4,7.5,5.9,5.4,6.2,5.3,6.0,5.7,4.6,8.7,5.1,5.6,5.9,4.1,5.1,7.3,7.6,6.1,5.7,6.0,5.4,5.7,6.9,3.1,5.2,6.6,7.3,5.6
7.7,7.4,4.9,6.3,6.5,7.0,5.3,4.7,3.5,7.6,7.0,6.3,7.4,4.7,6.9,5.9,5.6,5.7,5.2,6.8,4.7,5.6,5.1,6.2,6.3,6.2,5.2,3.2,4.9,7.1,5.6,5.6,7.3,6.3,6.3,5.4,6.9,4.7,6.2,3.2,4.7,6.5,5.9,6.9,6.9,6.1,5.8,6.3,6.2,8.9
5.9,7.8,4.9,4.6,5.5,7.6,5.0,4.9,4.6,5.3,5.1,5.9,6.4,4.8,4.6,7.1,6.9,5.7,4.3,7.1,7.6,5.8,5.5,6.2,6.4,6.5,7.0,6.6,6.5,6.6,6.5,5.4,3.7,5.8,5.3,5.3,6.5,5.6,3.8,7.1,3.6,6.0,6.6,6.2,5.6,2.8,5.0,5.5,6.4,7.2
5.1,7.4,7.5,6.1,6.0,7.2,5.3,7.3,5.6,4.9,5.4,6.7,5.4,6.1,6.6,5.8,6.7,4.3,7.9,6.5,6.8,4.4,7.8,7.0,5.8,4.3,6.4,4.8,4.8,6.9,6.5,6.4,7.1,7.2,5.3,4.9,6.5,7.3,7.2,5.6,949.0,53.0,376.0,866.0,645.0,528.0,786.0,826.0,867.0,205.0
706.0,461.0,198.0,874.0,312.0,650.0,49.0,649.0,273.0,109.0,144.0,754.0,311.0,779.0,585.0,157.0,473.0,25.0,780.0,156.0,307.0,433.0,516.0,781.0,897.0,13.0,414.0,33.0,164.0,554.0,463.0,75.0,437.0,489.0,209.0,752.0,561.0,309.0,160.0,935.0,118.0,503.0,437.0,435.0,398.0,484.0,260.0,83.0,576.0,47.0
358.0,293.0,72.0,848.0,199.0,650.0,577.0,886.0,640.0,435.0,636.0,888.0,588.0,649.0,209.0,225.0,122.0,952.0,504.0,304.0,480.0,219.0,159.0,386.0,590.0,639.0,968.0,241.0,720.0,310.0,313.0,421.0,781.0,149.0,593.0,295.0,920.0,555.0,266.0,168.0,384.0,124.0,187.0,900.0,713.0,834.0,180.0,311.0,10.0,557.0
476.0,917.0,215.0,640.0,111.0,242.0,69.0,474.0,554.0,135.0,159.0,582.0,86.0,380.0,73.0,124.0,735.0,460.0,97.0,229.0,256.0,150.0,593.0,344.0,230.0,356.0,248.0,32.0,113.0,15.0,484.0,77.0,402.0,508.0,139.0,527.0,70.0,997.0,136.0,325.0,342.0,530.0,332.0,25.0,31.0,12.0,910.0,287.0,195.0,240.0
