ï»¿Fighter1,Fighter2,F1 Winner?,F2 Winner?,Fight Method,Rounds,Round,Time,Time Format,Referee,Finish Details or Judges Scorecard,Bout,Non-Sig. Strike Landed R1  Disp.,Non-Sig. Strike Missed R1  Disp.,Sig. Strike Landed R1  Disp.,Sig. Strike Missed R1  Disp.,Head R1  Disp.,Body R1  Disp.,Leg R1  Disp.,Distance R1  Disp.,Clinch R1  Disp.,Ground R1  Disp.,Knockdowns R1  Disp.,TD Completed R1  Disp.,TD Missed R1  Disp.,Sub. Att R1  Disp.,Rev. R1  Disp.,Ctrl Time (Minutes) R1  Disp.,Non-Sig. Strike Landed R2  Disp.,Non-Sig. Strike Missed R2  Disp.,Sig. Strike Landed R2  Disp.,Sig. Strike Missed R2  Disp.,Head R2  Disp.,Body R2  Disp.,Leg R2  Disp.,Distance R2  Disp.,Clinch R2  Disp.,Ground R2  Disp.,Knockdowns R2  Disp.,TD Completed R2  Disp.,TD Missed R2  Disp.,Sub. Att R2  Disp.,Rev. R2  Disp.,Ctrl Time (Minutes) R2  Disp.,Non-Sig. Strike Landed R3  Disp.,Non-Sig. Strike Missed R3  Disp.,Sig. Strike Landed R3  Disp.,Sig. Strike Missed R3  Disp.,Head R3  Disp.,Body R3  Disp.
-2.0,-2.0,0.0,-2.0,-1.0,0.0,2.0,-1.4,3.0,0.0,4.0,3.0,2.0,2.0,0.0,-2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,-10.0,-1.0,2.0,-13.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-2.283333333,0.0,1.0,5.0,5.0,0.0,0.0,-7.0,19.0,-6.0,0.0
-1.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,4.0,-17.0,6.0,0.0,-6.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,-0.066666667,0.0,0.0,-6.0,-4.0,-14.0,4.0,4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,13.0,1.0,3.0,-1.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,0.0,2.0,12.0,0.0,3.0,-1.0,5.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,-2.55,0.0,1.0,5.0,5.0,0.0,0.0,9.0,-4.0,17.0,-5.0,-3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,-1.0,-58.0,-17.0,-41.0,-13.0
-4.0,-36.0,-10.0,-12.0,0.0,0.0,0.0,0.0,0.0,-0.766666667,-3.0,0.0,-18.0,-13.0,-13.0,-5.0,0.0,-11.0,-6.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.333333333,-1.0,0.0,14.0,8.0,10.0,1.0,3.0,15.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.083333333,0.0,0.0,-26.0,-2.0,-23.0,-2.0,-1.0,-14.0
-5.0,-7.0,0.0,-2.0,0.0,0.0,0.0,-0.983333333,1.0,0.0,5.0,5.0,0.0,0.0,13.0,12.0,4.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016666667,0.0,0.0,20.0,3.0,12.0,7.0,1.0,19.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.083333333,2.0,0.0,15.0,10.0,13.0,3.0
-1.0,11.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,2.033333333,-50.0,-2.0,29.0,22.0,20.0,3.0,6.0,44.0,3.0,-18.0,0.0,0.0,2.0,0.0,0.0,-4.383333333,35.0,2.0,18.0,4.0,16.0,2.0,0.0,1.0,0.0,17.0,0.0,1.0,1.0,0.0,0.0,4.6,0.0,1.0,5.0,5.0,1.0,-2.0,7.0,10.0
5.0,-1.0,3.0,7.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.016666667,0.0,0.0,5.0,13.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.283333333,9.0,-1.0,6.0,4.0,5.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,-1.0,-1.0,0.0,-2.816666667,-1.0,-2.0,-7.0,-32.0,-8.0,-3.0
4.0,-8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.183333333,3.0,2.0,16.0,41.0,4.0,10.0,2.0,17.0,-1.0,0.0,0.0,0.0,-3.0,0.0,0.0,-0.883333333,1.0,0.0,5.0,5.0,11.0,-4.0,11.0,15.0,14.0,-3.0,0.0,4.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,2.1,-5.0,0.0,-5.0,14.0
3.0,-10.0,2.0,8.0,-13.0,0.0,0.0,0.0,3.0,0.0,0.0,-3.55,38.0,3.0,29.0,2.0,28.0,1.0,0.0,5.0,0.0,24.0,0.0,1.0,1.0,0.0,0.0,2.316666667,-38.0,-5.0,-3.0,23.0,-11.0,6.0,2.0,7.0,9.0,-19.0,0.0,0.0,1.0,0.0,0.0,-2.583333333,47.0,4.0,24.0,0.0,26.0,-2.0
0.0,5.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,4.633333333,1.0,0.0,5.0,5.0,1.0,0.0,13.0,3.0,2.0,9.0,2.0,5.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,-0.166666667,0.0,0.0,-2.0,4.0,0.0,4.0,-6.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.033333333,-4.0,-1.0,11.0,-11.0
5.0,6.0,0.0,7.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,-0.216666667,9.0,0.0,12.0,0.0,-2.0,8.0,6.0,8.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.383333333,-1.0,0.0,-3.0,2.0,5.0,-7.0,-1.0,-1.0,-2.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.55,1.0,0.0,5.0,5.0,0.0,0.0
4.0,4.0,2.0,6.0,-4.0,4.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,5.0,7.0,-9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,26.0,13.0,2.0,-4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-12.0
-16.0,2.0,0.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0,25.0,5.0,-9.0,21.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,16.0,13.0,9.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1.0,1.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,-13.0,9.0,4.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-4.0,8.0,-9.0,2.0,3.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,-2.0,0.0,13.0,-31.0
4.0,6.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.65,0.0,1.0,5.0,5.0,-8.0,-13.0,-27.0,-29.0,-16.0,-2.0,-9.0,-13.0,0.0,-14.0,0.0,-1.0,-1.0,0.0,0.0,-2.5,-34.0,-18.0,-12.0,-2.0,-10.0,-2.0,0.0,-7.0,0.0,-5.0,0.0,-1.0,1.0,1.0,0.0,-2.833333333,0.0,0.0
-12.0,1.0,-9.0,-2.0,-1.0,-12.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-0.05,-5.0,-2.0,-1.0,3.0,0.0,-1.0,0.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,-2.0,-4.0,-8.0,-4.0,-8.0,1.0,-1.0,-11.0,3.0,0.0,0.0,-1.0,-3.0,0.0,0.0,-1.466666667,1.0,0.0,5.0,5.0
-1.0,0.0,8.0,-24.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-0.316666667,-8.0,0.0,-1.0,-23.0,-10.0,2.0,7.0,10.0,-10.0,-1.0,0.0,-1.0,1.0,0.0,0.0,-0.75,-4.0,0.0,7.0,-7.0,-7.0,4.0,10.0,10.0,-3.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.1,0.0,0.0
-3.0,8.0,0.0,-8.0,5.0,5.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-1.0,8.0,-16.0,-8.0,9.0,7.0,7.0,1.0,0.0,0.0,-1.0,-5.0,0.0,0.0,-2.033333333,0.0,1.0,5.0,5.0,-6.0,-6.0,-9.0,-28.0,-8.0,-4.0,3.0,-4.0,-5.0,0.0,0.0,-1.0,-6.0,0.0,0.0,-1.166666667
-3.0,0.0,-17.0,-28.0,-13.0,0.0,-4.0,-16.0,-1.0,0.0,0.0,-2.0,-4.0,0.0,0.0,-0.45,-6.0,0.0,-7.0,-12.0,-5.0,-4.0,2.0,-7.0,0.0,0.0,0.0,-1.0,-12.0,0.0,0.0,-1.116666667,-1.0,0.0,6.0,0.0,4.0,3.0,-1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.716666667,-15.0,-2.0
-22.0,-28.0,-15.0,-5.0,-2.0,-18.0,-4.0,0.0,0.0,-5.0,-6.0,0.0,0.0,-2.083333333,1.0,0.0,5.0,5.0,5.0,1.0,-1.0,-6.0,1.0,-2.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.066666667,0.0,-2.0,0.0,-2.0,4.0,0.0,-4.0,-5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.066666667
-1.0,-1.0,2.0,-17.0,3.0,1.0,-2.0,3.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.1,15.0,0.0,-4.0,-3.0,-3.0,-1.0,0.0,0.0,-4.0,0.0,0.0,1.0,-2.0,0.0,0.0,2.816666667,-32.0,-4.0,-12.0,-8.0,-8.0,-2.0,-2.0,-8.0,1.0,-5.0,-1.0,0.0,0.0,0.0,0.0,-0.95,0.0,1.0
5.0,5.0,1.0,0.0,-34.0,-24.0,-20.0,-10.0,-4.0,-30.0,-4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.05,6.0,1.0,-30.0,-17.0,-23.0,-5.0,-2.0,-34.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,1.2,-6.0,0.0,-27.0,-25.0,-28.0,1.0,0.0,-7.0,-1.0,-19.0,0.0,0.0,3.0,0.0,0.0,-1.35
-23.0,-2.0,11.0,12.0,7.0,4.0,0.0,13.0,1.0,-3.0,0.0,-1.0,-2.0,0.0,0.0,-1.566666667,16.0,1.0,-5.0,-1.0,-4.0,-1.0,0.0,-1.0,0.0,-4.0,0.0,1.0,2.0,0.0,-1.0,0.033333333,1.0,0.0,5.0,5.0,0.0,0.0,5.0,19.0,8.0,-3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.233333333,0.0,1.0,0.0,14.0,-1.0,4.0,-3.0,2.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.816666667,1.0,0.0,23.0,10.0,19.0,3.0,1.0,24.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-2.0,25.0,-6.0,20.0,3.0,2.0,29.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.483333333
0.0,2.0,-3.0,19.0,4.0,-7.0,0.0,5.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,5.0,5.0,-4.0,-5.0,3.0,-8.0,-6.0,3.0,6.0,3.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.716666667,0.0,0.0,-3.0,-12.0,-17.0,6.0,8.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-2.0,-10.0,-16.0,10.0,4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,-5.0,-8.0,-5.0,0.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-29.0,-15.0,10.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,5.0,5.0,0.0,0.0,-5.0,-3.0,-7.0,-3.0,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,10.0,-4.0,3.0,1.0,6.0,5.0,5.0,0.0,0.0,0.0,-2.0,0.0,0.0,-0.533333333,-21.0,0.0,-1.0,-13.0,-5.0,-2.0,6.0,1.0,-2.0,0.0,0.0,-1.0,-4.0,0.0
0.0,-1.433333333,-3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,-9.0,-18.0,-17.0,-18.0,0.0,0.0,-1.0,0.0,-17.0,0.0,0.0,-1.0,0.0,0.0,-4.833333333,1.0,0.0,5.0,5.0,-2.0,0.0,5.0,9.0,1.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0
-2.0,0.0,0.0,-0.483333333,13.0,0.0,18.0,5.0,11.0,3.0,4.0,19.0,0.0,-1.0,0.0,-2.0,-1.0,0.0,0.0,-1.633333333,0.0,0.0,4.0,6.0,-5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-2.0,-1.0,-13.0,-1.0,-1.0,1.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,8.0,-5.0,4.0,2.0,-2.0,3.0,0.0,0.0,0.0,-4.0,0.0,0.0,-0.55,0.0,1.0,5.0,5.0,-7.0,0.0,-12.0,2.0,1.0,-1.0,-12.0,-11.0,-1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.75,38.0,16.0,1.0,5.0,4.0,0.0,-3.0,-1.0,1.0,1.0,0.0,0.0
0.0,2.0,1.0,0.9,4.0,0.0,-14.0,-7.0,-2.0,2.0,-14.0,-13.0,-1.0,0.0,0.0,1.0,3.0,0.0,0.0,-0.2,-77.0,-9.0,10.0,17.0,6.0,3.0,1.0,10.0,1.0,-1.0,0.0,-1.0,2.0,0.0,0.0,-3.8,85.0,2.0,-3.0,2.0,-3.0,0.0,0.0,-2.0,-1.0,0.0,0.0,1.0,0.0,0.0
0.0,4.366666667,0.0,1.0,5.0,5.0,0.0,0.0,-4.0,8.0,3.0,-2.0,-5.0,-4.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,6.0,12.0,8.0,0.0,-2.0,5.0,1.0,0.0,-3.0,0.0,0.0,0.0,0.0,-0.533333333,16.0,6.0,-8.0,6.0,-7.0,-1.0,0.0,-1.0,0.0,-7.0,0.0,-1.0
0.0,0.0,0.0,-3.033333333,19.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-7.0,-1.0,-6.0,0.0,-1.0,3.0,0.0,-10.0,0.0,-2.0,-1.0,-1.0,0.0,-4.35,1.0,0.0,5.0,5.0,0.0,0.0,4.0,16.0,6.0,0.0,-2.0,4.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,6.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-5.0,0.0,-1.0,2.0,-2.0,0.0,8.0,-8.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.483333333,3.0,0.0,-1.0,-8.0,-2.0,3.0,-2.0,1.0,-2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-2.0,0.0,5.0,23.0,3.0,-3.0,5.0,5.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.45,1.0,0.0,5.0,5.0,-2.0,0.0,4.0,10.0,7.0,-1.0,-2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,10.0,3.0,14.0,-4.0,0.0,8.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.366666667,-4.0,0.0,14.0,-3.0,15.0,-3.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,4.0,0.0,-6.0,-4.0,0.0,0.0,-6.0,-10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.183333333,-7.0,0.0,31.0,-5.0,28.0,-2.0,5.0,31.0,0.0,0.0,0.0,0.0
-2.0,0.0,0.0,0.483333333,0.0,1.0,5.0,5.0,3.0,0.0,5.0,13.0,-3.0,5.0,3.0,5.0,1.0,-1.0,0.0,1.0,-2.0,0.0,0.0,0.366666667,-1.0,2.0,1.0,25.0,-6.0,6.0,1.0,2.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-0.166666667,-9.0,0.0,2.0,10.0,-8.0,7.0,3.0,2.0,0.0,0.0
0.0,-2.0,-2.0,0.0,0.0,-1.333333333,-4.0,0.0,-7.0,0.0,-4.0,-1.0,-2.0,-6.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,-0.083333333,-2.0,0.0,3.0,26.0,-5.0,6.0,2.0,4.0,-2.0,1.0,0.0,-2.0,-2.0,0.0,0.0,-0.9,0.0,1.0,5.0,5.0,1.0,0.0,3.0,1.0,4.0,0.0,-1.0,4.0
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.033333333,0.0,0.0,-4.0,9.0,1.0,-4.0,-1.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-3.0,0.0,-7.0,-1.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,6.0,1.0,0.0,7.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,14.0,-1.0,-1.0,12.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,18.0,3.0,5.0,1.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,-2.0,0.0,-0.383333333,30.0,2.0,3.0,9.0,2.0,0.0,1.0,2.0
-1.0,2.0,0.0,0.0,0.0,1.0,-1.0,-3.516666667,26.0,3.0,10.0,-3.0,6.0,2.0,2.0,10.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,-2.316666667,-30.0,-2.0,15.0,21.0,10.0,6.0,-1.0,14.0,2.0,-1.0,0.0,-2.0,0.0,0.0,0.0,-2.6,7.0,1.0,3.0,6.0,8.0,-2.0,-3.0,2.0,0.0,1.0
0.0,2.0,0.0,0.0,-1.0,1.933333333,0.0,1.0,5.0,5.0,6.0,3.0,-13.0,0.0,-1.0,-14.0,2.0,0.0,-11.0,-2.0,0.0,0.0,-5.0,0.0,0.0,3.283333333,12.0,4.0,4.0,-5.0,-1.0,0.0,5.0,2.0,4.0,-2.0,0.0,-1.0,2.0,-1.0,0.0,0.833333333,20.0,2.0,-5.0,-2.0,-7.0,-2.0,4.0,0.0
-5.0,0.0,0.0,0.0,2.0,0.0,0.0,2.733333333,-22.0,-3.0,16.0,23.0,-4.0,9.0,11.0,20.0,-4.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.55,17.0,3.0,11.0,-1.0,0.0,7.0,4.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.65,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0
