Month,Region,Main_Category,Sub_Category,Product_Line,Price_Tier,Units_Sold,Revenue_USD,Online_Sales_Percentage,Retail_Price,Extra_Feature_1,Extra_Feature_2,Extra_Feature_3,Extra_Feature_4,Extra_Feature_5,Extra_Feature_6,Extra_Feature_7,Extra_Feature_8,Extra_Feature_9,Extra_Feature_10,Extra_Feature_11,Extra_Feature_12,Extra_Feature_13,Extra_Feature_14,Extra_Feature_15,Extra_Feature_16,Extra_Feature_17,Extra_Feature_18,Extra_Feature_19,Extra_Feature_20,Extra_Feature_21,Extra_Feature_22,Extra_Feature_23,Extra_Feature_24,Extra_Feature_25,Extra_Feature_26,Extra_Feature_27,Extra_Feature_28,Extra_Feature_29,Extra_Feature_30,Extra_Feature_31,Extra_Feature_32,Extra_Feature_33,Extra_Feature_34,Extra_Feature_35,Extra_Feature_36,Extra_Feature_37,Extra_Feature_38,Extra_Feature_39,Extra_Feature_40
87.0,210.0,48761.0,6826540.0,86.0,140.0,33330.0,4332900.0,58.0,130.0,38300.0,8043000.0,77.0,210.0,40333.0,3226640.0,70.0,80.0,19589.0,3721910.0,74.0,190.0,29713.0,3862690.0,61.0,130.0,25822.0,1549320.0,83.0,60.0,47868.0,12924360.0,68.0,270.0,14342.0,4302600.0,55.0,300.0,47459.0,8542620.0,72.0,180.0,33324.0,5665080.0,85.0,170.0,48156.0,4815600.0,77.0,100.0
9668.0,773440.0,50.0,80.0,46497.0,13019160.0,55.0,280.0,40023.0,4402530.0,72.0,110.0,20895.0,5014800.0,71.0,240.0,38015.0,11404500.0,88.0,300.0,45608.0,11402000.0,61.0,250.0,6685.0,2005500.0,52.0,300.0,27118.0,7864220.0,72.0,290.0,15574.0,2803320.0,63.0,180.0,34614.0,4153680.0,89.0,120.0,19804.0,3366680.0,64.0,170.0,26040.0,7291200.0,56.0,280.0,25668.0,3080160.0
73.0,120.0,16912.0,4904480.0,63.0,290.0,20702.0,4347420.0,64.0,210.0,48498.0,4849800.0,71.0,100.0,20355.0,2239050.0,70.0,110.0,35570.0,2845600.0,53.0,80.0,29655.0,5931000.0,90.0,200.0,27263.0,8178900.0,52.0,300.0,29642.0,8892600.0,83.0,300.0,24934.0,3490760.0,50.0,140.0,20762.0,3944780.0,59.0,190.0,15167.0,4550100.0,85.0,300.0,33184.0,1659200.0,78.0,50.0
6983.0,698300.0,62.0,100.0,13199.0,1583880.0,81.0,120.0,13667.0,1230030.0,84.0,90.0,14576.0,3060960.0,81.0,210.0,41984.0,12175360.0,63.0,290.0,46870.0,5155700.0,66.0,110.0,13242.0,2648400.0,89.0,200.0,25199.0,3275870.0,52.0,130.0,49867.0,11968080.0,66.0,240.0,34759.0,7299390.0,56.0,210.0,12203.0,2440600.0,66.0,200.0,34267.0,4112040.0,54.0,120.0,9759.0,1854210.0
63.0,190.0,39351.0,6689670.0,70.0,170.0,13901.0,2085150.0,89.0,150.0,18569.0,1485520.0,52.0,80.0,14998.0,3149580.0,59.0,210.0,7276.0,800360.0,87.0,110.0,49315.0,9369850.0,50.0,190.0,29270.0,3219700.0,64.0,110.0,34623.0,2769840.0,74.0,80.0,31758.0,5716440.0,54.0,180.0,20902.0,3135300.0,70.0,150.0,28438.0,8247020.0,61.0,290.0,42709.0,3843810.0,55.0,90.0
15141.0,3633840.0,72.0,240.0,31908.0,6381600.0,62.0,200.0,23709.0,6875610.0,76.0,290.0,27222.0,7894380.0,88.0,290.0,32047.0,7370810.0,76.0,230.0,47887.0,6704180.0,85.0,140.0,47260.0,8034200.0,50.0,170.0,23185.0,4405150.0,84.0,190.0,37706.0,9803560.0,90.0,260.0,48951.0,5384610.0,74.0,110.0,40620.0,11779800.0,52.0,290.0,31498.0,5669640.0,74.0,180.0,38295.0,8807850.0
88.0,230.0,26582.0,6911320.0,80.0,260.0,25327.0,5571940.0,73.0,220.0,11159.0,1004310.0,90.0,90.0,29145.0,7286250.0,87.0,250.0,10849.0,1301880.0,85.0,120.0,23576.0,3064880.0,78.0,130.0,17353.0,3644130.0,72.0,210.0,34752.0,9730560.0,64.0,280.0,31632.0,9173280.0,56.0,290.0,18543.0,2966880.0,67.0,160.0,18869.0,5660700.0,60.0,300.0,30306.0,6061200.0,57.0,200.0
38275.0,8803250.0,66.0,230.0,21022.0,1681760.0,51.0,80.0,23527.0,6352290.0,67.0,270.0,28350.0,7654500.0,63.0,270.0,48978.0,8326260.0,73.0,170.0,44791.0,3135370.0,66.0,70.0,11269.0,1915730.0,68.0,170.0,17245.0,4828600.0,51.0,280.0,26006.0,1300300.0,79.0,50.0,46989.0,10807470.0,59.0,230.0,42409.0,4240900.0,77.0,100.0,30036.0,6607920.0,71.0,220.0,38877.0,3498930.0
59.0,90.0,38457.0,2307420.0,53.0,60.0,48598.0,2915880.0,77.0,60.0,17458.0,2793280.0,76.0,160.0,9210.0,2394600.0,86.0,260.0,43304.0,6928640.0,64.0,160.0,11470.0,1032300.0,59.0,90.0,12727.0,3054480.0,73.0,240.0,40727.0,8145400.0,84.0,200.0,18093.0,1266510.0,66.0,70.0,35894.0,8614560.0,56.0,240.0,28663.0,2866300.0,82.0,100.0,25039.0,5758970.0,85.0,230.0
26249.0,7349720.0,55.0,280.0,20526.0,5336760.0,55.0,260.0,16756.0,1172920.0,56.0,70.0,7882.0,1970500.0,59.0,250.0,36582.0,9511320.0,81.0,260.0,48177.0,14453100.0,53.0,300.0,46338.0,6950700.0,64.0,150.0,47343.0,11835750.0,87.0,250.0,12945.0,3106800.0,66.0,240.0,5248.0,1574400.0,73.0,300.0,11691.0,1169100.0,51.0,100.0,6668.0,866840.0,74.0,130.0,46693.0,12140180.0
59.0,260.0,44299.0,11960730.0,87.0,270.0,20109.0,1005450.0,74.0,50.0,16258.0,1300640.0,60.0,80.0,47663.0,2859780.0,71.0,60.0,37890.0,10988100.0,62.0,290.0,46554.0,6983100.0,77.0,150.0,21235.0,4671700.0,87.0,220.0,44806.0,9409260.0,76.0,210.0,45238.0,5880940.0,75.0,130.0,16435.0,3451350.0,74.0,210.0,13131.0,1313100.0,66.0,100.0,28331.0,4249650.0,82.0,150.0
46070.0,13821000.0,79.0,300.0,28383.0,5392770.0,62.0,190.0,43425.0,8685000.0,60.0,200.0,26534.0,5306800.0,73.0,200.0,22560.0,2256000.0,83.0,100.0,36096.0,6136320.0,50.0,170.0,34400.0,2408000.0,62.0,70.0,32558.0,5209280.0,82.0,160.0,13551.0,813060.0,61.0,60.0,46947.0,2347350.0,84.0,50.0,14191.0,993370.0,85.0,70.0,13384.0,3747520.0,50.0,280.0,30645.0,5516100.0
75.0,180.0,13249.0,2914780.0,78.0,220.0,46496.0,3719680.0,75.0,80.0,24043.0,1923440.0,64.0,80.0,28958.0,6660340.0,51.0,230.0,31946.0,1916760.0,87.0,60.0,46000.0,11960000.0,88.0,260.0,28707.0,4018980.0,60.0,140.0,33490.0,2344300.0,80.0,70.0,47752.0,8595360.0,54.0,180.0,36810.0,11043000.0,78.0,300.0,24373.0,3655950.0,84.0,150.0,16136.0,4840800.0,71.0,300.0
29114.0,1746840.0,58.0,60.0,48966.0,10282860.0,51.0,210.0,13477.0,673850.0,62.0,50.0,39529.0,7510510.0,58.0,190.0,48818.0,8787240.0,90.0,180.0,48698.0,5843760.0,88.0,120.0,16921.0,3553410.0,65.0,210.0,43906.0,9220260.0,50.0,210.0,35554.0,2133240.0,90.0,60.0,10701.0,2033190.0,65.0,190.0,36747.0,5879520.0,56.0,160.0,31764.0,5082240.0,74.0,160.0,39777.0,11137560.0
72.0,280.0,15851.0,2219140.0,79.0,140.0,40981.0,4098100.0,76.0,100.0,43842.0,11837340.0,62.0,270.0,23621.0,7086300.0,68.0,300.0,26797.0,8039100.0,55.0,300.0,21874.0,5905980.0,84.0,270.0,30887.0,8339490.0,72.0,270.0,46707.0,7006050.0,61.0,150.0,43332.0,6499800.0,52.0,150.0,17385.0,869250.0,87.0,50.0,23160.0,5326800.0,73.0,230.0,24495.0,1714650.0,53.0,70.0
48710.0,13151700.0,77.0,270.0,21620.0,3026800.0,75.0,140.0,14102.0,1410200.0,88.0,100.0,48555.0,4369950.0,61.0,90.0,40117.0,2407020.0,66.0,60.0,43220.0,11669400.0,82.0,270.0,35933.0,8623920.0,62.0,240.0,18365.0,2571100.0,69.0,140.0,34732.0,6599080.0,84.0,190.0,48785.0,3902800.0,75.0,80.0,14199.0,3265770.0,72.0,230.0,45125.0,6768750.0,53.0,150.0,32020.0,8325200.0
62.0,260.0,48701.0,7792160.0,55.0,160.0,7535.0,2185150.0,52.0,290.0,37161.0,5202540.0,68.0,140.0,42278.0,2536680.0,62.0,60.0,33002.0,2970180.0,55.0,90.0,42179.0,6748640.0,73.0,160.0,5918.0,591800.0,69.0,100.0,25544.0,5619680.0,72.0,220.0,32897.0,3947640.0,65.0,120.0,19823.0,2775220.0,75.0,140.0,44803.0,2688180.0,89.0,60.0,19094.0,4200680.0,62.0,220.0
10815.0,2703750.0,76.0,250.0,32822.0,7877280.0,55.0,240.0,7360.0,1766400.0,70.0,240.0,41855.0,5022600.0,71.0,120.0,45270.0,9959400.0,68.0,220.0,6196.0,867440.0,82.0,140.0,35066.0,4558580.0,77.0,130.0,19979.0,2996850.0,67.0,150.0,20775.0,3324000.0,54.0,160.0,38431.0,3843100.0,74.0,100.0,45317.0,5438040.0,90.0,120.0,32471.0,7468330.0,87.0,230.0,44300.0,6202000.0
71.0,140.0,20419.0,6125700.0,54.0,300.0,49035.0,4903500.0,75.0,100.0,28120.0,7873600.0,77.0,280.0,45500.0,6370000.0,60.0,140.0,43225.0,2593500.0,81.0,60.0,32814.0,4922100.0,53.0,150.0,19807.0,4357540.0,73.0,220.0,8861.0,974710.0,73.0,110.0,7001.0,700100.0,90.0,100.0,36808.0,10306240.0,74.0,280.0,16821.0,1513890.0,77.0,90.0,45686.0,10507780.0,56.0,230.0
35978.0,9714060.0,80.0,270.0,11499.0,1149900.0,71.0,100.0,39321.0,10223460.0,58.0,260.0,8529.0,767610.0,65.0,90.0,40467.0,6070050.0,78.0,150.0,20751.0,3527670.0,63.0,170.0,6167.0,1788430.0,80.0,290.0,26012.0,3641680.0,54.0,140.0,33549.0,4025880.0,73.0,120.0,24397.0,5611310.0,62.0,230.0,24032.0,6969280.0,77.0,290.0,31506.0,3465660.0,89.0,110.0,5204.0,1092840.0
86.0,210.0,32810.0,9186800.0,61.0,280.0,13935.0,2508300.0,80.0,180.0,11789.0,1178900.0,65.0,100.0,32930.0,7573900.0,65.0,230.0,30908.0,1545400.0,70.0,50.0,34547.0,9327690.0,61.0,270.0,21383.0,4918090.0,60.0,230.0,37241.0,7820610.0,73.0,210.0,42093.0,5472090.0,53.0,130.0,14181.0,3687060.0,64.0,260.0,39209.0,5881350.0,79.0,150.0,47189.0,10381580.0,66.0,220.0
13576.0,2579440.0,70.0,190.0,12056.0,2411200.0,55.0,200.0,8922.0,2230500.0,61.0,250.0,9146.0,2560880.0,58.0,280.0,15815.0,1107050.0,71.0,70.0,48062.0,3364340.0,79.0,70.0,39446.0,10255960.0,73.0,260.0,43743.0,11810610.0,62.0,270.0,49214.0,5905680.0,87.0,120.0,13429.0,671450.0,57.0,50.0,34185.0,6495150.0,81.0,190.0,45111.0,12631080.0,89.0,280.0,23633.0,3072290.0
59.0,130.0,8166.0,2123160.0,50.0,260.0,40694.0,11801260.0,68.0,290.0,42040.0,2942800.0,79.0,70.0,39083.0,10943240.0,76.0,280.0,20586.0,1029300.0,78.0,50.0,21072.0,1685760.0,89.0,80.0,27074.0,5414800.0,86.0,200.0,27739.0,1664340.0,50.0,60.0,19144.0,3828800.0,71.0,200.0,23104.0,5082880.0,85.0,220.0,26136.0,4443120.0,78.0,170.0,31376.0,7844000.0,54.0,250.0
15046.0,3761500.0,88.0,250.0,8137.0,2115620.0,59.0,260.0,21248.0,5099520.0,53.0,240.0,7242.0,506940.0,60.0,70.0,9312.0,1862400.0,60.0,200.0,47243.0,3307010.0,87.0,70.0,27633.0,1934310.0,63.0,70.0,40542.0,4865040.0,55.0,120.0,22761.0,6828300.0,74.0,300.0,41202.0,2060100.0,89.0,50.0,19369.0,5423320.0,64.0,280.0,28738.0,1436900.0,88.0,50.0,9244.0,1848800.0
70.0,200.0,15989.0,2558240.0,61.0,160.0,23927.0,2153430.0,54.0,90.0,18952.0,3411360.0,78.0,180.0,6270.0,313500.0,67.0,50.0,29651.0,5337180.0,66.0,180.0,10017.0,1001700.0,88.0,100.0,42516.0,8928360.0,78.0,210.0,9870.0,987000.0,82.0,100.0,14668.0,2640240.0,88.0,180.0,15078.0,2261700.0,74.0,150.0,26242.0,1312100.0,52.0,50.0,18133.0,5077240.0,68.0,280.0
48356.0,14506800.0,73.0,300.0,9842.0,2066820.0,50.0,210.0,25079.0,1755530.0,90.0,70.0,41404.0,8694840.0,58.0,210.0,33569.0,5371040.0,53.0,160.0,39344.0,5508160.0,73.0,140.0,30197.0,6945310.0,50.0,230.0,42814.0,6422100.0,55.0,150.0,16489.0,2473350.0,78.0,150.0,43626.0,10033980.0,86.0,230.0,41006.0,5330780.0,75.0,130.0,41901.0,12570300.0,63.0,300.0,18843.0,4522320.0
59.0,240.0,35160.0,7032000.0,86.0,200.0,33581.0,6716200.0,73.0,200.0,41641.0,8744610.0,61.0,210.0,39934.0,7986800.0,83.0,200.0,48973.0,8815140.0,81.0,180.0,46622.0,10723060.0,62.0,230.0,30262.0,4539300.0,51.0,150.0,10853.0,2279130.0,74.0,210.0,33059.0,4297670.0,59.0,130.0,16670.0,4834300.0,81.0,290.0,44274.0,7969320.0,82.0,180.0,47805.0,2390250.0,52.0,50.0
48747.0,12186750.0,77.0,250.0,8478.0,423900.0,57.0,50.0,42986.0,9027060.0,53.0,210.0,41744.0,8348800.0,65.0,200.0,39919.0,10378940.0,52.0,260.0,46314.0,10652220.0,55.0,230.0,16396.0,3935040.0,50.0,240.0,44734.0,10736160.0,75.0,240.0,33895.0,8473750.0,74.0,250.0,31834.0,7003480.0,71.0,220.0,29827.0,1491350.0,79.0,50.0,48873.0,10752060.0,80.0,220.0,23473.0,4459870.0
74.0,190.0,18279.0,1096740.0,83.0,60.0,33577.0,8730020.0,56.0,260.0,40762.0,4076200.0,57.0,100.0,24432.0,2687520.0,54.0,110.0,10546.0,2636500.0,55.0,250.0,7956.0,1113840.0,56.0,140.0,10277.0,1233240.0,70.0,120.0,26396.0,6862960.0,50.0,260.0,43122.0,7330740.0,76.0,170.0,44636.0,5802680.0,81.0,130.0,48740.0,5848800.0,83.0,120.0,38854.0,4662480.0,86.0,120.0
35377.0,4952780.0,90.0,140.0,23608.0,6846320.0,69.0,290.0,19958.0,3792020.0,78.0,190.0,46508.0,5580960.0,61.0,120.0,42942.0,6441300.0,60.0,150.0,41525.0,11627000.0,51.0,280.0,35468.0,4610840.0,72.0,130.0,10473.0,2513520.0,65.0,240.0,36845.0,4421400.0,72.0,120.0,19956.0,3791640.0,60.0,190.0,28886.0,6354920.0,54.0,220.0,21063.0,5476380.0,89.0,260.0,29308.0,4396200.0
77.0,150.0,27448.0,3568240.0,51.0,130.0,43996.0,7039360.0,81.0,160.0,12796.0,1663480.0,85.0,130.0,20670.0,3513900.0,89.0,170.0,14434.0,4330200.0,77.0,300.0,37917.0,7204230.0,86.0,190.0,31268.0,2814120.0,61.0,90.0,27420.0,7403400.0,50.0,270.0,49926.0,3494820.0,74.0,70.0,38355.0,4219050.0,74.0,110.0,35303.0,7413630.0,81.0,210.0,9847.0,2067870.0,72.0,210.0
21735.0,3042900.0,77.0,140.0,45961.0,6434540.0,58.0,140.0,18692.0,3364560.0,83.0,180.0,46766.0,9820860.0,60.0,210.0,6244.0,874160.0,86.0,140.0,30045.0,7210800.0,73.0,240.0,29193.0,5838600.0,89.0,200.0,17746.0,2839360.0,78.0,160.0,15402.0,4312560.0,85.0,280.0,18455.0,3321900.0,87.0,180.0,24769.0,6439940.0,52.0,260.0,5936.0,1009120.0,73.0,170.0,23385.0,6781650.0
57.0,290.0,46124.0,5073640.0,76.0,110.0,10225.0,2760750.0,88.0,270.0,26666.0,3199920.0,85.0,120.0,42110.0,3789900.0,78.0,90.0,21473.0,2147300.0,81.0,100.0,34384.0,8939840.0,87.0,260.0,43980.0,9235800.0,52.0,210.0,28721.0,8329090.0,61.0,290.0,37079.0,8528170.0,68.0,230.0,45351.0,7256160.0,75.0,160.0,22676.0,1814080.0,62.0,80.0,13858.0,2217280.0,81.0,160.0
40440.0,11727600.0,70.0,290.0,46682.0,12604140.0,62.0,270.0,33156.0,8289000.0,73.0,250.0,40417.0,5658380.0,73.0,140.0,9747.0,2924100.0,55.0,300.0,24860.0,4723400.0,63.0,190.0,16375.0,1637500.0,71.0,100.0,39856.0,5181280.0,90.0,130.0,6899.0,1172830.0,75.0,170.0,49804.0,12949040.0,77.0,260.0,13232.0,1852480.0,53.0,140.0,47604.0,4284360.0,78.0,90.0,12692.0,2157640.0
56.0,170.0,37071.0,10009170.0,57.0,270.0,15114.0,3476220.0,60.0,230.0,34848.0,8363520.0,76.0,240.0,42072.0,5890080.0,80.0,140.0,5713.0,628430.0,82.0,110.0,45569.0,11392250.0,55.0,250.0,30671.0,8587880.0,50.0,280.0,44415.0,3997350.0,81.0,90.0,24773.0,2229570.0,55.0,90.0,26398.0,3167760.0,68.0,120.0,16191.0,2428650.0,83.0,150.0,18808.0,4325840.0,52.0,230.0
11893.0,2497530.0,71.0,210.0,12640.0,2022400.0,51.0,160.0,24233.0,2665630.0,82.0,110.0,42458.0,5519540.0,81.0,130.0,13064.0,1437040.0,83.0,110.0,47626.0,2381300.0,66.0,50.0,39659.0,3965900.0,70.0,100.0,24222.0,6782160.0,51.0,280.0,28038.0,1401900.0,63.0,50.0,11147.0,2117930.0,56.0,190.0,40691.0,2848370.0,58.0,70.0,38622.0,8496840.0,78.0,220.0,41336.0,9507280.0
66.0,230.0,42094.0,9681620.0,73.0,230.0,41898.0,12150420.0,53.0,290.0,5250.0,577500.0,88.0,110.0,43953.0,9669660.0,81.0,220.0,46169.0,3693520.0,77.0,80.0,10605.0,848400.0,87.0,80.0,11907.0,833490.0,75.0,70.0,15114.0,2267100.0,73.0,150.0,11346.0,2269200.0,64.0,200.0,39458.0,2367480.0,65.0,60.0,49565.0,9417350.0,90.0,190.0,31768.0,2859120.0,58.0,90.0
20285.0,3448450.0,77.0,170.0,25560.0,4345200.0,59.0,170.0,19197.0,959850.0,57.0,50.0,42901.0,9867230.0,85.0,230.0,39676.0,11506040.0,69.0,290.0,29252.0,8190560.0,61.0,280.0,40284.0,8862480.0,56.0,220.0,27232.0,1361600.0,60.0,50.0,27370.0,4105500.0,77.0,150.0,44238.0,3539040.0,54.0,80.0,45591.0,13221390.0,69.0,290.0,47338.0,3313660.0,50.0,70.0,27680.0,8304000.0
68.0,300.0,5580.0,1339200.0,66.0,240.0,48811.0,5369210.0,83.0,110.0,30797.0,5235490.0,65.0,170.0,26283.0,3416790.0,53.0,130.0,29724.0,3566880.0,62.0,120.0,44272.0,5312640.0,54.0,120.0,6131.0,1042270.0,76.0,170.0,37824.0,6808320.0,51.0,180.0,16989.0,5096700.0,83.0,300.0,37151.0,7058690.0,70.0,190.0,15325.0,766250.0,70.0,50.0,18610.0,1488800.0,83.0,80.0
20585.0,4117000.0,55.0,200.0,26079.0,4433430.0,58.0,170.0,37618.0,9028320.0,59.0,240.0,13549.0,2845290.0,87.0,210.0,42383.0,8052770.0,90.0,190.0,23146.0,6712340.0,85.0,290.0,8911.0,891100.0,60.0,100.0,46488.0,13481520.0,65.0,290.0,26073.0,6778980.0,89.0,260.0,40904.0,10226000.0,87.0,250.0,10167.0,2033400.0,69.0,200.0,33222.0,3654420.0,56.0,110.0,9495.0,854550.0
79.0,90.0,16995.0,2549250.0,78.0,150.0,14474.0,3039540.0,71.0,210.0,47176.0,2830560.0,83.0,60.0,21835.0,6550500.0,88.0,300.0,12825.0,1410750.0,78.0,110.0,21269.0,6168010.0,75.0,290.0,20301.0,3654180.0,50.0,180.0,19216.0,1921600.0,54.0,100.0,18456.0,2214720.0,82.0,120.0,34245.0,9931050.0,65.0,290.0,30282.0,3633840.0,70.0,120.0,28660.0,2006200.0,80.0,70.0
6123.0,1775670.0,55.0,290.0,35528.0,5684480.0,68.0,160.0,45334.0,4080060.0,51.0,90.0,22636.0,5885360.0,68.0,260.0,11440.0,2288000.0,88.0,200.0,24771.0,5697330.0,59.0,230.0,31290.0,1564500.0,87.0,50.0,30892.0,1544600.0,65.0,50.0,6954.0,904020.0,74.0,130.0,19555.0,977750.0,90.0,50.0,23503.0,4700600.0,76.0,200.0,28850.0,1731000.0,87.0,60.0,32663.0,5226080.0
79.0,160.0,49549.0,14864700.0,75.0,300.0,45139.0,3159730.0,72.0,70.0,31673.0,2850570.0,74.0,90.0,24125.0,1206250.0,69.0,50.0,26971.0,6203330.0,64.0,230.0,42633.0,5968620.0,52.0,140.0,23653.0,5203660.0,89.0,220.0,32581.0,2280670.0,69.0,70.0,44343.0,7538310.0,75.0,170.0,8291.0,663280.0,66.0,80.0,24788.0,3718200.0,61.0,150.0,41062.0,2874340.0,66.0,70.0
48229.0,13504120.0,62.0,280.0,25828.0,2582800.0,60.0,100.0,47580.0,5709600.0,78.0,120.0,48540.0,10193400.0,63.0,210.0,37975.0,2658250.0,53.0,70.0,24267.0,5338740.0,58.0,220.0,40029.0,2001450.0,71.0,50.0,33407.0,4342910.0,70.0,130.0,39670.0,3967000.0,90.0,100.0,8891.0,2044930.0,82.0,230.0,39076.0,7424440.0,67.0,190.0,23339.0,7001700.0,84.0,300.0,18192.0,5093760.0
74.0,280.0,18898.0,3968580.0,55.0,210.0,6063.0,1455120.0,63.0,240.0,23137.0,3239180.0,54.0,140.0,24321.0,4134570.0,73.0,170.0,49992.0,13997760.0,64.0,280.0,40020.0,4002000.0,77.0,100.0,30270.0,1513500.0,85.0,50.0,20663.0,3719340.0,76.0,180.0,46062.0,9212400.0,75.0,200.0,28564.0,8283560.0,61.0,290.0,42786.0,9840780.0,79.0,230.0,23802.0,1428120.0,67.0,60.0
49553.0,7432950.0,52.0,150.0,16158.0,3070020.0,57.0,190.0,49696.0,12424000.0,68.0,250.0,6257.0,938550.0,53.0,150.0,8970.0,627900.0,69.0,70.0,43178.0,9499160.0,59.0,220.0,6327.0,316350.0,79.0,50.0,5233.0,313980.0,55.0,60.0,32171.0,9007880.0,75.0,280.0,20661.0,2479320.0,76.0,120.0,17561.0,1580490.0,54.0,90.0,46991.0,7988470.0,84.0,170.0,44384.0,2219200.0
