ï»¿Name,Variation,DIY,Buy,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Catalog,Filename,25KnhcDGdmzN9ACCx,2632igFydKw3WFxHx,26N6fryHPqE2DNxTR,2AgN6yfDb4J7vkrLw,2CgLvY2RgEmj7tKBT,2NZnFeDdBNbi8GZSj,2PdktqSeZMosQpqPG,2QxKM3mAxYXq5qskp,2T8YtpzT8Q9JEer7j,2jJ3W7oBwpkSKicak,2medp8KJqhz6Hw5mY,2pb7ShdzGnCQPBiNW,33jjvbydtzk72BH8m,358aZdBvabmSYLT9s,358kKFuPBqMSY6upv,3EDZEAy5bTgcdL7JZ,3LaTyaJxffCQu8SAt,3LqkfkNH3e7fpiJeu,3Z3cYyfhRkhmDKKKP,3kcrgRouLd9EdNPhP,3kxw3nFpQHeNdweep,3mwCvp9coRcP3ZK5z,3ofXnkcsJAo6gXNjn,3puHTTuuCW8zSegSS,3wL2E3cZSa4aRkHGz,42axJbXMpeDW8dvfp,498nbZBktiBQLfwKp,4C2g2XjEPXzaa8NnA,4LAK548pbxr8HzPnb,4M5CJwGuT64GeSaLQ,4NBNcdENnPc6CQ9Tg,4af3KswsDdeZe4dRY,4bM6obTFKJ3B2PGEL
2540.0,635.0,2540.0,635.0,2540.0,635.0,3100.0,775.0,3100.0,775.0,3100.0,775.0,3100.0,775.0,3100.0,775.0,3100.0,775.0,1320.0,330.0,1320.0,330.0,1100.0,275.0,1100.0,275.0,700.0,175.0,700.0,175.0,700.0,175.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,560.0,140.0,560.0,140.0,560.0,140.0
560.0,140.0,560.0,140.0,560.0,140.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0
1200.0,300.0,1200.0,300.0,1200.0,300.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,700.0,175.0,700.0,175.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0
1200.0,300.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0
1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,770.0,192.0,770.0,192.0,770.0,192.0,770.0,192.0,770.0,192.0,1080.0,270.0,1080.0,270.0,1080.0,270.0,1080.0,270.0,1080.0,270.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,700.0,175.0
700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,2100.0,525.0,2100.0,525.0,2100.0,525.0,2100.0,525.0,2100.0,525.0,2100.0,525.0,2100.0,525.0,2100.0,525.0,1140.0,285.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0
1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,880.0,220.0,880.0,220.0,880.0,220.0,920.0,230.0,920.0,230.0,920.0,230.0,920.0,230.0,920.0,230.0,920.0,230.0,920.0,230.0,920.0,230.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,700.0,175.0,700.0,175.0
700.0,175.0,700.0,175.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1560.0,390.0,1560.0,390.0
1560.0,390.0,1560.0,390.0,1560.0,390.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,980.0,245.0,980.0,245.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1040.0,260.0,1040.0,260.0
1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1100.0,275.0,1100.0,275.0,1100.0,275.0
1100.0,275.0,1100.0,275.0,1100.0,275.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0
1560.0,390.0,1140.0,285.0,1140.0,285.0,1140.0,285.0,1140.0,285.0,1140.0,285.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,980.0,245.0,980.0,245.0
980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,840.0,210.0,840.0,210.0,840.0,210.0,840.0,210.0,840.0,210.0,840.0,210.0,840.0,210.0,840.0,210.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0
880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,880.0,220.0,880.0,220.0
880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,840.0,210.0,840.0,210.0,140.0,140.0,1560.0,390.0,1560.0,390.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,1000.0,250.0,1000.0,250.0,1000.0,250.0,1000.0,250.0,910.0,227.0,910.0,227.0
910.0,227.0,910.0,227.0,910.0,227.0,910.0,227.0,910.0,227.0,910.0,227.0,1680.0,420.0,1680.0,420.0,1680.0,420.0,1680.0,420.0,1680.0,420.0,840.0,210.0,840.0,210.0,840.0,210.0,840.0,210.0,840.0,210.0,920.0,230.0,920.0,230.0,920.0,230.0,920.0,230.0,880.0,220.0,880.0,220.0,880.0,220.0,1820.0,455.0,1820.0,455.0
1820.0,455.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1450.0,362.0,1450.0,362.0,1450.0,362.0,1450.0,362.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1300.0,325.0,1300.0,325.0
1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1000.0,250.0,1000.0,250.0,1000.0,250.0,1000.0,250.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,1100.0,275.0,1100.0,275.0,1100.0,275.0
1100.0,275.0,4300.0,1075.0,4300.0,1075.0,4300.0,1075.0,4300.0,1075.0,4300.0,1075.0,4300.0,1075.0,4300.0,1075.0,4300.0,1075.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,2100.0,525.0,2100.0,525.0,2100.0,525.0,2100.0,525.0
1680.0,420.0,1540.0,385.0,1540.0,385.0,1540.0,385.0,840.0,210.0,840.0,210.0,840.0,210.0,840.0,210.0,840.0,210.0,840.0,210.0,840.0,210.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1300.0,325.0,1300.0,325.0
1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1680.0,420.0,1680.0,420.0,1680.0,420.0,1680.0,420.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0
1820.0,455.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0
880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0
1560.0,390.0,1560.0,390.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0
800.0,200.0,800.0,200.0,800.0,200.0,800.0,200.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,800.0,200.0,800.0,200.0,800.0,200.0
800.0,200.0,800.0,200.0,800.0,200.0,800.0,200.0,800.0,200.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1260.0,315.0,1260.0,315.0,1260.0,315.0,1260.0,315.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1260.0,315.0,1260.0,315.0,1260.0,315.0,1260.0,315.0
1260.0,315.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,10.0,10.0,10.0,770.0,192.0,770.0,192.0,770.0,192.0,770.0,192.0,770.0,192.0,770.0,192.0,770.0,192.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,560.0,140.0,560.0,140.0,560.0,140.0,560.0,140.0,560.0,140.0,560.0,140.0,1560.0
390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,1540.0
385.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,880.0,220.0,880.0,220.0,880.0,220.0,960.0,240.0,960.0,240.0,960.0,240.0,960.0,240.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,840.0,210.0,840.0,210.0,840.0,210.0,840.0,210.0,2540.0,635.0,2540.0,635.0,2540.0,635.0,2540.0,635.0,2540.0
635.0,2540.0,635.0,3100.0,775.0,3100.0,775.0,3100.0,775.0,3100.0,775.0,3100.0,775.0,3100.0,775.0,1320.0,330.0,1320.0,330.0,1100.0,275.0,1100.0,275.0,700.0,175.0,700.0,175.0,700.0,175.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,560.0,140.0,560.0,140.0,560.0,140.0,560.0,140.0,560.0
140.0,560.0,140.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0
300.0,1200.0,300.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,700.0,175.0,700.0,175.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1820.0
455.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0
390.0,1560.0,390.0,1560.0,390.0,770.0,192.0,770.0,192.0,770.0,192.0,770.0,192.0,770.0,192.0,1080.0,270.0,1080.0,270.0,1080.0,270.0,1080.0,270.0,1080.0,270.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,700.0,175.0,700.0,175.0,700.0
175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,2100.0,525.0,2100.0,525.0,2100.0,525.0,2100.0,525.0,2100.0,525.0,2100.0,525.0,2100.0,525.0,2100.0,525.0,1140.0,285.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0
260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,880.0,220.0,880.0,220.0,880.0,220.0,920.0,230.0,920.0,230.0,920.0,230.0,920.0,230.0,920.0,230.0,920.0,230.0,920.0,230.0,920.0,230.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0
175.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,700.0,175.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0
390.0,1560.0,390.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,980.0,245.0,980.0,245.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1120.0,280.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0
260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1820.0,455.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0
275.0,1100.0,275.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1440.0,360.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1140.0
285.0,1140.0,285.0,1140.0,285.0,1140.0,285.0,1140.0,285.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1300.0,325.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1320.0,330.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0
245.0,980.0,245.0,980.0,245.0,980.0,245.0,980.0,245.0,840.0,210.0,840.0,210.0,840.0,210.0,840.0,210.0,840.0,210.0,840.0,210.0,840.0,210.0,840.0,210.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,1100.0,275.0,880.0,220.0,880.0
220.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,1560.0,390.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0,220.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,1040.0,260.0,880.0,220.0,880.0,220.0,880.0,220.0,880.0
