customerID,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges,No,Yes,Extra_Feature_1,Extra_Feature_2,Extra_Feature_3,Extra_Feature_4,Extra_Feature_5,Extra_Feature_6,Extra_Feature_7,Extra_Feature_8,Extra_Feature_9,Extra_Feature_10,Extra_Feature_11,Extra_Feature_12,Extra_Feature_13,Extra_Feature_14,Extra_Feature_15,Extra_Feature_16,Extra_Feature_17,Extra_Feature_18,Extra_Feature_19,Extra_Feature_20,Extra_Feature_21,Extra_Feature_22,Extra_Feature_23,Extra_Feature_24,Extra_Feature_25,Extra_Feature_26,Extra_Feature_27,Extra_Feature_28,Extra_Feature_29,Extra_Feature_30,Extra_Feature_31
0.0,263.05,1.0,5401.9,0.0,239.55,0.0,1218.45,0.0,3692.85,0.0,20.4,0.0,3145.15,0.0,6017.65,0.0,3141.7,0.0,2603.3,0.0,415.4,0.0,2471.6,0.0,2239.65,0.0,5135.35,0.0,5810.9,0.0,767.9,0.0,6363.45,0.0,4461.85,0.0,3121.4,0.0,79.15,0.0,4953.25,0.0,979.5,0.0,249.55,0.0,115.95,1.0,70.1
0.0,1222.25,0.0,347.65,1.0,278.85,0.0,7789.6,0.0,4914.9,0.0,5438.95,1.0,4060.55,0.0,6840.95,0.0,1096.25,1.0,571.05,0.0,7751.7,0.0,49.05,0.0,4685.55,1.0,45.4,0.0,270.7,0.0,624.15,0.0,7213.75,1.0,6017.9,1.0,179.85,1.0,5088.4,0.0,1734.5,0.0,4920.8,0.0,2448.5,0.0,5985.0,0.0,4300.45
0.0,1940.8,0.0,4386.2,0.0,741.5,0.0,5438.9,1.0,5784.3,0.0,52.0,0.0,2065.4,0.0,7108.2,1.0,61.05,0.0,298.45,0.0,1430.25,0.0,3880.05,0.0,444.75,0.0,19.9,0.0,1183.8,0.0,403.15,0.0,144.95,0.0,3058.65,0.0,2024.1,1.0,7321.05,0.0,1203.95,0.0,6692.65,0.0,233.65,0.0,3416.85,0.0,3913.3
0.0,4299.75,0.0,342.4,0.0,1171.5,0.0,388.6,0.0,857.75,0.0,2832.75,0.0,41.2,0.0,890.6,0.0,531.6,0.0,812.5,0.0,1191.4,0.0,4014.6,0.0,2722.2,0.0,3254.35,0.0,134.05,0.0,2890.65,1.0,3848.0,0.0,1861.5,0.0,4134.85,0.0,6812.95,0.0,1382.9,0.0,3231.05,0.0,3050.15,0.0,4981.15,0.0,2044.75
0.0,7939.25,0.0,19.9,0.0,541.9,0.0,2248.05,0.0,208.0,0.0,5720.95,0.0,81.25,0.0,546.45,0.0,3180.5,1.0,6578.55,1.0,5607.75,0.0,523.5,0.0,4422.95,0.0,8349.7,0.0,6413.65,0.0,735.9,1.0,53.5,0.0,5817.7,0.0,279.5,0.0,8317.95,1.0,3442.15,0.0,219.65,0.0,61.7,0.0,583.45,1.0,916.75
1.0,1177.95,0.0,6310.9,0.0,3019.1,0.0,4534.9,1.0,4657.95,0.0,3088.75,0.0,2924.05,0.0,6448.05,0.0,329.8,1.0,42.9,0.0,1119.9,0.0,7719.5,0.0,74.7,1.0,847.25,1.0,208.25,0.0,1434.1,0.0,3465.7,0.0,2391.8,0.0,1633.0,0.0,1127.35,0.0,5948.7,0.0,849.9,0.0,4009.2,1.0,109.8,0.0,560.6
1.0,70.3,0.0,1074.65,0.0,651.55,0.0,4250.1,1.0,6841.05,1.0,1937.4,1.0,3545.1,0.0,3886.05,1.0,1060.2,1.0,2613.4,0.0,733.95,0.0,2109.35,1.0,775.3,1.0,452.7,0.0,19.75,0.0,395.6,0.0,169.75,0.0,74.3,0.0,7943.45,1.0,531.0,0.0,4086.3,1.0,1642.75,0.0,2852.4,0.0,2215.25,0.0,2666.75
0.0,3273.55,1.0,5458.8,1.0,20.65,0.0,169.65,0.0,1498.35,0.0,740.0,0.0,1886.4,0.0,658.95,0.0,68.75,0.0,2484.0,0.0,174.3,0.0,2989.6,0.0,84.75,0.0,2316.85,0.0,7882.25,1.0,760.05,0.0,1975.85,1.0,567.45,0.0,69.55,1.0,1451.1,0.0,1864.2,0.0,821.6,0.0,2614.1,0.0,79.5,0.0,158.4
1.0,3126.45,0.0,1803.7,1.0,3777.15,0.0,6339.45,1.0,1466.1,0.0,0.0,7085.5,0.0,6572.85,0.0,2106.3,1.0,2093.4,0.0,1093.0,0.0,1233.4,1.0,6585.35,0.0,5873.75,0.0,5638.3,0.0,469.65,0.0,4504.9,0.0,24.7,0.0,2763.35,0.0,19.95,0.0,186.05,1.0,1492.1,0.0,3865.45,0.0,3053.0,0.0,128.6,0.0
4535.85,0.0,6744.25,0.0,1623.15,0.0,1498.85,0.0,24.05,0.0,237.95,0.0,3762.0,0.0,1419.4,0.0,4370.75,1.0,506.9,0.0,19.55,0.0,2661.1,0.0,4378.35,0.0,1593.1,0.0,3874.1,0.0,3801.3,0.0,1073.3,0.0,70.45,0.0,1621.35,0.0,4915.15,0.0,100.35,0.0,989.05,0.0,259.65,0.0,66.95,0.0,20.35,0.0
509.3,0.0,7782.85,0.0,641.25,0.0,3143.65,0.0,1901.65,0.0,540.95,0.0,1564.05,0.0,208.7,0.0,1414.65,0.0,49.0,0.0,266.9,0.0,77.15,0.0,4818.8,0.0,1164.3,0.0,340.85,0.0,7713.55,1.0,1240.15,0.0,2447.45,0.0,70.15,0.0,72.0,0.0,7069.3,0.0,2553.35,0.0,225.6,0.0,1284.2,0.0,7511.3,0.0
1416.75,0.0,6871.9,1.0,3229.65,1.0,69.6,1.0,201.0,0.0,5289.05,0.0,130.15,0.0,3985.35,1.0,38.8,0.0,2180.55,0.0,746.5,1.0,717.95,0.0,669.0,0.0,4929.55,0.0,600.25,0.0,5760.65,0.0,19.9,0.0,1145.7,1.0,420.2,0.0,2169.75,1.0,929.45,0.0,7482.1,0.0,898.35,1.0,4543.95,0.0,1600.95,0.0
7559.55,0.0,2510.7,1.0,145.0,0.0,20.45,0.0,4834.0,0.0,3190.65,0.0,25.15,0.0,455.3,0.0,44.75,0.0,3340.55,0.0,6139.5,1.0,173.15,0.0,324.2,0.0,6951.15,1.0,5780.7,1.0,978.0,0.0,2807.65,1.0,20.3,0.0,335.65,0.0,3199.0,0.0,469.25,0.0,417.0,1.0,2467.1,0.0,2117.2,0.0,2758.15,1.0
2368.4,0.0,718.55,1.0,99.45,0.0,758.6,0.0,7118.9,0.0,2948.6,1.0,25.75,0.0,958.25,0.0,5448.6,0.0,926.25,0.0,1629.2,0.0,3540.65,0.0,20.75,0.0,1939.35,0.0,387.9,0.0,524.5,0.0,213.35,0.0,25.7,0.0,3551.65,0.0,163.6,0.0,181.6,1.0,1387.45,0.0,1625.65,0.0,273.25,0.0,181.7,1.0
49.55,1.0,6903.1,0.0,2191.7,0.0,2560.1,0.0,90.75,0.0,5986.55,0.0,641.35,0.0,3608.0,0.0,104.3,0.0,85.5,0.0,184.1,0.0,1470.05,1.0,122.0,0.0,226.55,0.0,50.15,0.0,2364.0,0.0,6137.0,0.0,419.9,0.0,4730.6,0.0,4805.65,0.0,908.55,1.0,930.4,0.0,714.15,0.0,3251.3,0.0,165.4,1.0
371.4,1.0,688.0,0.0,1901.25,0.0,7567.2,0.0,1258.3,1.0,0.0,78.05,0.0,971.3,1.0,780.15,0.0,601.6,0.0,5222.35,1.0,270.2,0.0,6997.3,0.0,253.8,0.0,6028.95,0.0,238.15,0.0,83.4,0.0,76.95,0.0,3184.25,0.0,927.1,0.0,4896.35,0.0,7616.0,0.0,341.6,1.0,1748.55,0.0,4222.95,0.0,238.1
0.0,1348.5,0.0,1357.1,0.0,475.2,0.0,5608.4,0.0,5376.4,1.0,611.45,0.0,733.55,0.0,3334.9,0.0,762.25,0.0,2130.55,1.0,1362.85,0.0,923.1,0.0,20.05,0.0,331.9,1.0,1023.95,0.0,597.0,0.0,543.0,0.0,921.3,0.0,1679.4,0.0,5025.85,0.0,3314.15,0.0,220.45,1.0,3775.85,0.0,865.85,0.0,572.2
0.0,6449.15,0.0,199.75,0.0,3988.5,0.0,57.4,0.0,45.05,0.0,693.45,0.0,7532.15,0.0,4348.65,0.0,38.7,0.0,2231.05,1.0,3161.4,0.0,80.35,0.0,1218.25,0.0,4259.3,1.0,1258.6,0.0,4378.8,0.0,1363.25,0.0,1439.35,0.0,2471.25,1.0,59.55,0.0,68.65,0.0,3856.75,1.0,5016.25,1.0,937.5,0.0,1727.5
1.0,124.4,0.0,24.7,0.0,5308.7,0.0,346.2,1.0,19.55,0.0,80.5,0.0,5733.4,0.0,79.25,0.0,155.8,0.0,4016.85,0.0,3303.05,0.0,3634.8,0.0,1215.65,0.0,20.25,0.0,1383.6,0.0,666.0,0.0,7550.3,1.0,140.1,1.0,227.45,0.0,5388.15,0.0,5913.95,1.0,2416.55,0.0,6194.1,0.0,6873.75,0.0,1841.9
0.0,1041.8,0.0,8684.8,0.0,4786.1,0.0,309.25,0.0,853.0,0.0,3132.75,0.0,146.65,0.0,1157.05,0.0,6770.5,0.0,1462.05,1.0,44.55,0.0,6052.25,0.0,154.8,0.0,233.9,0.0,1468.9,0.0,1267.2,0.0,3358.65,0.0,2184.35,0.0,1406.65,0.0,1651.95,0.0,333.6,0.0,69.95,0.0,3147.15,1.0,0.0,5514.95,0.0
2038.7,0.0,6501.35,0.0,140.95,0.0,5566.4,0.0,4312.5,0.0,112.75,0.0,777.3,0.0,5508.35,0.0,1994.3,0.0,788.35,1.0,4469.1,0.0,5483.9,1.0,5153.5,0.0,36.55,0.0,3593.8,0.0,1166.7,0.0,1175.85,0.0,50.6,0.0,332.45,0.0,424.15,0.0,4254.1,0.0,1400.85,0.0,20.2,0.0,1772.25,1.0,4959.15,1.0
518.9,0.0,473.9,0.0,2333.85,0.0,781.4,0.0,307.4,0.0,2107.15,0.0,1801.9,0.0,98.5,0.0,18.8,0.0,1060.2,0.0,96.8,0.0,3870.0,0.0,477.05,0.0,995.35,0.0,5468.95,0.0,3301.05,1.0,5965.95,0.0,1253.5,0.0,1607.2,0.0,74.45,1.0,1078.9,0.0,145.4,0.0,293.15,0.0,321.9,0.0,1375.4,0.0
7732.65,0.0,2341.55,0.0,3015.75,0.0,5991.05,0.0,6470.1,1.0,220.45,0.0,7430.75,0.0,573.3,0.0,6632.75,0.0,5883.85,0.0,4062.2,1.0,467.7,0.0,2799.75,0.0,1524.85,0.0,3351.55,1.0,2964.8,1.0,1993.25,0.0,2395.7,0.0,5617.75,1.0,5676.65,0.0,193.8,0.0,39.85,0.0,6125.4,0.0,377.55,0.0,158.95,0.0
2263.4,0.0,1009.25,0.0,858.6,0.0,3478.15,0.0,7530.8,0.0,2745.7,0.0,2658.8,0.0,1584.8,0.0,89.9,0.0,572.45,0.0,431.0,0.0,20.05,0.0,1604.5,0.0,2522.4,0.0,50.6,0.0,601.55,0.0,196.9,0.0,953.45,0.0,85.8,0.0,292.85,0.0,113.95,0.0,4620.4,0.0,190.1,0.0,4003.85,1.0,3503.5,0.0
1924.1,0.0,4213.35,0.0,331.85,0.0,944.65,0.0,283.75,0.0,4539.35,0.0,55.4,0.0,69.95,0.0,3848.8,0.0,88.8,1.0,25.85,0.0,5941.05,0.0,545.15,1.0,478.75,0.0,5815.15,0.0,248.4,0.0,357.75,0.0,113.5,0.0,246.7,0.0,942.95,0.0,94.4,0.0,228.65,1.0,1759.4,0.0,6474.4,0.0,43.95,0.0
6595.0,0.0,1336.1,0.0,929.3,0.0,6876.05,0.0,134.6,0.0,20.3,0.0,35.45,0.0,5918.8,0.0,1387.0,0.0,1691.9,0.0,947.3,0.0,2867.75,1.0,6018.65,0.0,7082.85,0.0,810.3,0.0,910.45,0.0,91.1,0.0,156.35,1.0,82.9,0.0,1296.8,0.0,5453.4,0.0,627.4,0.0,5899.85,1.0,274.35,0.0,0.0,4639.45
0.0,1911.5,0.0,1230.9,0.0,467.15,0.0,2583.75,0.0,4018.55,0.0,485.9,0.0,188.1,0.0,294.5,0.0,2572.95,1.0,6991.6,0.0,6218.45,0.0,253.0,0.0,1175.6,0.0,489.45,0.0,5124.6,0.0,1222.8,0.0,270.8,0.0,6669.45,0.0,189.45,0.0,6425.65,1.0,1718.35,0.0,20.1,0.0,4137.2,0.0,1198.8,0.0,48.35
0.0,174.8,0.0,2546.85,0.0,3097.0,0.0,3928.3,0.0,5409.75,1.0,4779.45,0.0,347.4,0.0,3196.0,0.0,45.85,0.0,5175.3,0.0,3741.85,1.0,6236.75,0.0,930.9,0.0,501.2,0.0,1415.85,0.0,3009.5,0.0,3782.4,0.0,71.35,0.0,478.1,0.0,100.25,0.0,1339.8,1.0,313.4,0.0,3635.15,0.0,6844.5,0.0,91.7
0.0,268.4,0.0,890.35,0.0,5069.65,0.0,239.45,0.0,2909.95,0.0,7611.85,0.0,4116.15,0.0,61.45,0.0,2088.05,0.0,2007.25,1.0,6631.85,0.0,264.85,0.0,7511.65,0.0,576.7,0.0,4677.1,0.0,1507.0,0.0,5427.05,1.0,3017.65,0.0,2538.2,0.0,2031.95,0.0,1214.05,0.0,1107.2,0.0,0.0,5860.7,0.0,742.95,1.0
6352.4,1.0,1269.6,0.0,261.65,1.0,2254.2,0.0,5898.6,0.0,5963.95,0.0,2727.3,0.0,3533.6,0.0,7061.65,0.0,1425.45,0.0,132.4,0.0,609.9,0.0,95.05,0.0,264.55,0.0,296.15,0.0,7746.7,1.0,70.25,0.0,20.2,0.0,851.75,1.0,2748.7,0.0,330.05,0.0,1301.9,0.0,5244.45,0.0,1775.8,1.0,747.2,0.0
1459.35,1.0,276.5,1.0,7845.8,1.0,8337.45,0.0,7723.7,0.0,4438.2,1.0,4890.5,0.0,1813.35,0.0,5893.9,0.0,343.45,0.0,3759.05,1.0,401.5,0.0,1441.65,0.0,1682.05,0.0,75.05,0.0,74.2,0.0,1378.45,0.0,2093.9,1.0,678.8,0.0,2633.3,0.0,153.3,0.0,1121.05,0.0,973.55,0.0,1183.05,1.0,154.3,1.0
76.4,1.0,813.45,0.0,1912.15,0.0,5696.6,0.0,592.75,0.0,1447.9,0.0,3886.85,1.0,19.2,0.0,3145.9,0.0,2414.55,1.0,5084.65,0.0,1386.8,0.0,1130.85,0.0,4747.5,0.0,198.0,1.0,1122.4,0.0,413.0,0.0,266.8,0.0,3474.05,1.0,573.75,1.0,1273.3,1.0,2085.45,0.0,7288.4,0.0,2847.4,0.0,6314.35,0.0
155.35,0.0,3587.25,0.0,49.95,0.0,3655.45,1.0,1173.55,0.0,7133.1,1.0,1992.85,1.0,55.7,0.0,393.45,0.0,810.7,1.0,2211.8,0.0,2602.9,0.0,5890.0,1.0,889.0,1.0,6341.45,0.0,4108.15,0.0,210.65,0.0,447.75,0.0,1158.85,0.0,7405.5,0.0,109.6,0.0,1329.15,0.0,2509.95,0.0,257.6,0.0,343.6,0.0
1281.0,1.0,711.9,0.0,19.2,0.0,1132.35,0.0,675.6,0.0,5487.0,0.0,273.0,0.0,1013.6,0.0,5135.15,0.0,251.25,0.0,462.8,0.0,625.65,0.0,829.55,1.0,2058.5,0.0,6302.8,0.0,2387.75,0.0,8250.0,0.0,2548.55,0.0,1094.5,1.0,6448.85,1.0,1474.75,1.0,3121.45,0.0,3046.4,0.0,3043.6,0.0,1381.8,1.0
4116.9,0.0,7661.8,0.0,75.45,0.0,4295.35,0.0,2497.2,0.0,239.05,1.0,45.25,1.0,2237.55,0.0,5969.95,0.0,134.35,0.0,788.05,0.0,6786.4,1.0,151.75,0.0,371.6,1.0,145.15,0.0,71.0,0.0,1426.45,0.0,272.0,0.0,6287.25,1.0,765.5,0.0,1620.8,0.0,5231.2,0.0,69.35,0.0,5550.1,0.0,24.4,0.0
547.65,0.0,2640.55,0.0,5023.0,0.0,2651.2,1.0,227.35,0.0,2065.15,0.0,730.4,0.0,3865.6,1.0,495.15,0.0,1760.25,1.0,3720.35,0.0,435.0,0.0,1396.0,1.0,1160.75,0.0,499.4,0.0,609.05,0.0,552.65,0.0,1071.4,0.0,2349.8,0.0,1083.7,0.0,676.15,0.0,985.05,0.0,4868.4,0.0,610.2,0.0,1006.9,0.0
1534.75,0.0,3265.95,0.0,3439.0,0.0,1546.3,0.0,5743.3,0.0,467.15,0.0,620.75,0.0,5222.3,0.0,606.55,1.0,134.05,0.0,3282.75,0.0,70.05,0.0,294.2,0.0,1177.05,0.0,4859.95,0.0,1426.75,1.0,3398.9,0.0,19.95,0.0,954.9,0.0,1189.9,0.0,7985.9,0.0,6239.05,0.0,1732.6,1.0,2292.75,0.0,2763.0,0.0
4759.75,0.0,7920.7,1.0,55.3,0.0,256.6,0.0,8126.65,0.0,980.35,0.0,1167.8,0.0,2345.2,0.0,2324.7,0.0,504.2,1.0,1498.2,0.0,4209.95,0.0,358.05,0.0,3765.05,1.0,155.9,0.0,400.3,0.0,4741.45,0.0,2661.1,1.0,4266.4,0.0,3252.0,1.0,79.45,0.0,1270.2,0.0,4600.95,0.0,5959.3,0.0,4889.2,0.0
165.35,0.0,1250.85,0.0,269.65,0.0,2757.85,0.0,938.65,0.0,74.4,1.0,6597.25,0.0,416.45,0.0,3496.3,0.0,4375.8,0.0,2952.85,1.0,3210.35,0.0,45.55,0.0,505.95,0.0,5576.3,0.0,1938.05,0.0,6652.45,0.0,5013.0,0.0,2077.95,0.0,5430.35,0.0,6941.2,0.0,3958.85,0.0,867.3,0.0,55.05,0.0,1445.2,0.0
7966.9,0.0,435.4,0.0,55.0,0.0,1373.05,0.0,5720.35,0.0,778.1,0.0,4368.95,0.0,1064.95,0.0,3554.6,1.0,348.15,0.0,20.35,0.0,482.8,0.0,42.45,0.0,101.1,0.0,3110.1,0.0,2595.25,0.0,7349.35,1.0,583.0,0.0,3316.1,1.0,1523.4,0.0,1364.3,1.0,6741.15,0.0,1681.6,0.0,7082.5,0.0,1031.7,0.0
