Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age,CompressiveStrength,Extra_Feature_1,Extra_Feature_2,Extra_Feature_3,Extra_Feature_4,Extra_Feature_5,Extra_Feature_6,Extra_Feature_7,Extra_Feature_8,Extra_Feature_9,Extra_Feature_10,Extra_Feature_11,Extra_Feature_12,Extra_Feature_13,Extra_Feature_14,Extra_Feature_15,Extra_Feature_16,Extra_Feature_17,Extra_Feature_18,Extra_Feature_19,Extra_Feature_20,Extra_Feature_21,Extra_Feature_22,Extra_Feature_23,Extra_Feature_24,Extra_Feature_25,Extra_Feature_26,Extra_Feature_27,Extra_Feature_28,Extra_Feature_29,Extra_Feature_30,Extra_Feature_31,Extra_Feature_32,Extra_Feature_33,Extra_Feature_34,Extra_Feature_35,Extra_Feature_36,Extra_Feature_37,Extra_Feature_38,Extra_Feature_39,Extra_Feature_40,Extra_Feature_41
1061.7,782.5,14.0,47.71,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28.0,63.14,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56.0,66.82,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100.0,66.95,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3.0,27.42,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14.0,35.96,218.2
54.6,123.8,140.8,11.9,1075.7,792.7,28.0,55.51,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56.0,61.99,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100.0,63.53,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3.0,18.02,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14.0,38.6,214.9,53.8,121.9,155.6,9.6,1014.3
780.6,28.0,52.2,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56.0,53.96,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100.0,56.63,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3.0,15.34,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14.0,26.05,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28.0,30.22,218.9,0.0
124.1,158.5,11.3,1078.7,794.9,56.0,37.27,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100.0,46.23,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3.0,16.28,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14.0,25.62,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28.0,31.97,376.0,0.0,0.0,214.6,0.0,1003.5,762.4
56.0,36.3,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100.0,43.06,500.0,0.0,0.0,140.0,4.0,966.0,853.0,28.0,67.57,475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28.0,57.23,315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28.0,81.75,505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28.0,64.02,451.0,0.0,0.0
165.0,11.3,1030.0,745.0,28.0,78.8,516.0,0.0,0.0,162.0,8.2,801.0,802.0,28.0,41.37,520.0,0.0,0.0,170.0,5.2,855.0,855.0,28.0,60.28,528.0,0.0,0.0,185.0,6.9,920.0,720.0,28.0,56.83,520.0,0.0,0.0,175.0,5.2,870.0,805.0,28.0,51.02,385.0,0.0,136.0,158.0,20.0,903.0,768.0,28.0
55.55,500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28.0,44.13,450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28.0,39.38,397.0,17.2,158.0,167.0,20.8,967.0,633.0,28.0,55.65,333.0,17.5,163.0,167.0,17.9,996.0,652.0,28.0,47.28,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28.0,44.33,405.0,0.0,0.0,175.0
0.0,1120.0,695.0,28.0,52.3,200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28.0,49.25,516.0,0.0,0.0,162.0,8.3,801.0,802.0,28.0,41.37,145.0,116.0,119.0,184.0,5.7,833.0,880.0,28.0,29.16,160.0,128.0,122.0,182.0,6.4,824.0,879.0,28.0,39.4,234.0,156.0,0.0,189.0,5.9,981.0,760.0,28.0,39.3
250.0,180.0,95.0,159.0,9.5,860.0,800.0,28.0,67.87,475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28.0,58.52,285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28.0,53.58,356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28.0,59.0,275.0,180.0,120.0,162.0,10.4,830.0,765.0,28.0,76.24,500.0,0.0,0.0,151.0,9.0
1033.0,655.0,28.0,69.84,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3.0,14.4,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3.0,19.42,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3.0,20.73,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3.0,14.94,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3.0,21.29,173.5
50.1,173.5,164.8,6.5,1006.2,793.5,3.0,23.08,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3.0,15.52,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3.0,15.82,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3.0,12.55,250.0,0.0,95.7,191.8,5.3,948.9,857.2,3.0,8.49,213.5,0.0,174.2,159.2,11.7,1043.6
771.9,3.0,15.61,194.7,0.0,100.5,170.2,7.5,998.0,901.8,3.0,12.18,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3.0,11.98,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14.0,16.88,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14.0,33.09,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14.0,34.24,167.4,129.9
128.6,175.5,7.8,1006.3,746.6,14.0,31.81,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14.0,29.75,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14.0,33.01,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14.0,32.9,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14.0,29.55,190.3,0.0,125.2,166.6,9.9,1079.0,798.9
14.0,19.42,250.0,0.0,95.7,191.8,5.3,948.9,857.2,14.0,24.66,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14.0,29.59,194.7,0.0,100.5,170.2,7.5,998.0,901.8,14.0,24.28,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14.0,20.73,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28.0,26.2,165.0,128.5,132.1
175.1,8.1,1005.8,746.6,28.0,46.39,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28.0,39.16,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28.0,41.2,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28.0,33.69,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28.0,38.2,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28.0
41.41,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28.0,37.81,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28.0,24.85,250.0,0.0,95.7,191.8,5.3,948.9,857.2,28.0,27.22,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28.0,44.64,194.7,0.0,100.5,170.2,7.5,998.0,901.8,28.0,37.27,251.4,0.0,118.3,192.9
5.8,1043.6,754.3,28.0,33.27,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56.0,36.56,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56.0,53.72,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56.0,48.59,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56.0,51.72,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56.0,35.85
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56.0,53.77,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56.0,53.46,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56.0,48.99,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56.0,31.72,250.0,0.0,95.7,191.8,5.3,948.9,857.2,56.0,39.64,213.5,0.0,174.2,159.2,11.7
1043.6,771.9,56.0,51.26,194.7,0.0,100.5,170.2,7.5,998.0,901.8,56.0,43.39,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56.0,39.27,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100.0,37.96,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100.0,55.02,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100.0,49.99,167.4
129.9,128.6,175.5,7.8,1006.3,746.6,100.0,53.66,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100.0,37.68,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100.0,56.06,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100.0,56.81,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100.0,50.94,190.3,0.0,125.2,166.6,9.9,1079.0
798.9,100.0,33.56,250.0,0.0,95.7,191.8,5.3,948.9,857.2,100.0,41.16,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100.0,52.96,194.7,0.0,100.5,170.2,7.5,998.0,901.8,100.0,44.28,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100.0,40.15,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28.0,57.03,446.0,24.0
79.0,162.0,11.6,967.0,712.0,28.0,44.42,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28.0,51.02,446.0,24.0,79.0,162.0,10.3,967.0,712.0,28.0,53.39,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3.0,35.36,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3.0,25.02,446.0,24.0,79.0,162.0,11.6,967.0,712.0
3.0,23.35,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0,52.01,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0,38.02,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0,39.3,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56.0,61.07,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56.0,56.14,446.0,24.0,79.0
162.0,11.6,967.0,712.0,56.0,55.25,446.0,24.0,79.0,162.0,10.3,967.0,712.0,56.0,54.77,387.0,20.0,94.0,157.0,14.3,938.0,845.0,28.0,50.24,387.0,20.0,94.0,157.0,13.9,938.0,845.0,28.0,46.68,387.0,20.0,94.0,157.0,11.6,938.0,845.0,28.0,46.68,387.0,20.0,94.0,157.0,14.3,938.0,845.0,3.0
22.75,387.0,20.0,94.0,157.0,13.9,938.0,845.0,3.0,25.51,387.0,20.0,94.0,157.0,11.6,938.0,845.0,3.0,34.77,387.0,20.0,94.0,157.0,14.3,938.0,845.0,7.0,36.84,387.0,20.0,94.0,157.0,13.9,938.0,845.0,7.0,45.9,387.0,20.0,94.0,157.0,11.6,938.0,845.0,7.0,41.67,387.0,20.0,94.0,157.0
14.3,938.0,845.0,56.0,56.34,387.0,20.0,94.0,157.0,13.9,938.0,845.0,56.0,47.97,387.0,20.0,94.0,157.0,11.6,938.0,845.0,56.0,61.46,355.0,19.0,97.0,145.0,13.1,967.0,871.0,28.0,44.03,355.0,19.0,97.0,145.0,12.3,967.0,871.0,28.0,55.45,491.0,26.0,123.0,210.0,3.9,882.0,699.0,28.0,55.55
491.0,26.0,123.0,201.0,3.9,822.0,699.0,28.0,57.92,491.0,26.0,123.0,210.0,3.9,882.0,699.0,3.0,25.61,491.0,26.0,123.0,210.0,3.9,882.0,699.0,7.0,33.49,491.0,26.0,123.0,210.0,3.9,882.0,699.0,56.0,59.59,491.0,26.0,123.0,201.0,3.9,822.0,699.0,3.0,29.55,491.0,26.0,123.0,201.0,3.9
822.0,699.0,7.0,37.92,491.0,26.0,123.0,201.0,3.9,822.0,699.0,56.0,61.86,424.0,22.0,132.0,178.0,8.5,822.0,750.0,28.0,62.05,424.0,22.0,132.0,178.0,8.5,882.0,750.0,3.0,32.01,424.0,22.0,132.0,168.0,8.9,822.0,750.0,28.0,72.1,424.0,22.0,132.0,178.0,8.5,822.0,750.0,7.0,39.0,424.0
22.0,132.0,178.0,8.5,822.0,750.0,56.0,65.7,424.0,22.0,132.0,168.0,8.9,822.0,750.0,3.0,32.11,424.0,22.0,132.0,168.0,8.9,822.0,750.0,7.0,40.29,424.0,22.0,132.0,168.0,8.9,822.0,750.0,56.0,74.36,202.0,11.0,141.0,206.0,1.7,942.0,801.0,28.0,21.97,202.0,11.0,141.0,206.0,1.7,942.0
801.0,3.0,9.85,202.0,11.0,141.0,206.0,1.7,942.0,801.0,7.0,15.07,202.0,11.0,141.0,206.0,1.7,942.0,801.0,56.0,23.25,284.0,15.0,141.0,179.0,5.5,842.0,801.0,28.0,43.73,284.0,15.0,141.0,179.0,5.5,842.0,801.0,3.0,13.4,284.0,15.0,141.0,179.0,5.5,842.0,801.0,7.0,24.13,284.0,15.0
141.0,179.0,5.5,842.0,801.0,56.0,44.52,359.0,19.0,141.0,154.0,10.9,942.0,801.0,28.0,62.94,359.0,19.0,141.0,154.0,10.9,942.0,801.0,28.0,59.49,359.0,19.0,141.0,154.0,10.9,942.0,801.0,3.0,25.12,359.0,19.0,141.0,154.0,10.9,942.0,801.0,3.0,23.64,359.0,19.0,141.0,154.0,10.9,942.0,801.0
7.0,35.75,359.0,19.0,141.0,154.0,10.9,942.0,801.0,7.0,38.61,359.0,19.0,141.0,154.0,10.9,942.0,801.0,56.0,68.75,359.0,19.0,141.0,154.0,10.9,942.0,801.0,56.0,66.78,436.0,0.0,0.0,218.0,0.0,838.4,719.7,28.0,23.85,289.0,0.0,0.0,192.0,0.0,913.2,895.3,90.0,32.07,289.0,0.0,0.0
192.0,0.0,913.2,895.3,3.0,11.65,393.0,0.0,0.0,192.0,0.0,940.6,785.6,3.0,19.2,393.0,0.0,0.0,192.0,0.0,940.6,785.6,90.0,48.85,393.0,0.0,0.0,192.0,0.0,940.6,785.6,28.0,39.6,480.0,0.0,0.0,192.0,0.0,936.2,712.2,28.0,43.94,480.0,0.0,0.0,192.0,0.0,936.2,712.2,7.0
34.57,480.0,0.0,0.0,192.0,0.0,936.2,712.2,90.0,54.32,480.0,0.0,0.0,192.0,0.0,936.2,712.2,3.0,24.4,333.0,0.0,0.0,192.0,0.0,931.2,842.6,3.0,15.62,255.0,0.0,0.0,192.0,0.0,889.8,945.0,90.0,21.86,255.0,0.0,0.0,192.0,0.0,889.8,945.0,7.0,10.22,289.0,0.0,0.0,192.0
0.0,913.2,895.3,7.0,14.6,255.0,0.0,0.0,192.0,0.0,889.8,945.0,28.0,18.75,333.0,0.0,0.0,192.0,0.0,931.2,842.6,28.0,31.97,333.0,0.0,0.0,192.0,0.0,931.2,842.6,7.0,23.4,289.0,0.0,0.0,192.0,0.0,913.2,895.3,28.0,25.57,333.0,0.0,0.0,192.0,0.0,931.2,842.6,90.0,41.68
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7.0,27.74,255.0,0.0,0.0,192.0,0.0,889.8,945.0,3.0,8.2,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7.0,9.62,239.6,359.4,0.0,185.7,0.0,941.6,664.3,7.0,25.42,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7.0,15.69,181.9,272.8,0.0,185.7,0.0
1012.4,714.3,28.0,27.94,193.5,290.2,0.0,185.7,0.0,998.2,704.3,28.0,32.63,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7.0,17.24,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7.0,19.77,239.6,359.4,0.0,185.7,0.0,941.6,664.3,28.0,39.44,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28.0,25.75,397.0
