Age,Is_Senior,Marital_Status,Married_Premium_Discount,Prior_Insurance,Prior_Insurance_Premium_Adjustment,Claims_Frequency,Claims_Severity,Claims_Adjustment,Policy_Type,Policy_Adjustment,Premium_Amount,Safe_Driver_Discount,Multi_Policy_Discount,Bundling_Discount,Total_Discounts,Source_of_Lead,Time_Since_First_Contact,Conversion_Status,Website_Visits,Inquiries,Quotes_Requested,Time_to_Conversion,Credit_Score,Premium_Adjustment_Credit,Region,Premium_Adjustment_Region,Extra_Feature_1,Extra_Feature_2,Extra_Feature_3,Extra_Feature_4,Extra_Feature_5,Extra_Feature_6,Extra_Feature_7,Extra_Feature_8,Extra_Feature_9,Extra_Feature_10,Extra_Feature_11,Extra_Feature_12,Extra_Feature_13,Extra_Feature_14,Extra_Feature_15,Extra_Feature_16,Extra_Feature_17,Extra_Feature_18,Extra_Feature_19,Extra_Feature_20,Extra_Feature_21,Extra_Feature_22,Extra_Feature_23
43.0,0.0,86.0,50.0,0.0,0.0,0.0,2436.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,1.0,1.0,688.0,50.0,100.0,45.0,0.0,0.0,50.0,0.0,0.0,-200.0,2050.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,5.0,1.0,99.0,721.0,-50.0,100.0,29.0,0.0,86.0,100.0,0.0,0.0,-200.0,2186.0
0.0,1.0,0.0,50.0,24.0,1.0,10.0,3.0,3.0,5.0,666.0,50.0,50.0,43.0,0.0,0.0,50.0,0.0,0.0,-200.0,2000.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,1.0,2.0,4.0,753.0,-50.0,50.0,44.0,0.0,86.0,100.0,2.0,100.0,-200.0,2286.0,0.0,0.0,0.0,0.0,16.0,1.0,4.0,2.0
2.0,2.0,761.0,-50.0,100.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,1.0,0.0,0.0,50.0,6.0,0.0,1.0,2.0,3.0,99.0,737.0,-50.0,50.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,2150.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,5.0,2.0,99.0,738.0,-50.0,50.0,47.0,0.0,86.0
50.0,0.0,0.0,-200.0,2036.0,0.0,1.0,0.0,50.0,7.0,1.0,7.0,3.0,3.0,11.0,721.0,-50.0,50.0,22.0,0.0,0.0,100.0,0.0,0.0,0.0,2350.0,0.0,1.0,0.0,50.0,18.0,1.0,3.0,3.0,3.0,11.0,660.0,50.0,100.0,49.0,0.0,86.0,0.0,0.0,0.0,0.0,2336.0,0.0,0.0,0.0
0.0,3.0,0.0,8.0,2.0,2.0,99.0,691.0,50.0,50.0,25.0,0.0,86.0,0.0,0.0,0.0,0.0,2236.0,0.0,0.0,0.0,0.0,26.0,1.0,9.0,2.0,3.0,13.0,765.0,-50.0,50.0,51.0,0.0,86.0,50.0,2.0,400.0,-200.0,2536.0,0.0,0.0,1.0,50.0,17.0,0.0,6.0,4.0,2.0,99.0,680.0
50.0,50.0,57.0,1.0,86.0,0.0,1.0,50.0,0.0,2336.0,0.0,0.0,0.0,0.0,30.0,1.0,3.0,6.0,2.0,12.0,754.0,-50.0,100.0,27.0,0.0,86.0,0.0,0.0,0.0,-200.0,2086.0,0.0,0.0,0.0,0.0,24.0,0.0,7.0,1.0,1.0,99.0,704.0,-50.0,100.0,54.0,0.0,86.0,50.0,1.0,200.0
-200.0,2286.0,1.0,0.0,0.0,50.0,16.0,1.0,1.0,5.0,3.0,2.0,646.0,50.0,0.0,46.0,0.0,86.0,50.0,1.0,50.0,-200.0,2186.0,0.0,0.0,0.0,0.0,19.0,1.0,6.0,1.0,1.0,2.0,758.0,-50.0,100.0,52.0,0.0,86.0,50.0,0.0,0.0,-200.0,2136.0,1.0,1.0,0.0,100.0,19.0,0.0
5.0,3.0,2.0,99.0,684.0,50.0,100.0,68.0,1.0,0.0,50.0,0.0,0.0,0.0,2250.0,0.0,0.0,0.0,0.0,11.0,1.0,9.0,1.0,3.0,6.0,709.0,-50.0,100.0,36.0,0.0,0.0,50.0,1.0,50.0,-200.0,2200.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,99.0,643.0,50.0,100.0,28.0
0.0,86.0,0.0,0.0,0.0,0.0,2236.0,0.0,1.0,0.0,50.0,29.0,0.0,4.0,1.0,3.0,99.0,736.0,-50.0,100.0,26.0,0.0,86.0,0.0,0.0,0.0,-200.0,2086.0,0.0,0.0,0.0,0.0,22.0,1.0,7.0,4.0,2.0,6.0,712.0,-50.0,100.0,27.0,0.0,86.0,50.0,0.0,0.0,0.0,2286.0,1.0
0.0,0.0,50.0,14.0,1.0,7.0,1.0,1.0,13.0,773.0,-50.0,100.0,38.0,0.0,0.0,50.0,1.0,50.0,-200.0,2050.0,0.0,1.0,0.0,50.0,30.0,1.0,5.0,1.0,2.0,7.0,757.0,-50.0,100.0,45.0,0.0,0.0,50.0,2.0,100.0,0.0,2350.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0,0.0,1.0
13.0,786.0,-50.0,100.0,44.0,0.0,86.0,100.0,2.0,100.0,-200.0,2286.0,0.0,1.0,0.0,50.0,11.0,1.0,8.0,0.0,1.0,2.0,693.0,50.0,50.0,52.0,0.0,86.0,50.0,0.0,0.0,-200.0,1986.0,0.0,1.0,0.0,50.0,20.0,1.0,10.0,2.0,1.0,6.0,719.0,-50.0,0.0,40.0,0.0,86.0,0.0
2.0,400.0,-200.0,2586.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,0.0,2.0,3.0,679.0,50.0,100.0,61.0,1.0,86.0,50.0,0.0,0.0,0.0,2436.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,2.0,3.0,99.0,614.0,50.0,100.0,36.0,0.0,0.0,50.0,2.0,200.0,-200.0,2150.0,0.0,0.0,0.0,0.0
2.0,1.0,4.0,1.0,3.0,4.0,724.0,-50.0,0.0,80.0,1.0,0.0,100.0,0.0,0.0,0.0,2250.0,1.0,1.0,0.0,100.0,30.0,1.0,6.0,2.0,3.0,6.0,654.0,50.0,50.0,49.0,0.0,86.0,50.0,0.0,0.0,-200.0,2136.0,0.0,1.0,0.0,50.0,17.0,1.0,1.0,1.0,3.0,1.0,678.0,50.0
50.0,27.0,0.0,0.0,50.0,2.0,100.0,0.0,2300.0,1.0,0.0,0.0,50.0,29.0,0.0,6.0,2.0,3.0,99.0,784.0,-50.0,100.0,23.0,0.0,86.0,50.0,0.0,0.0,0.0,2236.0,0.0,1.0,0.0,50.0,6.0,0.0,7.0,6.0,2.0,99.0,704.0,-50.0,50.0,47.0,0.0,86.0,50.0,1.0,100.0,-200.0
2286.0,0.0,1.0,0.0,50.0,16.0,1.0,3.0,1.0,2.0,6.0,680.0,50.0,100.0,36.0,0.0,0.0,100.0,0.0,0.0,-200.0,2200.0,0.0,0.0,0.0,0.0,29.0,0.0,5.0,3.0,3.0,99.0,663.0,50.0,100.0,50.0,0.0,0.0,100.0,0.0,0.0,-200.0,2100.0,0.0,0.0,0.0,0.0,9.0,1.0,3.0
0.0,1.0,1.0,707.0,-50.0,100.0,47.0,0.0,86.0,50.0,1.0,50.0,0.0,2286.0,0.0,1.0,0.0,50.0,30.0,0.0,3.0,5.0,2.0,99.0,806.0,-50.0,50.0,38.0,0.0,86.0,100.0,0.0,0.0,-200.0,2136.0,0.0,0.0,0.0,0.0,27.0,0.0,3.0,1.0,3.0,99.0,743.0,-50.0,50.0,27.0,0.0
0.0,0.0,0.0,0.0,0.0,2300.0,0.0,0.0,0.0,0.0,9.0,1.0,6.0,2.0,2.0,12.0,681.0,50.0,100.0,18.0,0.0,0.0,100.0,0.0,0.0,0.0,2150.0,0.0,1.0,0.0,50.0,23.0,0.0,9.0,3.0,1.0,99.0,739.0,-50.0,0.0,33.0,0.0,86.0,50.0,1.0,50.0,0.0,2236.0,0.0,1.0
0.0,50.0,10.0,0.0,10.0,2.0,2.0,99.0,746.0,-50.0,0.0,52.0,0.0,86.0,50.0,1.0,100.0,0.0,2286.0,1.0,0.0,0.0,50.0,10.0,1.0,5.0,0.0,2.0,5.0,716.0,-50.0,0.0,43.0,0.0,86.0,50.0,0.0,0.0,0.0,2336.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,5.0,3.0,8.0
750.0,-50.0,100.0,21.0,0.0,0.0,0.0,1.0,100.0,-200.0,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,1.0,6.0,787.0,-50.0,100.0,42.0,0.0,0.0,50.0,1.0,50.0,0.0,2300.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,3.0,10.0,740.0,-50.0,100.0,45.0,0.0,86.0,0.0,1.0
50.0,-200.0,2086.0,0.0,1.0,0.0,50.0,29.0,1.0,8.0,4.0,2.0,4.0,745.0,-50.0,100.0,26.0,0.0,0.0,50.0,0.0,0.0,-200.0,2050.0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,3.0,3.0,2.0,729.0,-50.0,100.0,42.0,0.0,0.0,50.0,0.0,0.0,0.0,2200.0,1.0,0.0,0.0,50.0,21.0
0.0,10.0,1.0,3.0,99.0,837.0,-50.0,100.0,40.0,0.0,86.0,0.0,0.0,0.0,0.0,2336.0,0.0,0.0,0.0,0.0,28.0,0.0,5.0,3.0,3.0,99.0,668.0,50.0,50.0,22.0,0.0,86.0,50.0,0.0,0.0,0.0,2286.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,1.0,3.0,99.0,753.0,-50.0,50.0
45.0,0.0,0.0,50.0,0.0,0.0,0.0,2250.0,0.0,0.0,0.0,0.0,14.0,0.0,8.0,2.0,2.0,99.0,767.0,-50.0,100.0,48.0,0.0,0.0,0.0,1.0,50.0,0.0,2350.0,0.0,0.0,0.0,0.0,15.0,1.0,4.0,2.0,2.0,9.0,696.0,50.0,100.0,56.0,1.0,0.0,0.0,0.0,0.0,-200.0,2000.0
0.0,0.0,0.0,0.0,23.0,1.0,4.0,3.0,3.0,8.0,640.0,50.0,0.0,55.0,1.0,0.0,50.0,0.0,0.0,0.0,2150.0,0.0,0.0,0.0,0.0,19.0,1.0,3.0,2.0,2.0,7.0,752.0,-50.0,0.0,19.0,0.0,86.0,50.0,0.0,0.0,-200.0,2186.0,0.0,1.0,0.0,50.0,10.0,1.0,3.0,2.0
1.0,12.0,661.0,50.0,100.0,25.0,0.0,86.0,100.0,0.0,0.0,0.0,2386.0,0.0,0.0,0.0,0.0,16.0,0.0,5.0,2.0,2.0,99.0,724.0,-50.0,100.0,47.0,0.0,0.0,50.0,2.0,100.0,0.0,2400.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,3.0,14.0,696.0,50.0,50.0,47.0,0.0,86.0
50.0,0.0,0.0,0.0,2336.0,0.0,0.0,0.0,0.0,28.0,0.0,5.0,0.0,3.0,99.0,745.0,-50.0,100.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,2150.0,1.0,0.0,0.0,50.0,7.0,0.0,2.0,1.0,2.0,99.0,779.0,-50.0,100.0,90.0,1.0,0.0,50.0,1.0,50.0,-200.0,2100.0,0.0,0.0,0.0
0.0,11.0,0.0,3.0,2.0,1.0,99.0,736.0,-50.0,100.0,48.0,0.0,0.0,0.0,1.0,50.0,0.0,2200.0,0.0,0.0,0.0,0.0,24.0,0.0,4.0,0.0,1.0,99.0,792.0,-50.0,50.0,57.0,1.0,86.0,100.0,1.0,100.0,0.0,2436.0,1.0,0.0,1.0,100.0,15.0,1.0,5.0,2.0,2.0,11.0,685.0
50.0,50.0,54.0,0.0,0.0,50.0,0.0,0.0,-200.0,1950.0,0.0,0.0,0.0,0.0,13.0,1.0,2.0,2.0,1.0,5.0,775.0,-50.0,0.0,49.0,0.0,0.0,0.0,1.0,100.0,-200.0,2100.0,0.0,0.0,0.0,0.0,19.0,1.0,3.0,1.0,2.0,5.0,706.0,-50.0,100.0,35.0,0.0,0.0,50.0,0.0,0.0
0.0,2250.0,0.0,0.0,0.0,0.0,11.0,1.0,8.0,2.0,3.0,6.0,775.0,-50.0,100.0,51.0,0.0,86.0,100.0,0.0,0.0,-200.0,2086.0,0.0,1.0,0.0,50.0,13.0,1.0,4.0,3.0,2.0,3.0,757.0,-50.0,50.0,28.0,0.0,86.0,50.0,0.0,0.0,-200.0,2036.0,1.0,1.0,0.0,100.0,8.0,1.0
8.0,1.0,1.0,9.0,732.0,-50.0,100.0,36.0,0.0,86.0,0.0,0.0,0.0,0.0,2286.0,0.0,0.0,0.0,0.0,27.0,1.0,6.0,2.0,1.0,2.0,688.0,50.0,0.0,32.0,0.0,86.0,50.0,0.0,0.0,-200.0,2086.0,0.0,0.0,0.0,0.0,22.0,0.0,6.0,1.0,1.0,99.0,705.0,-50.0,50.0,41.0
0.0,86.0,50.0,0.0,0.0,0.0,2386.0,0.0,1.0,0.0,50.0,29.0,0.0,3.0,3.0,1.0,99.0,686.0,50.0,100.0,74.0,1.0,0.0,50.0,1.0,50.0,0.0,2200.0,0.0,0.0,0.0,0.0,26.0,0.0,3.0,3.0,2.0,99.0,709.0,-50.0,0.0,18.0,0.0,0.0,50.0,1.0,200.0,0.0,2400.0,1.0
1.0,0.0,100.0,27.0,1.0,3.0,1.0,2.0,3.0,645.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,-200.0,1950.0,0.0,0.0,0.0,0.0,10.0,1.0,5.0,3.0,2.0,13.0,746.0,-50.0,50.0,18.0,0.0,0.0,100.0,0.0,0.0,0.0,2250.0,0.0,0.0,1.0,50.0,16.0,1.0,4.0,3.0,2.0
3.0,750.0,-50.0,100.0,32.0,0.0,86.0,50.0,1.0,50.0,0.0,2336.0,0.0,1.0,0.0,50.0,17.0,1.0,6.0,1.0,3.0,5.0,727.0,-50.0,100.0,56.0,1.0,0.0,50.0,0.0,0.0,0.0,2150.0,0.0,0.0,0.0,0.0,17.0,1.0,3.0,0.0,3.0,6.0,717.0,-50.0,0.0,40.0,0.0,86.0,0.0
2.0,100.0,-200.0,2136.0,0.0,0.0,0.0,0.0,13.0,1.0,8.0,1.0,2.0,10.0,752.0,-50.0,50.0,23.0,0.0,86.0,0.0,0.0,0.0,0.0,2236.0,1.0,0.0,0.0,50.0,13.0,1.0,9.0,2.0,3.0,13.0,814.0,-50.0,100.0,29.0,0.0,86.0,0.0,0.0,0.0,0.0,2086.0,1.0,1.0,0.0,100.0
15.0,0.0,3.0,0.0,2.0,99.0,703.0,-50.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,-200.0,2000.0,0.0,0.0,1.0,50.0,12.0,1.0,1.0,1.0,1.0,6.0,741.0,-50.0,100.0,29.0,0.0,0.0,100.0,0.0,0.0,-200.0,2100.0,0.0,0.0,0.0,0.0,11.0,1.0,3.0,2.0,1.0,14.0,708.0,-50.0
100.0,43.0,0.0,86.0,50.0,1.0,50.0,0.0,2336.0,1.0,0.0,0.0,50.0,1.0,1.0,6.0,3.0,3.0,10.0,627.0,50.0,0.0,40.0,0.0,0.0,0.0,2.0,100.0,-200.0,2200.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,3.0,2.0,99.0,695.0,50.0,100.0,30.0,0.0,86.0,0.0,0.0,0.0,0.0
2286.0,0.0,0.0,1.0,50.0,18.0,1.0,8.0,4.0,2.0,3.0,653.0,50.0,50.0,72.0,1.0,86.0,0.0,1.0,200.0,0.0,2486.0,0.0,0.0,0.0,0.0,28.0,0.0,3.0,2.0,2.0,99.0,725.0,-50.0,100.0,49.0,0.0,0.0,100.0,0.0,0.0,0.0,2250.0,0.0,1.0,0.0,50.0,12.0,0.0,7.0
2.0,2.0,99.0,765.0,-50.0,100.0,18.0,0.0,0.0,50.0,1.0,100.0,0.0,2250.0,1.0,1.0,0.0,100.0,26.0,1.0,0.0,1.0,2.0,12.0,771.0,-50.0,100.0,42.0,0.0,0.0,50.0,1.0,50.0,-200.0,2000.0,0.0,0.0,1.0,50.0,1.0,0.0,2.0,2.0,3.0,99.0,708.0,-50.0,50.0,30.0,0.0
0.0,0.0,0.0,0.0,0.0,2250.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,3.0,2.0,4.0,668.0,50.0,50.0,52.0,0.0,0.0,50.0,2.0,100.0,0.0,2300.0,0.0,0.0,0.0,0.0,20.0,1.0,9.0,2.0,1.0,2.0,850.0,-50.0,50.0,28.0,0.0,0.0,0.0,1.0,50.0,0.0,2150.0,0.0,0.0
