Product_ID,Product_Name,Category,Sub_Category,Customer_Gender,Negative,Neutral,Positive,Very Positive,Extra_Feature_1,Extra_Feature_2,Extra_Feature_3,Extra_Feature_4,Extra_Feature_5,Extra_Feature_6,Extra_Feature_7,Extra_Feature_8,Extra_Feature_9,Extra_Feature_10,Extra_Feature_11,Extra_Feature_12,Extra_Feature_13,Extra_Feature_14,Extra_Feature_15,Extra_Feature_16,Extra_Feature_17,Extra_Feature_18,Extra_Feature_19,Extra_Feature_20,Extra_Feature_21,Extra_Feature_22,Extra_Feature_23,Extra_Feature_24,Extra_Feature_25,Extra_Feature_26,Extra_Feature_27,Extra_Feature_28,Extra_Feature_29,Extra_Feature_30,Extra_Feature_31,Extra_Feature_32,Extra_Feature_33,Extra_Feature_34,Extra_Feature_35,Extra_Feature_36,Extra_Feature_37,Extra_Feature_38,Extra_Feature_39,Extra_Feature_40,Extra_Feature_41
752.58,981.77,836.77,437.2,242.88,174.51,1385.69,279.85,353.69,180.26,611.7,197.69,143.46,296.99,163.78,206.37,411.2,24.97,154.66,100.3,36.81,17.44,36.93,108.83,675.11,276.55,320.6,1435.01,790.22,1424.86,319.01,424.55,167.61,1289.44,1276.78,109.78,959.05,689.84,489.21,116.81,723.38,234.97,677.28,649.01,172.6,119.39,258.28,1309.08,188.89,1243.83
921.66,427.68,1394.18,830.96,102.74,1301.63,78.53,198.19,279.88,988.36,1241.55,734.26,89.42,78.56,717.4,162.52,39.89,1212.81,720.74,126.71,61.37,341.63,60.48,549.55,818.47,113.99,663.52,590.38,468.12,533.28,109.96,613.13,428.12,27.46,43.2,1060.33,94.64,667.47,546.77,221.36,582.05,739.77,940.08,607.48,647.84,383.02,120.0,673.05,145.33,961.93
845.27,874.12,182.4,130.01,145.04,48.37,1163.46,35.15,541.13,179.11,255.56,408.72,48.26,1372.97,464.5,52.91,118.45,307.71,146.77,13.66,270.7,266.29,957.55,127.01,44.65,880.56,281.92,620.11,762.22,1074.88,199.66,785.39,164.18,79.67,156.8,40.91,868.16,280.75,709.5,805.33,299.59,103.27,1181.01,301.55,1171.87,177.67,71.19,475.24,15.78,698.67
303.87,73.53,7.98,143.98,283.94,305.12,411.99,1150.13,168.49,349.04,493.25,89.9,39.27,878.34,367.91,300.51,632.62,204.78,131.1,450.68,927.61,844.24,521.31,1334.06,175.87,391.98,56.28,181.58,1324.04,329.63,306.89,423.51,591.08,48.86,391.49,732.08,624.15,66.28,178.45,658.49,1345.61,1346.77,57.35,354.26,56.57,141.9,719.68,723.8,1195.47,210.23
762.31,191.01,1042.13,98.0,1232.68,759.9,433.81,458.08,726.17,1373.31,912.22,278.1,139.91,66.87,152.37,16.87,199.96,1453.6,37.13,179.27,747.56,476.44,351.37,1482.86,944.59,1459.54,194.65,94.75,1051.22,396.72,360.71,80.33,1468.27,153.51,403.35,177.4,673.06,758.11,1380.66,979.28,734.77,60.51,80.2,290.76,281.65,931.27,794.22,425.81,221.5,255.27
761.0,28.9,1132.72,1192.7,113.37,1107.84,1019.29,702.69,380.12,155.47,631.37,315.62,22.13,600.77,777.86,1238.29,1376.12,114.95,926.22,116.11,35.25,118.58,38.56,181.09,104.0,114.53,102.37,36.61,596.6,144.81,185.87,472.56,74.05,187.24,692.94,639.22,901.0,100.87,435.31,903.46,124.11,594.48,163.78,156.39,1480.93,670.09,1376.74,44.28,238.4,113.01
181.88,1166.18,899.29,785.22,101.05,144.97,140.26,1104.49,151.04,31.79,874.18,658.45,86.42,367.56,124.57,820.77,316.1,72.27,29.51,852.78,30.76,434.57,112.2,58.59,30.89,31.78,936.19,187.27,547.27,1087.12,106.99,827.66,207.34,193.38,496.06,22.9,65.48,514.32,145.34,188.46,82.86,600.03,252.22,185.19,480.52,175.28,1054.3,845.67,993.62,193.33
189.76,149.31,97.7,641.61,1092.1,119.4,666.62,1253.03,1254.13,1349.1,790.08,247.09,107.73,70.91,659.62,477.84,397.19,598.66,106.52,164.91,132.32,795.88,215.47,62.58,130.75,110.79,541.86,259.46,681.73,1462.99,245.62,988.27,123.64,12.58,515.02,662.23,1427.97,719.48,42.82,889.57,538.09,497.73,38.56,546.52,192.17,349.48,97.33,204.5,731.94,956.58
657.3,847.33,359.7,744.13,729.13,286.93,498.91,68.67,172.23,19.14,131.69,1374.29,131.42,127.92,190.72,296.94,536.34,786.57,1113.54,1093.5,41.4,1426.04,665.01,868.15,484.85,449.7,201.0,529.77,129.15,711.97,493.17,160.31,603.81,287.87,1043.99,1247.53,134.19,681.1,871.29,40.62,83.57,43.85,1448.39,33.74,34.96,156.99,9.06,113.15,1490.48,200.46
376.26,577.46,190.35,530.33,98.14,81.12,1141.94,865.51,70.85,368.6,64.31,461.91,269.86,480.21,1347.2,124.54,285.91,88.23,71.16,75.26,1007.8,195.34,557.78,124.25,55.54,118.33,106.64,1366.63,460.4,186.96,513.4,445.73,1138.14,130.25,448.88,1299.31,779.34,543.54,125.67,195.68,299.07,725.8,965.73,176.6,837.13,186.18,502.63,166.49,27.6,151.98
105.63,145.39,515.85,27.53,121.13,201.61,92.89,58.13,607.45,547.46,10.28,107.03,1003.72,162.82,543.54,39.4,835.37,49.16,958.57,12.88,164.82,239.99,941.34,146.56,783.43,304.19,69.96,1326.65,471.55,156.95,175.38,185.23,511.16,559.0,148.3,182.21,75.06,189.86,47.84,704.47,151.92,108.61,1335.93,699.9,72.33,1406.83,153.01,82.49,1163.34,556.9
338.36,1493.29,488.43,229.48,123.51,764.44,572.64,679.59,354.98,61.47,861.93,642.51,730.76,165.82,768.27,375.58,134.07,967.75,1163.5,137.03,281.73,167.08,62.67,186.96,377.42,192.94,257.58,30.04,188.64,828.27,170.67,330.78,80.5,184.33,314.19,132.81,72.22,115.85,354.94,58.93,392.97,57.64,1445.82,121.46,16.49,104.85,281.88,450.96,894.06,188.53
156.93,76.97,5.36,530.47,1116.16,130.57,1280.37,415.59,201.05,222.01,1394.3,32.49,29.23,61.97,418.94,156.68,63.07,1098.98,129.37,934.27,10.82,45.26,462.88,1061.41,746.44,85.28,946.46,108.22,55.73,145.52,265.95,200.48,111.5,905.06,127.47,766.4,779.46,73.26,38.16,699.92,1490.64,845.39,171.19,191.06,182.23,839.23,946.0,733.53,384.31,993.62
309.45,372.96,170.83,178.43,115.44,1427.79,97.33,979.0,112.6,710.07,32.87,72.98,23.04,668.17,280.83,324.66,102.27,565.08,762.78,63.77,7.7,369.15,710.92,18.38,868.88,123.56,768.54,1085.06,1246.13,169.56,1323.08,874.38,51.56,161.47,1492.14,394.73,1018.47,546.57,644.27,343.89,778.57,345.29,123.28,1445.2,139.94,1307.79,109.47,55.09,543.08,138.74
266.15,182.03,20.02,664.14,95.45,114.65,321.11,309.82,669.28,127.02,1081.84,75.54,60.21,782.39,155.75,166.89,199.39,24.17,109.82,50.23,992.63,96.53,983.86,1163.19,666.11,893.51,704.07,487.43,115.29,166.81,69.18,157.87,407.47,74.56,229.73,72.33,1445.59,515.9,1203.45,325.64,164.27,860.66,24.23,1074.03,428.53,587.98,148.55,1479.2,743.5,52.1
502.39,830.17,152.46,426.57,21.57,190.63,307.13,72.31,196.25,142.5,775.73,664.19,100.7,104.26,1171.59,596.48,846.78,89.73,1093.12,163.85,47.24,1132.18,108.13,155.43,177.02,126.19,60.05,1113.19,119.41,573.69,595.81,51.67,125.67,940.36,182.5,867.16,514.31,261.89,419.7,159.58,1411.52,272.68,1165.04,717.29,546.7,1483.66,145.77,603.96,171.78,413.72
168.74,107.87,701.92,694.71,858.04,648.71,1283.26,1016.76,459.48,443.37,49.1,340.52,1176.95,152.09,198.33,762.8,162.69,41.97,293.2,1295.92,27.73,551.15,950.24,1374.35,793.63,783.8,145.67,490.86,894.53,868.08,91.13,716.43,298.64,702.72,809.51,148.89,57.07,70.86,105.64,51.14,826.45,700.09,947.86,334.51,263.55,21.68,193.84,894.45,82.41,636.39
146.23,78.89,178.83,300.06,175.12,1397.55,1191.03,446.73,100.2,122.29,83.87,584.04,567.61,349.6,55.94,194.29,56.63,1007.17,956.08,76.82,823.75,62.51,90.33,64.44,251.28,16.75,1067.48,167.22,198.72,918.98,137.65,385.48,20.65,183.37,838.52,514.34,425.83,946.54,458.58,151.66,1082.49,64.43,41.33,100.24,848.17,1113.03,396.85,432.8,165.33,192.81
142.04,108.79,99.11,86.43,89.69,1036.08,1310.38,185.37,896.37,216.5,51.23,1121.64,292.43,103.98,46.43,460.26,172.52,397.62,944.15,138.53,76.71,761.35,464.79,83.58,68.17,422.46,770.03,1072.6,243.96,360.44,441.27,35.43,623.54,167.11,315.18,945.92,21.88,160.71,527.41,491.98,374.04,189.89,611.69,431.82,449.7,347.98,107.83,205.93,766.14,116.05
849.05,368.94,983.9,1210.93,1279.0,348.8,294.04,183.82,1035.42,1098.77,1328.55,19.05,1416.48,56.01,19.25,375.45,265.34,117.6,796.06,765.82,47.12,1238.5,1103.38,107.56,827.61,410.34,1486.94,293.74,91.18,152.82,460.68,62.5,217.28,1357.69,1373.11,97.59,449.47,592.39,866.39,198.81,661.52,583.25,101.28,66.44,67.54,187.19,123.75,488.91,93.74,65.5
1035.27,171.37,391.89,1202.71,158.12,563.73,1055.63,1453.23,117.35,660.79,120.86,1057.95,399.13,625.83,961.61,145.89,73.55,299.34,402.95,1306.31,137.95,1473.65,489.81,430.02,733.5,223.31,827.28,192.65,362.64,634.9,29.04,1368.76,82.99,574.91,180.27,130.33,116.63,436.16,915.4,510.92,257.49,977.0,122.27,149.55,108.38,110.64,320.43,229.57,1416.13,270.12
382.87,302.64,308.84,166.21,942.64,627.41,936.85,30.43,146.95,36.04,1134.48,134.72,114.08,316.83,550.44,560.7,35.41,525.17,22.63,76.39,392.37,179.02,1328.69,205.69,1476.11,848.88,116.47,66.63,33.38,152.34,1107.07,15.39,117.86,841.52,261.59,339.27,166.89,500.11,520.2,64.29,429.65,1031.79,653.58,1084.51,361.01,510.74,387.41,162.91,457.55,1491.56
22.63,320.2,660.99,1273.54,1430.51,788.14,908.02,199.52,117.0,322.02,297.4,115.53,193.47,59.23,280.17,412.79,63.84,158.53,1073.68,138.0,167.2,155.83,1451.76,516.15,72.12,305.71,169.83,534.76,293.63,569.88,96.38,180.57,143.57,416.04,350.87,53.9,537.91,1024.54,383.07,503.2,446.68,182.27,722.91,75.07,136.07,17.0,999.57,117.34,994.82,138.1
1165.15,401.43,782.7,60.53,137.88,35.5,511.1,342.6,239.38,51.81,152.12,123.58,53.04,73.43,196.75,110.09,981.65,126.99,809.4,657.93,113.52,30.82,1008.99,524.05,557.75,674.94,695.28,383.93,77.55,1499.72,820.91,954.01,173.31,826.12,958.24,856.49,1373.9,1293.08,115.12,456.02,1475.72,71.37,207.7,586.57,664.42,1082.32,75.91,355.21,125.45,896.06
1032.76,57.51,106.34,15.98,186.08,106.09,698.75,433.45,103.51,294.68,482.24,737.79,1261.55,30.35,357.72,778.3,10.39,187.5,1034.1,62.57,1481.25,115.92,294.53,344.98,34.34,169.91,691.83,130.46,173.82,554.43,620.51,600.84,129.04,894.9,1153.81,154.11,157.17,943.03,46.15,144.03,580.27,1172.66,523.31,1474.92,238.55,383.97,520.96,783.1,57.28,77.0
1118.86,99.11,546.51,663.26,938.43,655.61,608.94,74.18,474.76,299.73,721.05,77.15,149.56,54.28,17.8,507.37,57.6,239.32,392.52,100.64,183.61,24.26,213.18,887.67,526.48,78.59,142.6,85.38,707.4,855.43,693.91,200.55,782.89,1099.1,713.37,466.36,58.12,65.62,128.91,659.81,136.94,83.85,642.52,517.81,479.84,11.32,548.96,77.36,244.83,1213.08
514.16,1109.45,57.02,710.82,175.89,152.06,438.68,95.62,103.19,93.19,155.29,83.0,81.91,731.03,782.23,585.02,537.3,750.21,103.66,465.25,36.74,540.47,87.69,287.62,141.67,77.07,100.05,118.8,92.33,455.97,663.08,78.27,138.28,663.08,348.2,44.74,75.52,876.35,634.18,881.16,821.97,199.1,358.52,1266.61,302.35,15.35,162.02,116.0,169.88,183.27
133.21,123.28,75.06,180.72,366.04,355.82,742.48,121.86,656.85,80.97,166.87,132.71,1188.64,199.6,1476.34,1241.34,168.54,521.64,138.89,55.59,918.08,806.88,362.66,121.79,198.79,524.75,987.91,55.24,89.02,378.38,524.63,18.66,377.41,47.96,315.99,431.25,82.14,454.37,101.88,161.53,1335.19,825.19,88.0,1263.76,162.42,429.19,150.87,30.71,1168.31,451.67
1495.66,142.47,1353.12,800.42,1341.18,123.34,1258.96,1427.37,43.14,120.05,1048.84,121.09,124.53,694.54,83.56,32.62,746.1,200.69,536.45,845.7,1202.46,511.78,1267.51,905.28,1429.17,1151.12,275.52,1094.36,987.09,311.79,1142.88,734.38,614.13,28.62,100.98,232.56,616.53,504.66,44.54,191.21,927.93,77.31,60.12,254.72,103.32,69.57,706.34,938.88,866.72,163.47
672.05,377.42,19.75,705.52,1399.86,212.7,652.11,1490.11,658.67,139.49,617.12,1443.1,587.22,696.32,908.69,298.09,1114.39,745.88,242.22,1143.41,342.19,1195.52,145.98,177.21,764.52,98.95,1228.06,362.62,152.77,494.83,207.49,83.73,69.99,838.28,928.52,336.23,1435.23,814.46,796.69,612.15,880.8,1181.25,65.96,191.25,192.45,693.16,327.03,85.04,393.04,487.39
140.55,426.32,30.63,968.14,83.4,61.64,198.19,1017.56,86.41,49.84,194.32,225.15,424.99,23.58,148.68,390.72,56.11,127.63,288.08,45.88,49.49,1252.42,324.21,529.38,81.42,1280.27,173.6,188.46,898.17,773.83,741.73,983.77,1004.87,261.05,39.21,878.98,1112.04,785.16,328.25,671.92,174.24,1034.41,1346.06,38.48,331.57,549.29,96.2,30.71,802.2,845.26
646.0,472.92,323.07,349.26,1394.56,624.9,115.17,1488.81,254.13,198.7,84.75,581.26,177.99,50.89,271.44,169.24,1302.53,192.82,606.53,39.47,53.53,94.9,445.22,102.9,227.35,83.65,346.22,771.91,629.88,91.9,1133.66,841.71,101.2,723.44,663.43,34.14,731.22,862.9,1445.77,873.6,1498.99,453.59,62.88,424.3,964.56,1498.98,905.47,350.74,174.13,667.76
175.77,1199.61,1212.2,832.59,341.17,1131.27,837.93,459.91,987.11,935.79,59.88,1185.82,36.52,986.51,141.09,753.21,343.25,1326.58,281.37,405.0,138.2,688.35,143.74,325.6,270.23,64.6,109.01,589.22,149.28,778.52,21.48,87.8,457.42,1166.36,172.71,642.55,77.57,162.46,542.73,839.16,121.7,43.24,512.38,312.94,1397.09,130.92,584.27,402.0,15.74,188.08
66.18,910.28,714.3,239.01,141.34,397.08,197.55,1383.39,112.33,116.16,764.57,46.74,1307.9,1208.06,574.83,174.68,740.51,162.01,339.56,164.1,533.43,1350.74,1052.15,175.92,593.35,480.31,311.34,23.06,96.93,351.92,540.14,950.21,155.02,930.25,165.91,51.11,431.19,16.89,205.31,761.88,1027.24,126.69,76.93,107.48,1266.62,161.62,36.44,1194.66,771.64,24.91
735.35,693.38,1234.75,777.28,184.28,195.86,579.47,51.98,478.23,1057.88,1412.17,153.69,658.15,161.23,564.23,151.25,453.63,877.37,266.53,986.7,172.08,282.96,936.75,282.36,450.0,1459.82,532.97,350.32,26.07,88.4,85.69,387.77,333.22,1306.64,9.64,679.06,1079.04,468.45,945.79,85.81,218.22,150.4,667.89,196.07,691.58,652.22,521.07,657.05,741.57,286.56
55.81,560.16,626.19,999.47,332.84,123.77,780.18,833.77,606.64,1157.65,349.59,83.35,138.5,652.86,94.92,84.64,982.39,931.69,133.07,514.82,460.39,1087.27,1196.34,53.61,112.12,96.98,63.61,143.7,316.82,130.55,73.78,132.8,185.04,47.02,984.28,58.44,445.29,1163.61,75.44,46.81,557.19,508.08,449.96,459.42,83.21,308.66,30.08,100.18,86.36,1102.35
874.76,280.69,133.43,217.21,703.73,382.96,197.63,1103.9,131.54,192.33,23.91,36.8,86.96,96.12,950.15,865.94,1065.72,1249.41,166.93,1069.21,585.01,495.69,94.33,508.29,578.94,647.31,1187.1,120.62,166.92,117.63,39.46,1484.98,732.84,723.07,468.65,199.29,411.37,316.97,780.82,662.12,422.68,551.96,366.63,198.23,194.9,229.34,179.2,58.45,92.0,165.1
506.15,654.8,670.1,80.49,197.0,900.54,956.73,610.16,1432.24,592.8,236.57,169.46,25.04,546.85,29.65,358.17,271.73,26.19,407.56,549.09,287.12,1337.75,1240.06,22.77,370.66,136.5,72.77,480.23,174.24,486.03,321.92,174.52,975.32,816.68,54.01,723.78,694.16,904.69,593.31,1067.54,149.33,188.09,788.4,299.27,716.1,49.89,437.09,715.74,158.57,658.5
