Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price,Extra_Feature_1,Extra_Feature_2,Extra_Feature_3,Extra_Feature_4,Extra_Feature_5,Extra_Feature_6,Extra_Feature_7,Extra_Feature_8,Extra_Feature_9,Extra_Feature_10,Extra_Feature_11,Extra_Feature_12,Extra_Feature_13,Extra_Feature_14,Extra_Feature_15,Extra_Feature_16,Extra_Feature_17,Extra_Feature_18,Extra_Feature_19,Extra_Feature_20,Extra_Feature_21,Extra_Feature_22,Extra_Feature_23,Extra_Feature_24,Extra_Feature_25,Extra_Feature_26,Extra_Feature_27,Extra_Feature_28,Extra_Feature_29,Extra_Feature_30,Extra_Feature_31,Extra_Feature_32,Extra_Feature_33,Extra_Feature_34,Extra_Feature_35,Extra_Feature_36,Extra_Feature_37,Extra_Feature_38,Extra_Feature_39,Extra_Feature_40
163543.0,5.0,4.0,7629.0,2021.0,2.7,283597.0,2.0,2.0,7428.0,2021.0,3.6,79401.0,4.0,3.0,13911.0,2007.0,3.4,125769.0,3.0,1.0,9084.0,2009.0,4.1,67077.0,2.0,5.0,9558.0,2007.0,2.3,76257.0,2.0,3.0,8974.0,2010.0,1.2,220484.0,4.0,4.0,7390.0,2010.0,4.7,155338.0,5.0,1.0,8693.0,2006.0,3.1,135166.0,5.0
1.0,9796.0,2009.0,2.4,22624.0,4.0,4.0,10247.0,2002.0,3.2,106780.0,2.0,5.0,8264.0,2017.0,2.3,40455.0,4.0,1.0,12690.0,2007.0,1.1,261935.0,4.0,2.0,2061.0,2015.0,2.2,164031.0,4.0,5.0,9519.0,2018.0,4.8,108824.0,3.0,4.0,14623.0,2001.0,4.3,67506.0,3.0,4.0,7349.0,2013.0,1.5,198747.0,5.0,4.0,8025.0
2004.0,1.3,189304.0,5.0,1.0,6313.0,2019.0,3.1,171550.0,3.0,5.0,9469.0,2011.0,4.8,49802.0,2.0,4.0,14703.0,2006.0,4.9,32528.0,4.0,3.0,12149.0,2002.0,3.3,252871.0,3.0,2.0,4442.0,2010.0,3.6,37887.0,5.0,5.0,9942.0,2003.0,1.5,243023.0,2.0,3.0,5139.0,2011.0,5.0,125014.0,4.0,5.0,11399.0,2007.0,2.0
225309.0,2.0,5.0,7193.0,2012.0,1.5,19946.0,5.0,4.0,10801.0,2016.0,1.5,34256.0,4.0,3.0,11714.0,2007.0,2.1,48326.0,5.0,4.0,9333.0,2018.0,3.9,22059.0,4.0,3.0,15458.0,2016.0,3.1,82589.0,2.0,3.0,11848.0,2005.0,3.5,254719.0,4.0,4.0,5005.0,2012.0,2.8,22534.0,5.0,2.0,10049.0,2009.0,3.3,105672.0,5.0
2.0,9986.0,2013.0,3.5,184223.0,2.0,1.0,9815.0,2012.0,3.4,66901.0,3.0,3.0,13261.0,2014.0,2.8,277899.0,2.0,5.0,5542.0,2010.0,4.5,93756.0,3.0,1.0,10724.0,2005.0,3.8,159958.0,5.0,2.0,9700.0,2020.0,2.7,130146.0,2.0,3.0,11697.0,2017.0,3.4,184285.0,4.0,3.0,8914.0,2001.0,1.1,221586.0,3.0,5.0,2068.0
2005.0,2.1,40020.0,5.0,2.0,10399.0,2017.0,3.3,201512.0,4.0,3.0,11969.0,2014.0,1.3,180373.0,5.0,5.0,5992.0,2014.0,4.7,114382.0,5.0,3.0,10712.0,2003.0,1.9,211135.0,5.0,1.0,4177.0,2007.0,2.0,118689.0,5.0,1.0,5826.0,2017.0,3.4,149589.0,2.0,2.0,9608.0,2022.0,1.4,84573.0,3.0,4.0,12408.0,2004.0,1.8
149851.0,4.0,2.0,4102.0,2002.0,2.4,122979.0,3.0,5.0,6140.0,2018.0,1.6,180019.0,3.0,5.0,7499.0,2001.0,4.7,107974.0,3.0,3.0,6940.0,2003.0,2.2,17393.0,3.0,5.0,7852.0,2001.0,2.6,74.0,2.0,2.0,8998.0,2014.0,1.2,215776.0,4.0,4.0,8684.0,2022.0,4.1,15423.0,4.0,3.0,15491.0,2009.0,2.1,216808.0,5.0
1.0,6063.0,2001.0,4.2,271492.0,5.0,3.0,6670.0,2017.0,2.7,23058.0,2.0,3.0,14938.0,2015.0,4.9,292193.0,5.0,2.0,9656.0,2020.0,1.2,100045.0,5.0,5.0,9299.0,2018.0,3.5,230823.0,3.0,5.0,9883.0,2020.0,2.9,123389.0,4.0,4.0,13032.0,2020.0,2.7,87168.0,5.0,3.0,12556.0,2016.0,3.2,253949.0,5.0,1.0,7021.0
2001.0,4.1,88202.0,2.0,5.0,6735.0,2010.0,4.6,89735.0,5.0,5.0,10905.0,2015.0,4.3,190674.0,4.0,1.0,9086.0,2007.0,3.0,45399.0,3.0,1.0,8292.0,2015.0,3.5,118075.0,2.0,3.0,9738.0,2023.0,1.8,212962.0,2.0,4.0,10540.0,2000.0,1.8,222734.0,3.0,4.0,2445.0,2000.0,4.8,158249.0,2.0,2.0,9235.0,2008.0,4.4
268020.0,5.0,1.0,5539.0,2015.0,3.0,102552.0,3.0,3.0,11548.0,2004.0,3.9,96421.0,4.0,5.0,10771.0,2018.0,2.2,227142.0,5.0,3.0,9657.0,2002.0,1.7,265079.0,4.0,4.0,2598.0,2001.0,3.3,258462.0,4.0,4.0,4530.0,2007.0,1.6,84889.0,4.0,3.0,8102.0,2023.0,4.6,193427.0,3.0,1.0,13231.0,2020.0,3.4,15353.0,3.0
4.0,15692.0,2022.0,3.0,95078.0,5.0,2.0,13298.0,2003.0,4.2,92303.0,4.0,1.0,8853.0,2011.0,1.1,122843.0,2.0,5.0,6043.0,2006.0,3.3,203140.0,3.0,1.0,6137.0,2019.0,1.5,299007.0,2.0,2.0,7819.0,2000.0,3.6,71037.0,2.0,2.0,7279.0,2017.0,4.3,190312.0,5.0,2.0,9693.0,2003.0,2.3,138463.0,5.0,1.0,6030.0
2011.0,4.2,49206.0,5.0,5.0,11615.0,2009.0,1.8,115364.0,2.0,1.0,8292.0,2021.0,3.3,291239.0,5.0,2.0,9375.0,2000.0,4.2,270079.0,5.0,2.0,2898.0,2015.0,2.4,260513.0,4.0,5.0,5789.0,2016.0,3.7,191330.0,5.0,2.0,8773.0,2019.0,3.9,133300.0,4.0,1.0,13034.0,2020.0,3.6,51251.0,5.0,5.0,13674.0,2021.0,1.7
48231.0,5.0,2.0,11135.0,2013.0,2.2,196832.0,3.0,1.0,9763.0,2023.0,4.3,49540.0,4.0,2.0,14309.0,2014.0,2.2,47950.0,3.0,1.0,13041.0,2014.0,4.0,237177.0,2.0,4.0,7556.0,2011.0,4.9,285572.0,2.0,4.0,6588.0,2017.0,3.6,263823.0,5.0,4.0,7523.0,2020.0,2.3,134572.0,4.0,1.0,11208.0,2019.0,3.7,234754.0,2.0
2.0,10804.0,2019.0,3.2,248880.0,5.0,5.0,10022.0,2010.0,1.6,36425.0,3.0,4.0,7971.0,2001.0,4.2,189692.0,3.0,5.0,6806.0,2001.0,4.8,107723.0,2.0,3.0,9045.0,2023.0,3.4,177464.0,4.0,3.0,10850.0,2011.0,2.8,104757.0,3.0,5.0,8104.0,2017.0,2.6,108462.0,2.0,1.0,13130.0,2022.0,3.1,28342.0,3.0,5.0,15733.0
2016.0,2.8,218978.0,2.0,1.0,9820.0,2018.0,3.9,216924.0,5.0,3.0,11061.0,2014.0,2.8,136710.0,5.0,1.0,10365.0,2001.0,4.1,187046.0,2.0,3.0,4759.0,2005.0,2.7,45510.0,2.0,3.0,9889.0,2003.0,1.4,267644.0,3.0,3.0,2547.0,2002.0,4.8,248863.0,2.0,1.0,6022.0,2022.0,1.6,112224.0,2.0,1.0,11555.0,2012.0,4.1
269110.0,5.0,5.0,7417.0,2006.0,1.1,71600.0,2.0,2.0,8068.0,2020.0,2.3,167084.0,3.0,4.0,11058.0,2018.0,3.0,209783.0,2.0,4.0,9304.0,2000.0,2.4,122782.0,5.0,3.0,7544.0,2018.0,3.5,44918.0,4.0,3.0,14101.0,2011.0,3.3,59350.0,5.0,1.0,10513.0,2005.0,4.4,124854.0,4.0,2.0,9002.0,2002.0,1.7,129658.0,4.0
2.0,4806.0,2017.0,5.0,174286.0,4.0,1.0,12714.0,2009.0,4.5,119948.0,3.0,3.0,10401.0,2000.0,3.8,63543.0,5.0,1.0,6629.0,2005.0,3.9,123959.0,2.0,3.0,7020.0,2020.0,1.7,119413.0,3.0,3.0,10911.0,2002.0,4.6,28405.0,5.0,4.0,12231.0,2010.0,3.8,19071.0,3.0,1.0,12018.0,2017.0,1.8,96482.0,5.0,5.0,9070.0
2015.0,2.3,207427.0,4.0,5.0,8751.0,2012.0,2.6,291400.0,5.0,2.0,4472.0,2023.0,2.1,41573.0,5.0,4.0,13768.0,2003.0,3.3,100141.0,2.0,3.0,8797.0,2012.0,1.4,128584.0,3.0,5.0,6528.0,2003.0,4.9,299066.0,4.0,3.0,5418.0,2004.0,1.2,141943.0,4.0,1.0,5161.0,2015.0,4.2,263711.0,3.0,2.0,9025.0,2010.0,3.4
281978.0,3.0,2.0,7360.0,2002.0,1.7,214459.0,5.0,1.0,4110.0,2002.0,1.8,159351.0,2.0,3.0,5312.0,2000.0,2.8,280108.0,5.0,3.0,2000.0,2011.0,2.8,178509.0,4.0,4.0,7629.0,2004.0,4.0,17140.0,5.0,2.0,8957.0,2017.0,2.6,280103.0,4.0,5.0,7697.0,2012.0,4.1,97971.0,5.0,1.0,12340.0,2010.0,4.6,226022.0,3.0
3.0,10679.0,2004.0,2.6,88330.0,2.0,4.0,7633.0,2012.0,4.7,251019.0,2.0,3.0,9379.0,2021.0,1.4,115527.0,4.0,1.0,10489.0,2020.0,4.1,65158.0,3.0,1.0,15396.0,2011.0,4.6,136182.0,3.0,2.0,9276.0,2018.0,3.3,171346.0,2.0,1.0,10373.0,2011.0,3.9,31189.0,3.0,3.0,12176.0,2019.0,3.6,98479.0,3.0,2.0,11430.0
2010.0,1.2,214493.0,5.0,3.0,7510.0,2023.0,5.0,238324.0,5.0,2.0,11233.0,2000.0,3.3,194043.0,3.0,4.0,3519.0,2022.0,4.6,226584.0,2.0,4.0,11768.0,2017.0,2.6,233248.0,5.0,1.0,9635.0,2007.0,3.7,213520.0,4.0,3.0,9129.0,2019.0,1.4,280967.0,2.0,3.0,7080.0,2006.0,2.7,51538.0,2.0,2.0,8569.0,2001.0,4.9
70195.0,2.0,2.0,7896.0,2015.0,4.4,139468.0,5.0,4.0,11210.0,2005.0,3.1,42542.0,2.0,4.0,8849.0,2020.0,2.3,192030.0,4.0,1.0,9559.0,2023.0,3.4,19096.0,3.0,2.0,15018.0,2002.0,4.7,273477.0,4.0,4.0,3930.0,2012.0,1.7,18936.0,2.0,4.0,9021.0,2009.0,2.3,182780.0,2.0,2.0,5444.0,2019.0,4.6,141392.0,3.0
5.0,13072.0,2009.0,3.1,65564.0,2.0,4.0,8588.0,2017.0,1.6,125535.0,4.0,3.0,10289.0,2004.0,3.0,215571.0,3.0,5.0,5988.0,2021.0,3.9,217374.0,2.0,4.0,11452.0,2004.0,4.0,173201.0,4.0,2.0,8335.0,2019.0,3.2,158300.0,3.0,2.0,9834.0,2022.0,4.8,117267.0,2.0,4.0,14154.0,2014.0,2.0,181881.0,5.0,5.0,8162.0
2017.0,1.6,46400.0,3.0,3.0,11872.0,2005.0,4.2,125377.0,4.0,1.0,7292.0,2018.0,5.0,142084.0,3.0,2.0,11658.0,2014.0,1.7,95579.0,3.0,3.0,8088.0,2002.0,4.3,275483.0,4.0,1.0,3490.0,2004.0,3.7,68962.0,4.0,5.0,9120.0,2010.0,3.1,265548.0,5.0,4.0,5889.0,2015.0,4.0,161451.0,5.0,5.0,10370.0,2014.0,1.4
173573.0,4.0,4.0,8228.0,2020.0,1.6,258410.0,3.0,1.0,8031.0,2018.0,2.2,68474.0,3.0,1.0,12330.0,2003.0,2.2,278555.0,2.0,3.0,3628.0,2012.0,2.7,113357.0,3.0,4.0,10132.0,2022.0,1.2,118189.0,5.0,2.0,9536.0,2005.0,3.0,52129.0,4.0,4.0,11057.0,2020.0,1.3,1213.0,4.0,5.0,12875.0,2007.0,4.9,193478.0,2.0
4.0,8230.0,2007.0,2.9,109544.0,3.0,4.0,6909.0,2022.0,4.6,145259.0,2.0,3.0,12394.0,2022.0,1.3,86670.0,2.0,4.0,10266.0,2022.0,3.8,90870.0,3.0,5.0,14682.0,2010.0,2.4,88040.0,3.0,2.0,9739.0,2007.0,3.0,272439.0,3.0,3.0,5751.0,2018.0,4.6,193942.0,3.0,1.0,10221.0,2006.0,2.6,286546.0,4.0,4.0,4269.0
2008.0,4.5,140691.0,3.0,1.0,10686.0,2023.0,2.7,151802.0,5.0,4.0,10663.0,2012.0,3.3,47107.0,2.0,5.0,11057.0,2015.0,2.9,116244.0,2.0,2.0,9175.0,2013.0,1.7,248675.0,3.0,2.0,6726.0,2023.0,3.6,206061.0,4.0,5.0,11478.0,2003.0,3.7,248288.0,5.0,1.0,4734.0,2020.0,2.8,200179.0,2.0,3.0,9896.0,2001.0,2.8
124896.0,4.0,3.0,7202.0,2011.0,4.4,34683.0,2.0,5.0,12106.0,2008.0,4.6,211540.0,2.0,3.0,8369.0,2020.0,4.3,245144.0,5.0,1.0,9497.0,2006.0,2.6,126424.0,2.0,5.0,7971.0,2016.0,1.2,80455.0,4.0,4.0,9490.0,2020.0,1.1,231642.0,4.0,1.0,8567.0,2004.0,3.4,93978.0,4.0,2.0,10320.0,2005.0,1.5,217997.0,5.0
4.0,2740.0,2012.0,1.8,74195.0,2.0,1.0,9016.0,2012.0,3.1,211305.0,3.0,3.0,10073.0,2018.0,2.0,5196.0,4.0,3.0,11396.0,2016.0,4.4,181485.0,4.0,3.0,10670.0,2019.0,4.0,238714.0,5.0,2.0,10025.0,2012.0,3.9,22645.0,2.0,4.0,11147.0,2012.0,1.3,89321.0,4.0,4.0,8713.0,2014.0,3.8,174202.0,5.0,4.0,11115.0
2023.0,1.0,131850.0,3.0,4.0,12863.0,2002.0,1.8,236758.0,5.0,5.0,3764.0,2014.0,2.5,172033.0,4.0,2.0,8859.0,2014.0,3.1,115640.0,4.0,1.0,12587.0,2013.0,3.8,286873.0,5.0,1.0,6062.0,2016.0,3.8,276633.0,5.0,5.0,9167.0,2016.0,1.7,104572.0,4.0,1.0,9508.0,2007.0,1.8,294977.0,4.0,2.0,3100.0,2019.0,1.2
241090.0,2.0,4.0,7678.0,2018.0,4.4,36711.0,2.0,4.0,13165.0,2010.0,2.9,249910.0,5.0,3.0,7001.0,2015.0,3.1,257380.0,3.0,2.0,6552.0,2000.0,1.4,69339.0,5.0,4.0,5613.0,2007.0,1.7,266758.0,4.0,2.0,4064.0,2008.0,3.9,217728.0,3.0,5.0,8545.0,2019.0,4.0,110440.0,4.0,1.0,13591.0,2023.0,1.5,253722.0,2.0
2.0,8925.0,2006.0,4.6,84861.0,5.0,4.0,10302.0,2002.0,2.7,293857.0,5.0,5.0,3022.0,2019.0,1.1,159120.0,4.0,1.0,9217.0,2012.0,4.7,1565.0,2.0,2.0,12368.0,2012.0,3.3,156438.0,4.0,4.0,9871.0,2020.0,3.1,156278.0,2.0,5.0,12574.0,2022.0,2.3,137767.0,3.0,5.0,13744.0,2015.0,3.3,160346.0,2.0,5.0,10693.0
2021.0,1.5,52952.0,2.0,3.0,12340.0,2023.0,2.9,46588.0,2.0,5.0,12968.0,2022.0,4.2,51622.0,5.0,2.0,15367.0,2017.0,3.9,106704.0,5.0,4.0,12965.0,2011.0,1.1,78434.0,2.0,2.0,7931.0,2006.0,3.9,239992.0,3.0,2.0,6000.0,2017.0,2.6,122433.0,3.0,3.0,9351.0,2005.0,2.0,2587.0,4.0,5.0,7548.0,2005.0,4.4
38437.0,4.0,3.0,11231.0,2014.0,4.1,102784.0,5.0,3.0,10344.0,2006.0,2.9,195789.0,3.0,4.0,6384.0,2016.0,4.2,99794.0,3.0,5.0,11104.0,2013.0,1.5,143174.0,2.0,4.0,6636.0,2014.0,4.1,30639.0,2.0,2.0,13287.0,2011.0,2.3,132009.0,5.0,3.0,10559.0,2011.0,3.5,155375.0,2.0,4.0,9792.0,2004.0,3.6,189756.0,3.0
3.0,6604.0,2010.0,3.9,149067.0,2.0,2.0,8018.0,2021.0,1.7,250370.0,3.0,4.0,7092.0,2021.0,1.4,279321.0,5.0,5.0,8713.0,2010.0,3.3,189540.0,4.0,4.0,8609.0,2006.0,1.6,102680.0,4.0,4.0,6446.0,2015.0,3.7,215906.0,4.0,2.0,9481.0,2002.0,1.7,116977.0,2.0,5.0,4060.0,2012.0,4.7,159236.0,5.0,2.0,10215.0
2021.0,2.4,94705.0,2.0,4.0,10905.0,2018.0,2.3,245073.0,4.0,5.0,8898.0,2020.0,2.5,188803.0,5.0,1.0,10323.0,2001.0,1.2,219120.0,3.0,4.0,2000.0,2002.0,2.2,23277.0,4.0,2.0,7434.0,2017.0,1.1,9177.0,3.0,2.0,12616.0,2005.0,4.9,133103.0,4.0,4.0,7837.0,2006.0,1.4,142293.0,4.0,3.0,4454.0,2018.0,2.9
107147.0,3.0,5.0,11757.0,2000.0,4.4,21303.0,3.0,1.0,8073.0,2020.0,4.6,132791.0,4.0,3.0,12044.0,2003.0,3.8,192356.0,5.0,2.0,6952.0,2004.0,4.8,123019.0,5.0,4.0,8639.0,2017.0,1.3,132831.0,5.0,4.0,8843.0,2010.0,1.2,168167.0,4.0,4.0,4936.0,2008.0,3.5,73222.0,4.0,2.0,8535.0,2013.0,3.5,288094.0,5.0
5.0,6738.0,2001.0,2.4,213779.0,5.0,1.0,2524.0,2015.0,4.3,115707.0,4.0,2.0,11585.0,2013.0,2.6,147066.0,2.0,2.0,9658.0,2020.0,3.3,107566.0,3.0,5.0,11248.0,2006.0,3.5,154437.0,2.0,4.0,6311.0,2018.0,1.9,234775.0,3.0,4.0,6704.0,2013.0,4.7,205900.0,3.0,3.0,10082.0,2000.0,4.8,269373.0,4.0,1.0,5512.0
2002.0,3.9,204351.0,5.0,3.0,6012.0,2000.0,2.2,164580.0,3.0,1.0,4008.0,2016.0,3.1,181002.0,5.0,2.0,9379.0,2020.0,1.4,94143.0,4.0,4.0,9617.0,2012.0,2.2,152845.0,2.0,4.0,6843.0,2016.0,3.7,258070.0,3.0,3.0,7438.0,2023.0,4.6,84915.0,2.0,1.0,13901.0,2006.0,1.4,242946.0,3.0,3.0,3441.0,2002.0,4.0
292289.0,3.0,1.0,6354.0,2020.0,3.5,226627.0,2.0,1.0,11567.0,2020.0,2.3,13991.0,5.0,5.0,12120.0,2011.0,2.1,81075.0,2.0,2.0,7878.0,2003.0,2.9,243002.0,4.0,5.0,3039.0,2006.0,4.6,1828.0,4.0,3.0,10463.0,2018.0,3.5,220377.0,5.0,3.0,12092.0,2013.0,3.6,168817.0,5.0,2.0,8223.0,2022.0,3.0,275218.0,2.0
4.0,10195.0,2019.0,4.3,122264.0,3.0,2.0,14154.0,2002.0,4.1,252722.0,3.0,5.0,5745.0,2022.0,1.8,35772.0,3.0,2.0,11784.0,2012.0,3.5,31683.0,3.0,4.0,10566.0,2015.0,4.6,75917.0,3.0,5.0,15181.0,2015.0,2.4,295350.0,4.0,2.0,6593.0,2013.0,2.1,31523.0,4.0,3.0,11469.0,2019.0,1.3,105616.0,4.0,1.0,8987.0
2016.0,2.0,282282.0,2.0,3.0,5254.0,2009.0,4.1,195365.0,5.0,2.0,8492.0,2023.0,3.2,199087.0,2.0,1.0,11718.0,2006.0,4.3,12893.0,3.0,5.0,11442.0,2020.0,2.1,32116.0,5.0,2.0,11557.0,2004.0,2.9,33860.0,5.0,3.0,11022.0,2011.0,1.1,108748.0,5.0,2.0,7325.0,2023.0,3.6,50457.0,2.0,4.0,15090.0,2013.0,3.0
74605.0,4.0,2.0,9507.0,2001.0,1.3,38154.0,2.0,5.0,8436.0,2019.0,4.7,142336.0,5.0,1.0,11653.0,2015.0,1.7,34257.0,4.0,3.0,11114.0,2023.0,1.9,254344.0,5.0,2.0,10313.0,2011.0,4.7,175723.0,2.0,5.0,9585.0,2006.0,4.1,114178.0,2.0,2.0,8716.0,2022.0,4.4,140127.0,2.0,1.0,12297.0,2008.0,1.3,223511.0,3.0
