Country,first_seq,last_seq,variant,2020-06-21,2020-08-31,2020-09-04,2020-09-13,2020-09-22,2020-09-23,2020-09-25,2020-09-26,2020-10-01,2020-10-02,2020-10-15,2020-10-18,2020-10-21,2020-10-24,2020-10-25,2020-10-27,2020-10-30,2020-11-01,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30
14.0,15.0,2.0,8.0,2.0,3.0,3.0,4.0,1.0,5.0,60.0,119.0,75.0,13.0,43.0,175.0,14.0,38.0,55.0,48.0,23.0,1.0,13.0,1.0,42.0,118.0,6.0,28.0,15.0,1.0,28.0,3.0,79.0,78.0,79.0,79.0,85.0,137.0,11.0,13.0,10.0,12.0,7.0,2.0,5.0,52.0,32.0,3.0,3.0,38.0
35.0,495.0,25.0,22.0,29.0,29.0,1.0,386.0,6.0,13.0,13.0,462.0,31.0,3.0,1.0,1.0,2.0,23.0,1.0,19.0,19.0,22.0,3.0,3.0,166.0,189.0,39.0,12.0,3.0,8111.0,1.0,12.0,283.0,5.0,4.0,190.0,421.0,193.0,394.0,6.0,287.0,2.0,9.0,4.0,6.0,10.0,6887.0,267.0,204.0,203.0
59.0,4.0,154.0,8.0,14.0,7329.0,1.0,1.0,1.0,5.0,3.0,118.0,1916.0,54.0,77.0,4.0,8.0,4593.0,3066.0,4595.0,4448.0,1463.0,13270.0,1.0,48.0,4945.0,33.0,1414.0,7231.0,31.0,73.0,33.0,27.0,33.0,5.0,6.0,8.0,1.0,4.0,46.0,1.0,40.0,3.0,2.0,12.0,38.0,7988.0,15674.0,7720.0,6.0
788.0,1371.0,46.0,183.0,998.0,225.0,8615.0,13.0,21841.0,121.0,179.0,8656.0,8737.0,84.0,11285.0,12594.0,63.0,56.0,126.0,30.0,36.0,10.0,4.0,18.0,3.0,114.0,4.0,809.0,1.0,6.0,8.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,7.0,11.0,6.0,11.0,7.0,6.0,1436.0,165.0
491.0,6942.0,11.0,420.0,1260.0,837.0,6435.0,2502.0,150.0,15.0,11548.0,20.0,7031.0,7041.0,6581.0,239.0,1.0,436.0,2.0,8641.0,9262.0,4.0,13.0,16.0,1551.0,4.0,9.0,58.0,140.0,25.0,24.0,6.0,9867.0,61.0,421.0,15.0,14.0,5.0,1230.0,22.0,6646.0,1263.0,815.0,2825.0,873.0,114.0,37.0,41.0,2037.0,90.0
15.0,3.0,2.0,4.0,2.0,1486.0,12.0,5386.0,395.0,1578.0,3.0,211.0,6838.0,3.0,1.0,41.0,40.0,4.0,3.0,5.0,1.0,9.0,48.0,40.0,44.0,48.0,45.0,44.0,46.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,28.0,3.0,25.0,11706.0,3077.0,626.0,22594.0,1033.0,85.0,716.0,55807.0,4030.0,26922.0,27078.0
10120.0,12.0,24485.0,285.0,230.0,319.0,402.0,23433.0,26097.0,3.0,1258.0,24674.0,248.0,1577.0,1588.0,4.0,68.0,3.0,226.0,6.0,1152.0,31.0,1.0,533.0,705.0,124.0,223.0,3.0,5.0,1978.0,1747.0,7.0,308.0,357.0,214.0,2.0,1.0,425.0,420.0,381.0,458.0,456.0,1504.0,565.0,2.0,896.0,489.0,368.0,21.0,587.0
5.0,7.0,7.0,10.0,17.0,1.0,7.0,1.0,6.0,2.0,2.0,3.0,19.0,45.0,27.0,2.0,25.0,24.0,23.0,42.0,1.0,29.0,1.0,12.0,12.0,5.0,6.0,472.0,1.0,1.0,14.0,48.0,46.0,75.0,450.0,427.0,198.0,377.0,377.0,377.0,5.0,5.0,1.0,13.0,148.0,137.0,2.0,1.0,1.0,810.0
70761.0,69934.0,621.0,3670.0,2624.0,2074.0,68307.0,279.0,13.0,6971.0,13916.0,1837.0,1826.0,1354.0,68421.0,70451.0,111800.0,2613.0,2654.0,29409.0,35866.0,3.0,955.0,3002.0,35.0,2.0,182.0,1.0,15.0,33.0,5.0,4.0,591.0,168.0,6955.0,3.0,1594.0,4.0,3.0,91.0,119.0,12.0,349.0,5.0,1.0,21265.0,1355.0,819.0,4.0,234.0
86.0,307.0,5986.0,8627.0,16.0,1319.0,22533.0,5537.0,6009.0,1017.0,66037.0,1546.0,90.0,21823.0,21774.0,21877.0,391.0,331.0,379.0,160.0,1.0,31004.0,40753.0,1.0,10.0,94.0,58.0,3.0,261.0,230.0,10.0,46.0,633.0,8.0,2572.0,174.0,34.0,43.0,44.0,255.0,360.0,106.0,110.0,1.0,55.0,7.0,3.0,7.0,1.0,71.0
10.0,1.0,2.0,54.0,64.0,64.0,54.0,8.0,6.0,10.0,5.0,4.0,4.0,14.0,9.0,2.0,1993.0,8.0,75.0,8.0,96.0,83.0,4.0,1957.0,1970.0,1976.0,6484.0,2023.0,2811.0,2395.0,17.0,85.0,81.0,101.0,1.0,4.0,2123.0,1.0,5.0,1.0,8.0,4.0,85.0,1.0,2.0,327.0,5.0,32.0,31.0,4.0
1.0,2.0,3.0,1.0,1.0,1.0,105.0,27.0,197.0,2.0,23.0,56.0,148.0,33.0,142.0,71.0,34.0,113.0,78.0,5.0,5.0,123.0,89.0,33.0,2.0,2.0,1.0,4.0,9.0,9.0,9.0,485.0,435.0,600.0,476.0,360.0,1.0,246.0,1.0,3.0,3.0,114.0,111.0,2.0,21.0,29.0,21.0,19.0,1.0,11.0
7.0,16.0,3.0,9.0,9.0,9.0,7.0,14.0,1.0,4.0,4.0,3.0,1.0,2559.0,672.0,251.0,535.0,55430.0,4.0,161.0,2544.0,64.0,7836.0,16.0,5192.0,163.0,64.0,2034.0,57.0,251.0,690.0,1119.0,2206.0,144.0,2.0,12.0,104.0,34.0,113.0,45303.0,29910.0,549.0,19952.0,332.0,48.0,2.0,6.0,10.0,1.0,4.0
57904.0,261271.0,1254.0,2648.0,1126632.0,163410.0,3655.0,263990.0,6718.0,2242.0,4705.0,261280.0,1352.0,265163.0,4078.0,62039.0,1.0,3783.0,21.0,82129.0,284.0,183.0,818.0,2875.0,262689.0,685545.0,838889.0,24.0,936.0,20.0,484.0,21.0,326.0,223.0,452.0,8.0,22.0,7.0,1.0,10.0,4540.0,19618.0,342.0,1.0,60795.0,85.0,638.0,2067.0,290.0,5.0
9.0,30378.0,26022.0,36695.0,1289311.0,5693.0,71484.0,5929.0,95775.0,246820.0,5823.0,19483.0,2218.0,234310.0,272272.0,324168.0,1098.0,8914.0,117.0,4723.0,61692.0,6331.0,620.0,279.0,72.0,86.0,2657.0,716.0,730348.0,238931.0,19.0,861049.0,91.0,13028.0,929.0,41537.0,95.0,1353.0,3079.0,28539.0,97248.0,1992.0,1246.0,50226.0,30.0,330.0,5765.0,26.0,4648.0,766.0
831.0,19.0,396.0,55.0,240.0,69.0,501.0,43.0,65.0,37.0,72.0,14.0,15.0,75.0,19.0,40.0,4.0,17.0,1.0,236.0,8.0,333.0,1.0,1.0,1.0,359.0,1.0,2.0,12.0,120.0,122.0,3.0,1.0,46.0,8.0,116.0,117.0,120.0,199.0,137.0,5.0,32.0,6.0,1.0,1.0,1.0,2.0,5.0,434.0,390.0
45.0,461.0,37.0,5.0,8.0,1.0,12.0,46.0,52.0,54.0,428.0,46.0,31.0,376.0,384.0,12.0,13.0,2.0,1.0,9.0,1.0,22.0,17.0,4.0,1.0,305.0,148.0,10.0,9.0,107.0,107.0,174.0,175.0,174.0,1.0,3.0,2.0,11.0,5.0,7.0,19.0,47.0,21.0,26.0,52.0,2.0,2.0,17.0,17.0,17.0
28.0,26.0,28.0,10.0,1.0,13.0,5.0,5.0,9.0,6.0,2.0,1.0,1.0,1.0,1259.0,11.0,11.0,11.0,11.0,1388.0,11.0,5.0,17.0,14.0,730.0,1350.0,3.0,5.0,2.0,10.0,2.0,184.0,187.0,181.0,7.0,191.0,6.0,191.0,333.0,13.0,6.0,3.0,326.0,341.0,1.0,1.0,354.0,348.0,330.0,272.0
245.0,51.0,65.0,18.0,1.0,150.0,2.0,1.0,96.0,103.0,22.0,22.0,1.0,6.0,52.0,53.0,53.0,52.0,70.0,52.0,1.0,1.0,17.0,17.0,2.0,2.0,29.0,26.0,28.0,29.0,26.0,41.0,1.0,1.0,1.0,2.0,2.0,12.0,9.0,1.0,1.0,2.0,11.0,14.0,14.0,12.0,13.0,36.0,23.0,25.0
1.0,1.0,3.0,3.0,3.0,7.0,7.0,7.0,9.0,9.0,32.0,4.0,4.0,21.0,21.0,2.0,2.0,2.0,2.0,368.0,360.0,494.0,610.0,353.0,19.0,186.0,397.0,11.0,44.0,164.0,4.0,60.0,156.0,4.0,5.0,16.0,1.0,3.0,5.0,3.0,2.0,6.0,1.0,2.0,5.0,33.0,119.0,8.0,5.0,24.0
20.0,19.0,19.0,22.0,77.0,1.0,1.0,36.0,53.0,1.0,2.0,3.0,3.0,2.0,2.0,25.0,2509.0,101.0,2500.0,2462.0,32.0,1081.0,346.0,30.0,339.0,44.0,951.0,3809.0,2660.0,325.0,1.0,40.0,7.0,2506.0,11.0,18.0,1.0,1.0,13.0,340.0,19.0,23.0,1.0,82.0,8.0,556.0,2.0,1.0,67.0,13.0
18.0,18.0,16.0,16.0,37.0,50.0,1.0,1.0,217.0,82.0,13628.0,10829.0,88.0,19.0,73.0,833.0,7.0,606.0,35.0,645.0,24081.0,250.0,747.0,41.0,15.0,20.0,7.0,612.0,22.0,96.0,103.0,2.0,2.0,17.0,1.0,18934.0,23183.0,5.0,8.0,156.0,144.0,11.0,1.0,149.0,6.0,1.0,1.0,1.0,3.0,2.0
6.0,4.0,354.0,16.0,1.0,24.0,349.0,627.0,3716.0,215.0,564.0,414.0,5.0,3381.0,213.0,3800.0,3554.0,3773.0,9143.0,268.0,730.0,279.0,49.0,4708.0,5355.0,15.0,53.0,35.0,34.0,112.0,2.0,48.0,14.0,319.0,157.0,41.0,2.0,1.0,1.0,9.0,4.0,4.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0
3.0,1.0,1.0,1.0,5.0,59.0,61.0,59.0,63.0,59.0,101.0,1.0,1.0,2.0,37.0,24.0,14.0,14.0,1.0,1.0,1.0,79.0,52.0,4.0,61.0,75.0,87.0,83.0,2085.0,12.0,14.0,18.0,8.0,1512.0,673.0,689.0,59.0,1287.0,8.0,24.0,25.0,195.0,1.0,5.0,9.0,3.0,2.0,2.0,1.0,41.0
136.0,8.0,1684.0,569.0,384.0,3.0,7.0,136.0,410.0,419.0,11.0,407.0,98.0,451.0,46.0,1.0,29.0,19.0,1129.0,579.0,43.0,739.0,13.0,18.0,46.0,51.0,46.0,52.0,46.0,1.0,1.0,1.0,20.0,19.0,4.0,3.0,4.0,5.0,6.0,45.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0
5.0,4.0,1.0,2.0,1.0,1562.0,3006.0,20512.0,974.0,1526.0,1244.0,5950.0,275.0,1210.0,1388.0,8.0,1.0,56.0,21062.0,3667.0,21370.0,24473.0,24188.0,55934.0,1122.0,1130.0,2085.0,1.0,1.0,84.0,278.0,133.0,2040.0,212.0,63.0,39.0,17.0,25524.0,914.0,4543.0,28884.0,8.0,52.0,1.0,573.0,1378.0,10.0,1146.0,1.0,197.0
1.0,1.0,23.0,4.0,149.0,91.0,75.0,62.0,29.0,50.0,22.0,27.0,27.0,64.0,3.0,1.0,1.0,1.0,22.0,22.0,21.0,2.0,38.0,46.0,70.0,109.0,120.0,73.0,67.0,178.0,142.0,156.0,9.0,11.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,46.0,2.0,37.0,5.0,5.0,1.0,2.0,19.0,23.0
1.0,2.0,1.0,1.0,2.0,24.0,2.0,22.0,2.0,23.0,23.0,21.0,1.0,6.0,87.0,6.0,78.0,77.0,83.0,80.0,415.0,3.0,3.0,2.0,1.0,3.0,8.0,3.0,7.0,3.0,133.0,358.0,2.0,2.0,13.0,1.0,5.0,7.0,3.0,361.0,360.0,240.0,50.0,250.0,21.0,40.0,7.0,4.0,1028.0,7.0
681.0,1064.0,9.0,29.0,6.0,1.0,22.0,5.0,19.0,18.0,44617.0,1553.0,44743.0,259.0,272.0,43914.0,332.0,45920.0,143.0,1386.0,1104.0,25292.0,1.0,27.0,86.0,45151.0,44868.0,3.0,1035.0,1.0,4.0,4.0,1.0,1.0,20.0,10.0,35.0,20394.0,13.0,13360.0,27.0,18.0,179.0,875.0,1.0,2.0,2.0,2.0,1.0,1.0
1.0,1.0,13.0,28.0,15.0,15.0,28.0,3073.0,49.0,10.0,55.0,69.0,26.0,44.0,809.0,3070.0,3072.0,3086.0,3070.0,7643.0,35.0,79.0,4.0,123.0,3049.0,3941.0,10.0,1.0,11.0,1.0,3.0,3.0,10.0,744.0,1.0,4.0,41.0,1.0,31.0,23.0,21.0,2.0,19.0,19.0,27.0,30.0,20.0,1.0,25.0,29.0
30.0,23.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,5.0,5.0,5.0,6.0,57.0,35.0,58.0,5.0,17.0,18.0,5.0,5.0,7.0,9.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,14.0,1631.0,2.0,810.0,809.0,811.0,809.0,796.0,590.0,169.0,5.0,580.0,1.0
9.0,2.0,207.0,17.0,6.0,8.0,243.0,2.0,2.0,1.0,14.0,78.0,2.0,11.0,64.0,10.0,21.0,7.0,17.0,35.0,42.0,1.0,14.0,44.0,26.0,3.0,3.0,1.0,10.0,11.0,292.0,143.0,28.0,3.0,51.0,17167.0,50449.0,65.0,135.0,22186.0,33339.0,101411.0,2380.0,17407.0,3464.0,693.0,14840.0,13193.0,45462.0,21.0
33305.0,58.0,2167.0,4.0,330.0,32165.0,8.0,40.0,1149.0,8.0,722.0,1731.0,715.0,2.0,44355.0,21911.0,4.0,13158.0,24.0,177.0,412.0,1.0,2.0,210.0,1368.0,43070.0,7386.0,27.0,31.0,19.0,152.0,134.0,45.0,11.0,2.0,2.0,1.0,22.0,45.0,1.0,32.0,10.0,10.0,33.0,33.0,2.0,1.0,2.0,3.0,2.0
2.0,32.0,8.0,21.0,1.0,5288.0,5469.0,397.0,41.0,4282.0,211.0,7717.0,44.0,171.0,10.0,273.0,6349.0,362.0,2.0,37.0,7.0,4338.0,4482.0,3387.0,1776.0,1.0,6.0,969.0,1.0,1.0,1.0,4.0,7.0,942.0,6.0,116.0,6438.0,30.0,1.0,2.0,1.0,155.0,2.0,3.0,2.0,3.0,4.0,4.0,7.0,6.0
8.0,44.0,110.0,9.0,20.0,1.0,1.0,19.0,23.0,2.0,21.0,18.0,2.0,41.0,90.0,7.0,42.0,9.0,402.0,585.0,291.0,1198.0,4335.0,33.0,8.0,3321.0,759.0,51.0,86.0,5176.0,777.0,4158.0,1.0,3.0,3471.0,1.0,660.0,136.0,1.0,14.0,97.0,8.0,1.0,1220.0,31.0,77.0,94.0,2.0,6.0,6.0
6.0,6.0,11.0,11.0,2.0,2.0,32.0,91.0,101.0,7.0,175.0,30.0,84.0,41.0,53.0,58.0,56.0,1.0,81.0,1.0,1.0,10.0,59.0,6.0,2.0,19.0,3.0,10.0,72.0,15.0,9.0,19.0,43.0,20.0,8.0,16.0,2.0,1.0,1.0,37.0,19.0,33.0,6.0,7.0,2.0,2.0,138.0,12.0,5.0,914.0
16.0,165.0,259.0,13.0,17.0,173.0,164.0,378.0,109.0,5.0,142.0,3.0,160.0,5.0,1.0,2.0,60.0,35.0,538.0,651.0,16.0,38.0,40.0,5.0,1.0,1.0,450.0,4651.0,20.0,218.0,39.0,617.0,436.0,57.0,4198.0,4266.0,4238.0,4212.0,10055.0,4.0,78.0,35.0,44.0,129.0,16.0,47.0,5.0,1.0,7.0,54.0
