Product_ID,Brand,Consume_Region,Packaging_Type,Water_Type,Source,Retailer_Type,Sales_Channel,Adults,Children,Elderly,Teenagers,Extra_Feature_1,Extra_Feature_2,Extra_Feature_3,Extra_Feature_4,Extra_Feature_5,Extra_Feature_6,Extra_Feature_7,Extra_Feature_8,Extra_Feature_9,Extra_Feature_10,Extra_Feature_11,Extra_Feature_12,Extra_Feature_13,Extra_Feature_14,Extra_Feature_15,Extra_Feature_16,Extra_Feature_17,Extra_Feature_18,Extra_Feature_19,Extra_Feature_20,Extra_Feature_21,Extra_Feature_22,Extra_Feature_23,Extra_Feature_24,Extra_Feature_25,Extra_Feature_26,Extra_Feature_27,Extra_Feature_28,Extra_Feature_29,Extra_Feature_30,Extra_Feature_31,Extra_Feature_32,Extra_Feature_33,Extra_Feature_34,Extra_Feature_35,Extra_Feature_36,Extra_Feature_37,Extra_Feature_38
2.13,1.87,1.4,3.09,4.9,3.41,0.74,4.32,4.22,3.34,3.07,2.16,3.36,1.68,3.1,1.4,1.34,4.23,1.14,2.93,3.16,0.78,1.66,1.86,3.98,2.67,0.73,4.83,1.03,4.97,0.51,2.73,3.83,2.33,2.61,2.91,0.58,4.27,2.84,3.92,4.05,2.24,1.15,2.51,1.57,4.47,1.56,4.8,3.65,2.71
4.79,4.09,2.81,0.66,4.09,4.34,2.8,0.72,0.68,0.85,4.2,3.26,4.19,2.58,0.87,3.99,1.0,3.8,3.76,3.87,3.85,4.17,0.71,1.49,2.57,3.64,1.49,1.21,1.54,2.76,2.21,4.58,1.96,1.44,0.55,2.91,0.5,2.31,2.12,4.25,4.18,1.89,2.34,3.8,3.09,4.76,3.31,2.35,2.2,3.35
0.67,3.03,1.64,2.65,2.02,2.26,2.57,2.1,1.88,2.16,2.9,0.53,2.78,3.38,4.68,1.57,4.6,1.43,0.68,3.25,3.5,0.65,4.86,3.33,1.67,4.02,1.94,4.98,4.31,1.13,2.78,4.59,3.03,3.47,0.71,4.23,4.67,3.01,4.2,0.77,1.53,4.85,0.74,2.07,3.19,3.06,2.42,2.5,3.11,2.23
3.5,3.06,4.0,3.86,4.8,2.51,1.26,3.34,2.88,1.67,1.72,4.57,3.57,3.66,3.37,3.02,1.95,4.93,2.16,4.64,2.35,0.81,3.84,2.61,4.52,4.27,3.56,3.53,3.59,4.9,2.11,4.13,4.09,2.28,4.82,3.68,0.65,2.47,2.72,2.19,3.04,3.79,3.52,1.05,2.4,3.4,3.47,4.86,3.13,1.65
4.33,2.39,1.12,1.68,4.14,1.68,3.21,1.16,3.67,1.7,0.58,3.64,1.6,3.46,0.78,1.16,4.27,2.16,4.37,4.33,3.79,0.57,0.63,4.25,3.41,3.36,1.48,3.93,2.39,1.41,2.69,4.27,1.08,1.61,0.98,0.55,0.95,3.53,4.89,3.51,2.94,4.76,3.64,1.98,3.51,1.28,4.37,2.92,4.0,0.58
1.97,2.13,1.0,4.65,4.75,1.5,2.14,3.02,3.35,1.55,0.95,3.52,4.92,1.88,2.13,1.56,3.31,2.43,2.84,4.88,3.15,3.32,3.15,3.22,3.62,1.95,1.29,1.65,3.36,3.62,2.12,3.9,3.49,2.39,1.0,2.25,0.76,1.46,4.13,1.8,4.29,1.2,1.1,0.66,0.62,0.75,2.79,3.95,0.61,4.23
0.72,3.5,4.85,2.84,1.41,1.05,4.77,2.28,2.12,0.92,2.11,3.45,0.91,2.35,3.78,3.48,0.53,1.5,0.51,2.53,4.98,1.44,3.8,4.51,4.05,1.75,3.47,1.73,1.07,2.08,3.51,1.64,4.59,4.19,2.57,0.66,4.36,3.89,1.34,2.06,4.02,3.49,1.62,1.88,4.33,3.36,2.64,4.32,1.25,4.09
3.59,1.16,1.78,4.98,3.53,4.5,3.82,0.64,4.56,1.29,1.99,3.45,4.03,1.4,0.58,2.01,4.33,2.44,0.82,2.06,2.24,2.25,2.93,3.69,2.59,2.58,4.36,0.64,3.75,0.74,4.71,2.51,4.61,2.35,0.73,1.72,3.65,2.57,2.26,2.85,1.04,2.56,4.6,4.33,3.75,1.32,2.36,1.07,4.56,4.12
4.53,0.59,1.59,4.78,2.95,2.26,2.62,3.51,2.81,0.86,0.75,2.27,0.98,1.29,3.28,1.66,2.54,3.08,0.69,3.61,3.48,1.34,4.15,1.52,4.24,4.6,3.51,0.98,1.76,3.18,1.16,2.56,3.34,2.14,4.39,0.62,4.29,3.93,0.56,2.9,2.91,4.66,0.81,4.07,3.48,3.27,3.55,2.19,1.25,4.11
2.62,1.92,0.83,4.69,2.72,0.96,3.56,2.88,1.95,1.03,3.42,2.26,4.63,1.74,1.25,3.53,2.48,1.39,1.49,1.94,3.15,4.7,2.01,4.91,3.13,2.73,2.95,1.85,3.83,3.73,4.92,1.19,3.84,0.83,2.93,4.56,3.22,0.88,2.76,2.5,1.95,1.46,3.77,4.12,4.26,2.04,4.91,2.43,3.79,1.1
0.85,3.08,4.75,4.1,1.79,2.52,2.19,1.86,0.89,2.58,2.09,2.01,0.73,3.63,3.97,3.44,4.72,4.56,2.68,4.24,4.63,1.02,3.96,4.47,3.32,2.62,4.95,2.67,1.19,0.94,2.74,2.57,1.88,4.73,4.71,1.7,2.29,4.86,1.89,4.39,4.09,0.84,2.13,1.15,3.01,3.34,2.98,1.77,1.96,2.1
3.56,3.6,1.97,3.92,1.15,2.9,3.09,3.04,2.79,1.1,2.82,1.17,1.18,0.65,1.78,0.99,4.41,2.87,4.83,1.93,4.73,1.79,1.56,3.99,1.41,3.01,3.75,4.99,2.73,2.73,1.23,4.07,4.53,2.11,2.09,1.57,1.22,2.39,3.29,1.53,3.16,2.75,3.27,2.29,3.38,1.33,4.24,1.79,1.45,4.66
2.79,4.77,3.71,1.64,0.95,2.67,4.15,2.28,2.31,3.29,2.61,4.15,4.83,3.49,4.74,3.26,2.77,3.93,2.49,3.05,2.22,1.62,4.93,2.0,2.97,2.81,1.07,3.3,2.04,0.95,3.33,4.64,4.65,4.83,4.5,1.09,4.77,3.69,1.82,2.91,0.66,3.44,4.7,4.29,2.38,1.03,1.98,4.38,4.03,4.17
4.69,1.59,0.78,2.07,1.9,4.86,2.74,2.78,1.87,1.68,2.28,3.0,2.61,2.59,3.96,1.19,0.59,4.24,2.01,0.81,4.77,4.78,1.28,1.91,3.82,3.7,2.4,4.4,4.54,4.76,2.57,4.44,1.39,3.09,2.78,2.53,2.48,4.95,3.01,2.42,2.59,3.23,2.4,0.97,2.12,3.75,3.88,4.7,4.73,2.4
2.86,2.93,4.45,3.57,2.7,4.51,1.48,1.42,4.85,2.26,4.46,0.98,1.82,2.59,3.78,2.48,2.17,3.5,4.85,0.71,1.02,3.2,4.93,0.8,4.5,1.6,4.8,3.04,2.08,3.62,0.74,0.89,2.83,1.95,4.75,3.09,2.94,1.99,2.4,1.64,4.83,0.55,3.9,0.85,0.54,1.35,4.95,3.16,2.1,1.45
0.74,3.2,1.36,2.05,1.33,1.83,3.64,0.8,3.02,4.82,0.76,4.35,2.52,0.81,0.84,3.51,2.6,3.21,4.02,0.72,4.35,0.7,3.21,3.1,2.48,4.38,0.59,2.05,4.07,2.62,3.61,1.78,4.38,2.7,1.24,4.31,2.94,2.92,3.8,2.96,4.99,3.07,0.82,0.7,0.69,3.16,1.29,4.74,3.3,3.29
4.73,4.27,2.49,4.11,4.04,1.45,3.86,4.16,2.33,3.65,2.76,3.94,4.2,1.72,3.24,2.93,2.78,4.8,3.59,1.64,2.63,0.66,2.97,2.66,4.62,3.54,1.0,1.3,4.1,1.29,3.56,3.86,3.99,2.32,3.28,2.58,1.72,2.42,4.26,4.64,2.88,0.93,1.27,2.97,3.52,4.4,3.38,1.5,1.72,0.6
0.65,1.21,1.72,2.93,4.2,1.17,2.62,2.39,2.63,1.01,3.55,2.29,4.91,2.83,2.48,0.87,4.77,1.14,4.64,1.95,1.88,4.02,1.75,3.45,4.92,1.6,2.26,1.99,2.4,2.23,3.34,2.57,4.7,4.4,1.62,0.81,1.68,2.66,3.36,4.69,1.54,2.48,2.57,2.65,1.42,4.28,3.93,1.79,1.62,4.83
0.91,2.48,0.89,3.53,1.33,1.47,3.78,3.32,3.24,3.51,1.07,4.89,2.48,4.96,1.52,1.63,4.68,3.02,1.97,3.54,4.08,2.31,4.58,4.94,4.3,2.74,4.79,1.93,4.49,3.35,4.9,1.22,3.33,3.72,4.82,4.63,0.89,1.53,4.07,3.12,2.62,3.82,3.81,0.64,2.94,2.19,2.08,3.3,1.38,4.08
3.02,3.6,4.16,4.21,4.15,4.57,4.69,1.8,2.96,3.72,4.12,1.36,3.12,1.53,2.13,4.1,4.68,1.37,1.74,3.38,3.67,1.63,2.76,0.69,1.52,1.08,1.03,2.0,1.08,4.4,0.53,1.5,4.35,3.68,2.81,2.02,0.88,4.28,0.64,3.89,0.61,2.58,0.94,0.71,3.55,1.76,1.6,0.86,4.58,1.31
4.38,0.73,1.96,3.53,0.84,3.18,1.14,2.3,1.39,2.69,4.61,4.84,2.06,3.1,4.08,1.57,3.63,3.97,4.41,3.55,3.57,2.15,1.0,2.06,2.09,1.39,4.97,3.21,2.38,3.63,1.39,2.03,2.22,3.35,4.92,2.5,4.12,2.94,3.45,2.23,1.24,2.83,1.88,2.51,3.57,3.28,4.03,2.15,0.58,4.34
3.5,2.83,4.44,0.95,2.11,1.32,1.14,4.69,1.61,0.69,0.66,3.74,4.04,2.06,2.19,2.8,1.0,1.16,2.48,4.97,0.97,1.27,2.73,2.2,3.43,4.08,4.22,4.48,1.39,2.04,0.96,2.78,0.53,4.49,0.51,4.34,3.94,0.68,1.71,3.35,0.82,0.56,0.88,4.15,4.0,0.52,3.6,2.2,2.17,4.16
3.34,1.91,2.57,4.76,2.16,2.19,4.5,3.17,2.27,4.51,2.42,2.91,1.09,1.01,2.89,3.48,3.53,3.75,2.03,3.86,3.4,2.19,4.66,4.11,3.1,1.31,4.81,2.18,4.97,4.93,4.01,3.8,1.92,2.14,2.5,2.75,1.06,4.8,3.44,4.3,2.66,1.7,1.29,2.27,1.93,3.97,2.62,2.95,3.61,4.89
0.65,1.74,4.16,1.34,4.87,3.73,1.61,2.07,2.43,2.98,4.68,2.54,4.31,3.46,3.41,3.4,1.5,4.84,3.77,4.19,0.71,5.0,2.5,3.28,3.91,4.61,4.67,0.52,4.11,0.85,4.19,1.01,4.58,2.17,1.07,2.83,4.73,4.29,3.25,3.6,4.11,4.25,3.21,1.09,0.64,4.54,2.9,3.42,0.57,3.85
0.71,2.29,3.65,3.29,0.9,2.41,2.8,0.58,4.18,3.08,4.78,4.55,3.38,1.62,1.18,4.3,1.48,1.9,4.22,1.03,2.84,3.71,0.57,3.99,1.95,2.52,2.06,1.98,3.11,4.46,1.81,3.29,2.26,1.98,1.58,4.11,2.39,2.01,1.7,1.79,2.32,1.43,4.72,3.96,4.83,4.57,4.3,1.83,0.55,4.53
1.45,1.79,3.88,4.56,2.5,1.77,2.66,4.26,2.77,3.38,2.0,2.58,2.93,1.35,3.44,3.88,4.68,4.95,2.99,2.06,1.25,2.15,1.44,2.05,3.55,4.2,4.46,4.52,1.42,2.29,3.55,1.32,2.69,2.18,1.91,3.18,0.72,1.19,1.82,3.2,4.06,1.42,3.14,1.87,2.82,1.94,3.64,1.57,2.49,2.48
2.62,3.27,3.91,2.68,1.71,3.54,2.43,1.25,1.62,2.57,1.56,1.01,2.21,3.67,2.37,2.08,1.05,4.57,4.03,3.64,0.69,4.03,1.83,2.93,4.12,2.43,3.33,3.16,2.16,1.37,2.49,4.49,1.69,2.14,1.58,3.52,4.3,2.83,2.77,0.69,4.98,1.24,3.84,3.54,2.37,0.88,2.83,2.97,1.37,1.84
2.43,4.43,1.96,3.52,2.48,0.75,4.75,4.18,4.24,2.39,0.75,1.86,2.59,4.68,2.85,3.06,2.39,0.91,4.91,2.39,0.98,2.63,0.9,2.12,4.11,3.48,2.06,2.17,1.81,4.89,2.29,3.76,1.08,2.3,1.56,3.79,4.84,1.63,4.79,3.17,1.15,4.06,2.41,1.44,3.81,1.71,1.11,4.03,2.6,4.49
4.65,3.82,3.31,2.16,2.42,3.98,4.07,2.82,0.99,3.31,4.15,3.35,1.95,4.67,2.82,0.52,3.06,1.18,3.1,3.89,2.8,4.53,3.65,4.12,4.3,1.8,4.86,4.22,0.89,3.76,1.54,4.74,3.84,0.92,2.02,1.08,4.66,2.29,0.65,1.97,3.49,4.66,4.64,0.61,3.19,4.11,4.57,1.96,1.59,1.71
4.6,2.9,3.24,1.06,0.6,0.51,1.73,3.62,1.46,3.24,4.81,3.28,3.54,3.92,2.96,2.29,2.28,3.34,3.23,4.87,0.91,4.7,0.55,3.39,1.83,2.83,1.55,3.28,2.39,1.37,0.97,4.7,3.44,0.94,1.78,4.48,4.5,4.92,4.59,3.18,4.86,1.05,4.91,1.22,1.52,4.02,1.43,1.66,1.39,1.07
2.13,1.87,1.4,3.09,4.9,3.41,0.74,4.32,4.22,3.34,3.07,2.16,3.36,1.68,3.1,1.4,1.34,4.23,1.14,2.93,3.16,0.78,1.66,1.86,3.98,2.67,0.73,4.83,1.03,4.97,0.51,2.73,3.83,2.33,2.61,2.91,0.58,4.27,2.84,3.92,4.05,2.24,1.15,2.51,1.57,4.47,1.56,4.8,3.65,2.71
4.79,4.09,2.81,0.66,4.09,4.34,2.8,0.72,0.68,0.85,4.2,3.26,4.19,2.58,0.87,3.99,1.0,3.8,3.76,3.87,3.85,4.17,0.71,1.49,2.57,3.64,1.49,1.21,1.54,2.76,2.21,4.58,1.96,1.44,0.55,2.91,0.5,2.31,2.12,4.25,4.18,1.89,2.34,3.8,3.09,4.76,3.31,2.35,2.2,3.35
0.67,3.03,1.64,2.65,2.02,2.26,2.57,2.1,1.88,2.16,2.9,0.53,2.78,3.38,4.68,1.57,4.6,1.43,0.68,3.25,3.5,0.65,4.86,3.33,1.67,4.02,1.94,4.98,4.31,1.13,2.78,4.59,3.03,3.47,0.71,4.23,4.67,3.01,4.2,0.77,1.53,4.85,0.74,2.07,3.19,3.06,2.42,2.5,3.11,2.23
3.5,3.06,4.0,3.86,4.8,2.51,1.26,3.34,2.88,1.67,1.72,4.57,3.57,3.66,3.37,3.02,1.95,4.93,2.16,4.64,2.35,0.81,3.84,2.61,4.52,4.27,3.56,3.53,3.59,4.9,2.11,4.13,4.09,2.28,4.82,3.68,0.65,2.47,2.72,2.19,3.04,3.79,3.52,1.05,2.4,3.4,3.47,4.86,3.13,1.65
4.33,2.39,1.12,1.68,4.14,1.68,3.21,1.16,3.67,1.7,0.58,3.64,1.6,3.46,0.78,1.16,4.27,2.16,4.37,4.33,3.79,0.57,0.63,4.25,3.41,3.36,1.48,3.93,2.39,1.41,2.69,4.27,1.08,1.61,0.98,0.55,0.95,3.53,4.89,3.51,2.94,4.76,3.64,1.98,3.51,1.28,4.37,2.92,4.0,0.58
1.97,2.13,1.0,4.65,4.75,1.5,2.14,3.02,3.35,1.55,0.95,3.52,4.92,1.88,2.13,1.56,3.31,2.43,2.84,4.88,3.15,3.32,3.15,3.22,3.62,1.95,1.29,1.65,3.36,3.62,2.12,3.9,3.49,2.39,1.0,2.25,0.76,1.46,4.13,1.8,4.29,1.2,1.1,0.66,0.62,0.75,2.79,3.95,0.61,4.23
