id_nesreca,klas_nesreca,upravna_enota,cas_nesreca,naselje_ali_izven,kategorija_cesta,oznaka_cesta_ali_naselje,tekst_cesta_ali_naselje,oznaka_odsek_ali_ulica,tekst_odsek_ali_ulica,stacionazna_ali_hisna_st,opis_prizorisce,vzrok_nesreca,tip_nesreca,vreme_nesreca,stanje_promet,stanje_vozisce,stanje_povrsina_vozisce,x,y,x_wgs84,y_wgs84
037661,B,5524,"1995-01-05 15:50:00",D,N,25001,LJUBLJANA,25004,"AMBROŽEV TRG",NULL,R,PD,BT,O,G,SU,A,NULL,NULL,NULL,NULL
037662,B,5535,"1995-01-02 14:45:00",N,R,00340,ŠENTRUPERT-RINKA,01249,RADMIRJE-LUČE,NULL,C,VR,TV,J,N,SU,A,481867,135100,14.759542030478,46.3597241856261
037663,B,5550,"1995-01-05 07:30:00",N,L,97039,"SPODNJA BREZNICA",00000,"NI ODSEKOV",NULL,C,PV,NT,S,R,SN,A,544237,130935,15.5696397628016,46.3210854021165
037667,B,5524,"1995-01-05 16:30:00",D,N,25001,LJUBLJANA,25094,"MASARYKOVA CESTA",NULL,C,HI,ÈT,O,N,SU,A,462832,101599,14.5148497265465,46.0575305050922
037669,B,5550,"1995-01-06 14:05:00",D,R,00338,SL.BISTRICA-ČATEŽ,01236,SL.BISTRICA-POLJČANE,0050,P,PV,TV,O,R,SN,A,544904,130203,15.5782315163328,46.3144564000076
037679,B,5537,"1995-01-06 17:45:00",D,N,37075,"NOVA GORICA",00009,"ERJAVČEVA ULICA",NULL,R,PD,BT,J,G,SU,A,395333,91053,13.6449830193886,45.9556381139948
037684,L,5537,"1995-01-07 14:10:00",D,N,37075,"NOVA GORICA",00035,"PRVOMAJSKA ULICA",NULL,R,PR,BT,J,N,SU,A,394972,91565,13.6402146781963,45.9601883034453
037704,L,5542,"1995-01-08 18:45:00",N,M,00011,"HAJDINA - MEJA RH-MACELJ",00351,JUROVCI-MACELJ,NULL,C,NP,PP,O,N,SU,A,566389,127631,15.8568115897789,46.2895675157307
037711,B,5521,"1995-01-08 17:30:00",N,M,010-1,"POČEHOVA - LENDAVA",00315,"LENART-GORNJA RADGONA",NULL,C,PR,NT,J,N,SU,A,567759,162081,15.879563899144,46.5993389709985
037714,S,5562,"1995-01-07 18:58:00",N,R,00340,ŠENTRUPERT-RINKA,01246,ŠENTRUPERT-SOTESKA,NULL,C,HI,ÈT,O,R,SU,A,502745,129207,15.0308221951762,46.3069532120223
037719,L,5550,"1995-01-08 17:10:00",N,A,00A10,"ŠENTILJ - DEKANI",00036,FRAM-SL.BISTRICA,NULL,C,PR,BT,O,N,SU,A,545305,138338,15.5842172568022,46.3876169472095
037731,B,5564,"1995-01-02 20:00:00",D,N,64037,"MIKLAVŽ NA DRAVSKEM POLJU",00024,"NAD IZVIRI",NULL,C,HI,TV,O,R,SU,A,554643,151125,15.7071048616061,46.5019666069141
037732,L,5537,"1995-01-05 10:45:00",N,R,00301,"PREDEL - RIBNICA",01008,UŠNIK-PLAVE,NULL,C,PR,OS,J,N,SU,A,394437,104013,13.6305528084745,46.0720755595235
037739,H,5503,"1995-01-01 02:15:00",D,N,03011,CELJE,00028,"DEČKOVA CESTA",NULL,C,PD,BT,O,R,MO,A,520269,121925,15.2580188279581,46.2411489959153
037741,B,5565,"1995-01-09 10:30:00",N,M,00010,"ŠENTILJ - DEKANI",00268,ŠENTILJ-PESNICA,NULL,C,PR,BT,J,N,SU,A,550871,168552,15.6598626788314,46.6590343084691
037744,B,5529,"1995-01-06 18:30:00",N,R,00351,"MEJA M-DOBROVNIK-SENARSKA",01302,BRATONCI-KRIŽEVCI,NULL,C,SV,OP,O,N,PP,A,590065,161054,16.1704532785289,46.5874928205372
037750,B,5524,"1995-01-05 20:10:00",D,N,25001,LJUBLJANA,25175,"TRG OSVOBODILNE FRONTE",NULL,R,SV,OP,O,R,SU,A,462572,101652,14.5114854190822,46.0579930426012
037759,B,5548,"1995-01-09 10:40:00",N,R,00301,"PREDEL - RIBNICA",01013,DORNBERK-ŠTANJEL,NULL,C,OS,TO,J,R,SU,A,409350,77731,13.8282884159129,45.837796175687
037766,B,5516,"1995-01-09 13:10:00",N,L,93641,OSTALO-OSTALO,93641,OSTALO-OSTALO,NULL,R,PD,BT,J,R,SL,A,NULL,NULL,NULL,NULL
037767,B,5517,"1995-01-04 20:30:00",N,L,93735,"SV UBALD-BORŠT-GLEM",93725,"NI ODSEKOV",NULL,C,HI,OS,O,R,SU,A,404996,41547,13.779350566671,45.5116951199452
037768,B,5517,"1995-01-06 09:45:00",D,N,17042,KOPER,00086,"SOŠKA ULICA",NULL,C,PV,BT,O,N,SU,A,401258,45352,13.7307518357782,45.545404155099
037770,B,5524,"1995-01-06 01:45:00",D,M,00010,"ŠENTILJ - DEKANI",00296,ČRNUČE-LJ(OBVOZNICA),0250,R,HI,TO,O,R,SU,A,462929,105689,14.515781550444,46.0943341152016
037772,B,5517,"1995-01-06 10:00:00",D,N,17042,KOPER,00114,"VOJKOVO NABREŽJE",NULL,C,PD,BT,O,N,SU,A,401572,45471,13.7347479385184,45.5465192948739
037785,B,5538,"1995-01-02 20:10:00",D,N,38201,"NOVO MESTO",00036,"LJUBLJANSKA CESTA",NULL,P,PV,TV,M,R,MO,A,NULL,NULL,NULL,NULL
037787,B,5520,"1995-01-05 13:35:00",N,M,010-3,"CELJE - DRNOVO",00330,"RIM.TOPLICE-ZIDANI MOST",NULL,C,PR,OP,O,N,SN,A,516150,106190,15.2040839047168,46.0996852771487
037788,B,5554,"1995-01-04 22:15:00",N,M,010-8,"DRAVOGRAD-DOBOVEC-MEJA RH",01238,MESTINJE-PODPLAT,NULL,C,HI,PR,J,N,SU,A,544028,122022,15.5660993556995,46.2409113438735
037789,L,5520,"1995-01-05 09:50:00",N,M,010-3,"CELJE - DRNOVO",00328,CELJE-ŠMARJETA,NULL,C,HI,PR,S,N,SN,A,518803,115606,15.2387628972459,46.1843372277861
037790,L,5524,"1995-01-08 20:50:00",D,N,27019,MEDVODE,00022,"GORENJSKA CESTA",NULL,C,PR,OP,O,N,SU,A,455456,110198,14.4187149254178,46.1344510438499
037792,B,5541,"1995-01-07 16:35:00",N,R,00378,POSTOJNA-TREBIJA,01372,POSTOJNA-UNEC,NULL,C,PD,OP,O,N,MO,A,440921,72834,14.2352589207779,45.7971822911998
037793,B,5506,"1995-01-09 13:05:00",N,M,00010,"ŠENTILJ - DEKANI",00293,ŽELODNIK-DOMŽALE,NULL,C,VR,NT,J,N,SU,A,471378,112155,14.6246509724806,46.1529206057133
037795,B,5555,"1995-01-02 20:20:00",D,N,55101,TOLMIN,00022,"TRG MARŠALA TITA",0001,R,PD,BT,J,R,SU,A,NULL,NULL,NULL,NULL
037797,B,5509,"1995-01-07 15:30:00",N,M,00001,"KORENSKO SEDLO - BREGANA",00219,"IVANČNA GORICA-BIČ",NULL,C,PR,OP,O,N,SU,A,486312,87799,14.8187070428424,45.9342496688192
037799,B,5541,"1995-01-06 18:38:00",D,N,41038,POSTOJNA,00044,"VOLARIČEVA ULICA",NULL,C,SV,BT,J,R,SL,A,439618,70042,14.2188501068055,45.7719490285573
037801,B,5524,"1995-01-05 13:30:00",N,M,00001,"KORENSKO SEDLO - BREGANA",00371,LJ(OBVOZNICA-DEL.DOM),NULL,C,PV,OP,O,N,SU,A,460483,103589,14.4843258962994,46.075301865748
037802,B,5536,"1995-01-05 13:00:00",N,R,00350,"M.SOBOTA-GEDEROVCI-MEJA A",01298,"MURSKA SOBOTA-GEDEROVCI",NULL,C,HI,BT,S,N,SP,A,584504,170173,16.0995596593687,46.6702369621078
037803,B,5562,"1995-01-03 12:30:00",D,N,62104,ŽALEC,00004,"CELJSKA CESTA",NULL,C,HI,ÈT,J,N,SU,A,513555,122992,15.1709887892985,46.2509122854833
037805,B,5536,"1995-01-05 15:10:00",D,M,010-1,"POČEHOVA - LENDAVA",00318,PETANJCI-M.SOBOTA,0002,C,VR,NT,S,G,PP,A,587964,168170,16.1443900989312,46.651777054702
037807,B,5562,"1995-01-05 13:10:00",D,V,62091,VRBJE-ŽALEC,00000,"NI ULIC",NULL,C,HI,ÈT,S,R,SN,A,512221,122326,15.153671092256,46.244944745232
037809,B,5524,"1995-01-03 14:40:00",N,A,00A10,"ŠENTILJ - DEKANI",00089,TITOVA-CELOVŠKA,NULL,C,VR,NT,J,N,SU,A,461321,104581,14.4950778008667,46.0842753557345
037810,B,5536,"1995-01-05 08:25:00",D,V,36050,KRAJNA,00000,"NI ULIC",NULL,C,HI,BT,S,N,SP,A,580778,171962,16.051184127867,46.6867865671614
037814,B,5562,"1995-01-05 10:00:00",D,V,62038,"LOČICA OB SAVINJI",00000,"NI ULIC",NULL,C,HI,ÈT,S,N,SN,A,507710,124472,15.0952064945212,46.2643163230093
037815,B,5507,"1995-01-04 13:55:00",N,M,010-8,"DRAVOGRAD-DOBOVEC-MEJA RH",01258,"OTIŠKI VRH-SL.GRADEC",NULL,R,PR,BT,J,N,SU,A,502815,158799,15.031885903435,46.573188733649
037816,B,5536,"1995-01-05 06:00:00",D,V,36123,TIŠINA,00000,"NI ULIC",NULL,C,HI,OS,S,N,SP,A,583548,168436,16.0867545744754,46.654732175069
037817,B,5562,"1995-01-05 10:30:00",D,V,62065,"PONIKVA PRI ŽALCU",00000,"NI ULIC",NULL,C,HI,OP,S,R,SN,A,511218,129417,15.1408276899824,46.3087600322489
037818,B,5524,"1995-01-03 17:55:00",N,A,00A10,"ŠENTILJ - DEKANI",00087,ČRNUČE-TOMAČEVO,NULL,C,PD,BT,J,N,SU,A,464714,106553,14.5388005507473,46.1022030973609
037820,B,5536,"1995-01-08 16:35:00",D,R,00355,"MEJA M-HODOŠ-M.SOBOTA",01316,MARTJANCI-M.SOBOTA,0053,C,SV,OP,O,N,SU,A,590222,169683,16.1741788580588,46.6650871203251
037821,B,5544,"1995-01-10 01:00:00",D,N,44003,BLED,00004,"CESTA SVOBODE",NULL,P,SV,BT,J,N,SU,A,431843,136344,14.1093484720631,46.3677007217781
037824,B,5562,"1995-01-05 09:30:00",N,L,98268,"GALICIJA - HRAMŠE R339",00000,"NI ODSEKOV",NULL,C,HI,OP,S,N,SN,A,516227,129574,15.2058641898408,46.3100739791094
037825,B,5536,"1995-01-07 10:00:00",D,N,36080,"MURSKA SOBOTA",00019,"KOCLJEVA ULICA",NULL,C,PV,OS,O,N,SU,A,589385,169069,16.1631247504233,46.6596761019243
037829,B,5522,"1995-01-05 11:10:00",D,V,22016,"GORNJA BISTRICA",00000,"NI ULIC",NULL,C,HI,ÈT,O,R,SP,A,596357,157629,16.2518315647865,46.5558171546691
037830,B,5536,"1995-01-06 07:05:00",D,N,36103,RAKIČAN,00001,"CANKARJEVA ULICA",NULL,C,HI,TO,O,R,SN,A,592175,168198,16.1993996852963,46.6514654626874
037833,B,5562,"1995-01-05 11:25:00",D,V,62034,LEVEC,00000,"NI ULIC",NULL,C,PD,BT,J,R,SN,A,517269,122127,15.2191254139074,46.2430475895915
037834,B,5562,"1995-01-05 15:30:00",D,V,62083,TABOR-ŽALEC,00000,"NI ULIC",NULL,C,HI,ÈT,J,R,PN,A,501826,120895,15.0188655890242,46.2321714655755
037835,B,5514,"1995-01-04 12:05:00",D,N,14010,JESENICE-JESENICE,00056,"SKLADIŠČNA ULICA",NULL,C,PV,BT,J,R,SU,M,427818,143911,14.0558693008375,46.4353519847838
037836,B,5522,"1995-01-07 08:30:00",D,V,22041,ŽIŽKI,00000,"NI ULIC",NULL,C,SV,OP,O,R,SP,A,600579,159718,16.3073310987908,46.5739905969698
037844,B,5562,"1995-01-06 13:45:00",D,V,62107,PODVIN,00000,"NI ULIC",NULL,C,PV,OP,O,N,PN,A,513366,124550,15.1685805568125,46.2649334589286
037856,B,5536,"1995-01-07 17:35:00",N,L,95634,PERTOČA-GRAD,00000,"NI ODSEKA",NULL,C,SV,PR,J,R,OS,A,583280,184283,16.0861111289089,46.7973062674022
037861,B,5536,"1995-01-07 21:30:00",D,N,36080,"MURSKA SOBOTA",00002,"BAKOVSKA ULICA",NULL,C,SV,OP,J,R,SU,A,589922,168543,16.1700380343668,46.6548733705353
037865,B,5524,"1995-01-06 10:15:00",D,N,25001,LJUBLJANA,25125,"POVŠETOVA ULICA",NULL,C,HI,ÈT,S,N,SP,A,NULL,NULL,NULL,NULL
037868,B,5552,"1995-01-01 19:00:00",D,N,52093,ŠENTJUR,00038,"ULICA FRANJA MALGAJA",NULL,C,SV,OP,J,N,MO,A,530537,118495,15.3909421188256,46.2099112339103
037869,B,5509,"1995-01-06 16:55:00",N,R,00375,"IVANČNA GORICA-RAŠICA",01367,"IVANČNA GORICA-KRKA",NULL,R,PD,BT,O,N,MO,A,485251,87661,14.8050295862713,45.9329854715844
037871,B,5524,"1995-01-06 10:15:00",N,L,99307,LJUBLJANA-HORJUL,00000,"NI ODSEKOV",NULL,C,HI,PR,O,N,SP,A,NULL,NULL,NULL,NULL
037875,L,5550,"1995-01-09 23:55:00",N,M,00010,"ŠENTILJ - DEKANI",00274,HOČE-SL.BISTRICA,NULL,C,HI,TO,J,R,SU,A,546366,140600,15.5982335985219,46.4078956381079
037877,B,5524,"1995-01-06 15:00:00",D,L,90301,BREZOVICA-PODPEČ,00000,"NI ODSEKOV",0201,R,PD,BT,O,N,SU,A,NULL,NULL,NULL,NULL
037878,S,5514,"1995-01-06 15:55:00",N,M,001-2,"RATEČE - PODKOREN",00233,RATEČE-PODKOREN,NULL,C,NP,PP,O,G,MO,A,403798,150684,13.7419612577713,46.4932658333152
037879,H,5523,"1995-01-03 11:20:00",N,M,010-9,"ČRNUČE - ZIDANI MOST",01183,LITIJA-ZAGORJE,NULL,C,HI,ÈT,J,N,SP,A,497364,106421,14.9611082204251,46.1019392542917
037880,B,5521,"1995-01-08 20:15:00",D,N,21026,"LENART V SLOV GORICAH",00015,"POT NA KAMENŠAK",NULL,C,HI,TO,J,R,SU,A,564128,158789,15.8317235085086,46.5700796380495
037883,B,5524,"1995-01-06 18:40:00",D,N,25001,LJUBLJANA,25041,"GOSPOSVETSKA CESTA",NULL,R,VR,NT,O,N,SU,A,461988,101277,14.5039682672201,46.0545866024419
037884,B,5552,"1995-01-02 14:30:00",N,L,97212,ŠENTJUR-BOTRIČNICA-PRIMOŽ,97212,ŠENTJUR-BOTRIČNICA-PRIMOŽ,NULL,C,SV,BT,J,R,SU,A,531693,121968,15.4061534630875,46.2411055946246
037885,L,5536,"1995-01-09 22:30:00",N,M,010-1,"POČEHOVA - LENDAVA",00319,M.SOBOTA-BRATONCI,NULL,C,PD,BT,J,G,SU,A,590570,168708,16.1785349599063,46.6562706015344
037886,B,5524,"1995-01-06 13:25:00",D,N,25001,LJUBLJANA,24122,STOŽICE,NULL,C,SV,TO,O,N,SU,A,NULL,NULL,NULL,NULL
037887,B,5509,"1995-01-04 18:15:00",N,A,000A1,"PREDOR KARAVANKE-BREGANA",00021,"ŠMARJE SAP-GROSUPLJE",NULL,C,HI,TO,J,N,SU,A,473638,91677,14.655058242526,45.9687658139709
037888,H,5524,"1995-01-06 18:00:00",D,N,25001,LJUBLJANA,26265,"ZADOBROVŠKA CESTA",NULL,C,NP,PP,J,R,SU,A,467952,102935,14.5809274472374,46.0698125273843
037890,B,5523,"1995-01-08 22:40:00",N,M,010-9,"ČRNUČE - ZIDANI MOST",01183,LITIJA-ZAGORJE,NULL,C,SV,BT,J,N,SU,A,490435,103681,14.8715437635575,46.0772207075019
037895,B,5524,"1995-01-06 23:30:00",D,M,00001,"KORENSKO SEDLO - BREGANA",00371,LJ(OBVOZNICA-DEL.DOM),0047,C,VR,ÈT,O,N,OS,A,461368,102103,14.4958885329044,46.061983186528
037896,B,5552,"1995-01-04 15:30:00",D,N,52093,ŠENTJUR,00016,"POD VRBCO",NULL,C,PV,BT,J,R,SU,A,530957,119699,15.3964629826443,46.2207249084424
037897,B,5562,"1995-01-05 10:00:00",N,M,00010,"ŠENTILJ - DEKANI",00288,"ŠEMPETER-LATKOVA VAS",NULL,C,HI,BT,S,G,SN,A,507780,123411,15.0960978861033,46.2547695794948
037898,B,5523,"1995-01-09 20:40:00",D,R,00365,LITIJA-BIČ,01346,LITIJA-ŠMARTNO,0010,C,SV,BT,J,N,SU,A,488038,100169,14.8406451078402,46.0455826414087
037899,H,5518,"1995-01-02 14:40:00",N,R,00322,ŽIROVNICA-TRZIN,01136,KRANJ-SP.BRNIK,NULL,C,PD,BT,J,N,SU,A,452602,122138,14.3805752751901,46.2416785378445
037902,B,5524,"1995-01-06 22:55:00",D,M,00001,"KORENSKO SEDLO - BREGANA",00371,LJ(OBVOZNICA-DEL.DOM),0055,C,PD,BT,O,N,OS,A,461343,102146,14.4955618975285,46.0623686376559
037906,H,5506,"1995-01-08 20:20:00",N,M,00010,"ŠENTILJ - DEKANI",00294,DOMŽALE-TRZIN,NULL,R,PD,BT,O,N,SU,A,466889,110026,14.5666871202015,46.1335601959783
037907,B,5524,"1995-01-07 02:35:00",D,N,25001,LJUBLJANA,25164,"ŠUBIČEVA ULICA",NULL,R,PD,ÈT,J,R,SU,A,461857,100851,14.5023098147248,46.050746454136
037908,B,5552,"1995-01-06 06:25:00",N,M,010-8,"DRAVOGRAD-DOBOVEC-MEJA RH",01274,"CE(VZHODNA M.)-ŠENTJUR",NULL,C,HI,PR,O,N,MO,A,528228,119424,15.36107371875,46.2183679154269
037913,B,5552,"1995-01-07 13:00:00",N,R,00336,ŽELODNIK-ŠENTJUR,01225,DEŽNO-ČRNOLICA,NULL,C,PR,OP,J,N,MO,A,531075,111784,15.3974789078275,46.1495077825321
037914,B,5543,"1995-01-09 18:50:00",N,M,00003,"MEJA A-VIČ-ORMOŽ-MEJA RH",00243,RADLJE-BREZNO,NULL,C,SV,PR,J,N,SU,A,520479,161673,15.2624521482899,46.598748520696
037917,H,5503,"1995-01-02 23:15:00",D,M,010-8,"DRAVOGRAD-DOBOVEC-MEJA RH",01274,"CE(VZHODNA M.)-ŠENTJUR",0028,C,HI,PP,J,R,SP,A,521766,121270,15.2774004874178,46.23521044116
037918,B,5503,"1995-01-02 22:15:00",D,N,03011,CELJE,00028,"DEČKOVA CESTA",NULL,C,HI,ÈT,J,R,SP,A,520705,121861,15.263669616244,46.2405602825213
037919,L,5503,"1995-01-02 14:05:00",N,M,00010,"ŠENTILJ - DEKANI",00282,"VIŠNJA VAS-CELJE",NULL,C,PV,PR,J,N,SU,A,523533,126075,15.3005464677218,46.2783833850549
037921,B,5550,"1995-01-09 18:50:00",D,M,00010,"ŠENTILJ - DEKANI",00275,SL.BISTRICA,0025,C,VR,NT,J,N,SU,A,544568,139069,15.574704570128,46.3942419450047
037924,B,5521,"1995-01-02 17:00:00",N,R,00346,"ROGATEC-TRATE-MEJA A",01288,LENART-TRATE,NULL,C,HI,PR,J,N,PN,A,562530,168188,15.8121424492717,46.6547799587211
037925,B,5565,"1995-01-10 15:20:00",N,A,00A10,"ŠENTILJ - DEKANI",00128,"PRIKLJ. ŠENTILJ",NULL,C,VR,NT,O,N,MO,A,550180,170930,15.6510911300882,46.6804783677251
037929,B,5542,"1995-01-03 09:45:00",D,N,42135,PTUJ,00119,"ZAGREBŠKA CESTA",NULL,C,PD,BT,J,R,SU,A,567204,138516,15.868937663914,46.3874093437151
037930,P,5542,"1995-01-02 18:35:00",D,N,42135,PTUJ,00161,"ARBAJTERJEVA ULICA",NULL,R,HI,ÈT,J,R,PN,A,567322,143151,15.871135256247,46.4290936462235
037931,B,5503,"1995-01-04 19:35:00",D,N,03011,CELJE,00226,"CESTA NA OSTROŽNO",NULL,C,VR,ÈT,J,R,SU,A,519480,123044,15.2478333088318,46.2512393895179
037932,B,5554,"1995-01-05 09:30:00",D,N,54120,"ROGAŠKA SLATINA",00030,"CESTA NA BOČ",NULL,C,SV,ÈT,O,R,PN,A,548860,122780,15.6288298793961,46.2474034056911
037933,B,5542,"1995-01-05 10:05:00",N,M,00003,"MEJA A-VIČ-ORMOŽ-MEJA RH",00249,PTUJ-SPUHLJA,NULL,C,HI,TO,S,R,SU,A,570347,141394,15.9102270359373,46.4129815035629
037934,B,5542,"1995-01-05 23:15:00",N,R,00346,"ROGATEC-TRATE-MEJA A",01285,MAJŠPERK-PTUJ,NULL,C,HI,TO,S,R,MO,A,557203,134579,15.7384431150755,46.3529051904121
037935,B,5503,"1995-01-05 10:30:00",D,V,03015,DOBRNA,00000,"NI ULIC",NULL,P,HI,TV,S,R,SP,A,517627,132867,15.2241615908652,46.3396669228405
037938,B,5503,"1995-01-06 15:05:00",D,N,03011,CELJE,00056,"JAMOVA ULICA",NULL,C,PV,OP,O,R,SP,A,521392,122290,15.2725968568387,46.2443991449346
037939,L,5524,"1995-01-07 07:30:00",D,N,25001,LJUBLJANA,24115,"SLOVENČEVA ULICA",NULL,C,NP,PP,O,R,SU,A,462270,104687,14.5073395954627,46.0852825954387
037941,B,5524,"1995-01-07 11:30:00",D,N,25001,LJUBLJANA,26162,"KOPNA POT",NULL,C,PR,BT,J,N,SU,A,465955,103687,14.5550590044296,46.076480854227
037942,H,5520,"1995-01-03 12:40:00",D,N,20067,RADEČE,00005,"ULICA MILANA MAJCNA",NULL,C,OS,PP,J,N,SU,A,NULL,NULL,NULL,NULL
037943,L,5542,"1995-01-05 05:50:00",N,M,00003,"MEJA A-VIČ-ORMOŽ-MEJA RH",00247,HAJDINA-PTUJ,NULL,C,HI,BT,S,N,SN,A,566531,141728,15.8606428650672,46.4163704160917
037945,L,5524,"1995-01-07 16:15:00",D,R,0371A,"LJ. TOMAČEVSKA-KAJUHOVA",01435,"KAJUHOVA CESTA",0036,C,PV,BT,O,N,SU,A,464721,101974,14.5392341734228,46.0610054697593
037946,B,5520,"1995-01-05 15:30:00",N,M,010-3,"CELJE - DRNOVO",00328,CELJE-ŠMARJETA,NULL,C,HI,BT,S,N,SN,A,518812,115458,15.2388737115163,46.1830053969501
037947,B,5524,"1995-01-07 15:30:00",D,N,25001,LJUBLJANA,28181,"ROŽNA DOLINA C. V",NULL,R,PD,BT,O,G,SU,A,460493,100594,14.4847059249132,46.0483560816089
037948,B,5542,"1995-01-05 08:20:00",D,V,42199,ZABOVCI,00000,"NI ULIC",NULL,C,CE,ÈT,S,N,SN,A,570703,140372,15.9147034636356,46.403750861745
037949,B,5506,"1995-01-06 09:50:00",N,M,00010,"ŠENTILJ - DEKANI",00295,TRZIN-ČRNUČE,NULL,C,PD,ÈT,S,N,SU,A,466446,109725,14.5609756280272,46.130830190855
037951,L,5524,"1995-01-07 13:25:00",D,N,25001,LJUBLJANA,25205,"ZALOŠKA CESTA",NULL,R,PD,BT,J,N,SU,A,NULL,NULL,NULL,NULL
037952,B,5542,"1995-01-06 18:30:00",D,V,42099,MARKOVCI-PTUJ,00000,"NI ULIC",NULL,C,HI,TO,O,R,SN,A,571757,139091,15.9282139891815,46.392116826799
037953,H,5506,"1995-01-05 23:00:00",N,M,00010,"ŠENTILJ - DEKANI",00292,TROJANE-ŽELODNIK,NULL,C,SV,ÈT,O,N,SU,A,474192,113100,14.6610288449145,46.1615367492242
037954,B,5503,"1995-01-09 06:35:00",D,M,00010,"ŠENTILJ - DEKANI",00282,"VIŠNJA VAS-CELJE",0137,C,HI,NT,J,G,SU,A,522055,123259,15.2812389283524,46.2530964915138
037955,B,5540,"1995-01-06 15:20:00",N,M,00002,"ŠKOFIJE - SEČOVLJE",00239,VALETA-SEČOVLJE,NULL,C,PV,ÈT,J,G,SU,A,391348,41049,13.6048370614025,45.5052154494943
037956,B,5542,"1995-01-06 15:15:00",D,V,42197,VINTAROVCI,00000,"NI ULIC",NULL,C,PV,OP,O,R,SN,A,567599,149963,15.8757209966363,46.4903455430145
037957,B,5542,"1995-01-06 05:15:00",N,M,00003,"MEJA A-VIČ-ORMOŽ-MEJA RH",00246,MARIBOR(TEZNO)-HAJDINA,NULL,C,PR,BT,O,N,MO,A,563868,142984,15.826175687683,46.427924799546
037959,B,5542,"1995-01-07 10:35:00",D,N,42135,PTUJ,00100,"MINORITSKI TRG",NULL,R,PD,NT,O,G,SU,A,567389,141926,15.8718312253026,46.4180670654306
037960,P,5564,"1995-01-04 16:15:00",D,N,64033,MARIBOR,00352,"PARTIZANSKA CESTA",NULL,R,PV,PP,O,N,MO,A,550202,157603,15.6499424143505,46.5605867899594
037961,B,5542,"1995-01-07 23:10:00",N,M,00003,"MEJA A-VIČ-ORMOŽ-MEJA RH",00249,PTUJ-SPUHLJA,NULL,C,SV,BT,O,G,SU,A,569805,141339,15.9031696005597,46.4125426268696
037962,B,5542,"1995-01-09 14:35:00",D,N,42135,PTUJ,00081,"ROGOZNIŠKA CESTA",NULL,C,PV,BT,J,N,SU,A,567680,142056,15.8756350839331,46.4192076082009
037963,B,5564,"1995-01-05 16:30:00",D,N,64033,MARIBOR,00559,"ULICA HEROJA ŠLANDRA",NULL,C,PV,BT,S,N,SP,A,NULL,NULL,NULL,NULL
037964,B,5538,"1995-01-11 00:45:00",N,M,00001,"KORENSKO SEDLO - BREGANA",00222,KARTELJEVO-MAČKOVEC,NULL,C,SV,PR,J,R,SU,A,513644,76789,15.1708567416532,45.8352003734577
037967,B,5564,"1995-01-07 09:30:00",D,N,64009,DOGOŠE,00005,"NAD REKO",NULL,C,PV,BT,J,R,PN,A,554692,153769,15.7080520883899,46.5257482951871
037968,B,5542,"1995-01-07 18:55:00",D,V,42107,MOŠKANJCI,00000,"NI ULIC",NULL,C,SV,BT,J,N,SU,A,576591,141899,15.9915174528545,46.4168490367091
037969,B,5542,"1995-01-05 10:05:00",D,V,42198,VITOMARCI,00000,"NI ULIC",NULL,C,HI,OP,S,R,SN,A,572786,153417,15.9438160614269,46.5208789770526
037970,B,5537,"1995-01-08 18:30:00",D,R,00301,"PREDEL - RIBNICA",01010,"SOLKAN-NOVA GORICA",0111,R,PV,BT,J,G,SU,A,395940,90936,13.6528367930747,45.954678247056
037971,B,5534,"1995-01-03 21:00:00",D,N,34037,METLIKA,00045,"ULICA 1. MAJA",NULL,P,PV,TV,J,N,PP,M,525290,55825,15.3196882670053,45.6462469669381
037973,B,5534,"1995-01-01 10:25:00",D,M,00004,"KARTELJEVO - METLIKA",00258,"METLIKA-MOST ČEZ KOLPO",0081,R,VR,NT,D,N,MO,A,525086,55843,15.3170720993477,45.6464162244236
037974,B,5564,"1995-01-03 14:20:00",D,N,64033,MARIBOR,00647,"VRBANSKA CESTA",NULL,R,PD,BT,J,N,SU,A,NULL,NULL,NULL,NULL
037975,B,5536,"1995-01-07 10:30:00",D,V,36025,"DOLNJI SLAVEČI",00000,"NI ULIC",NULL,C,SV,OP,J,N,MO,A,582028,183875,16.0696401215686,46.7937908614785
037976,B,5562,"1995-01-06 08:00:00",D,V,62021,GOTOVLJE,00000,"NI ULIC",NULL,C,HI,OP,S,R,SN,A,511984,124609,15.1506539531553,46.2654893180965
037977,B,5542,"1995-01-05 14:50:00",D,V,42053,GORIŠNICA,00000,"NI ULIC",NULL,C,HI,TO,S,N,SP,A,578778,141323,16.0198661418726,46.4114174521639
037978,L,5544,"1995-01-02 11:00:00",D,N,44060,RADOVLJICA,00008,"GORENJSKA CESTA",NULL,R,PD,BT,J,N,SU,A,436428,134059,14.1692443719985,46.3475932917331
037979,B,5511,"1995-01-10 08:50:00",D,N,11016,IDRIJA,00035,VOJKOVA,NULL,C,PR,OP,O,N,SU,A,425101,97026,14.027991303076,46.0132810001535
037980,B,5534,"1995-01-01 00:30:00",D,V,34014,"DOLNJI SUHOR PRI METLIKI",00000,"NI ULIC",NULL,P,PV,TV,O,R,MO,A,NULL,NULL,NULL,NULL
